month,channel,category,revenue_rmb,units_sold,orders_count,avg_order_value,return_rate,new_customer_ratio
2025-11,展会,其他,432911.25,4302,281,1615.34,0.07,0.11
2025-11,展会,金属彩光系列,120674.53,992,198,907.33,0.05,0.25
2025-11,展会,超白系列,97442.77,2356,179,1249.27,0.04,0.35
2025-11,展会,钻石系列,40149.74,2884,29,254.11,0.06,0.12
2025-11,展会,耐候系列,427953.04,2056,114,3566.28,0.02,0.33
2025-11,展会,着色系列,183981.1,4410,141,1075.91,0.07,0.14
2025-11,展会,玻璃变色龙,366941.0,1258,62,6552.52,0.02,0.28
2025-11,展会,水晶系列,267843.59,1113,288,7877.75,0.05,0.16
2025-11,展会,化妆品系列,300725.67,1721,262,2506.05,0.02,0.29
2025-11,展会,云母粉,499727.35,421,218,18508.42,0.06,0.39
2025-11,展会,银白系列,459883.89,4236,264,2598.21,0.08,0.13
2025-11,展会,虹彩系列,480762.57,3435,292,1729.36,0.07,0.1
2025-11,展会,着色变色龙,100566.12,317,25,1571.35,0.03,0.22
2025-11,展会,玻璃包银系列,279372.81,4992,278,17460.8,0.03,0.21
