po_id,sku,category,supplier_id,inspect_date,qty_inspected,qty_defective,defect_rate,defect_type,result,inspector
PO02695,FWD173,银白系列,SUP034,2025-11-25,616,2,0.00325,无,通过,QC-03
PO00063,FWD525,金属彩光系列,SUP036,2025-03-17,1194,3,0.00251,外观缺陷,通过,QC-01
PO01984,FWD503,金属彩光系列,SUP041,2026-01-23,4750,27,0.00568,无,通过,QC-01
PO00280,FWD151,银白系列,SUP017,2025-10-07,4221,15,0.00355,尺寸偏差,通过,QC-01
PO00958,FWD6205,水晶系列,SUP036,2025-10-01,3154,2,0.00063,颜色偏差,不通过,QC-03
PO00631,FWD6002,超白系列,SUP029,2025-12-04,2016,18,0.00893,颜色偏差,通过,QC-03
PO01211,FWD153,银白系列,SUP027,2025-01-07,2133,2,0.00094,无,通过,QC-02
PO02520,FWD302,金色系列,SUP036,2025-11-10,4324,11,0.00254,无,通过,QC-01
PO00830,FWD302,金色系列,SUP023,2025-01-08,2583,1,0.00039,颜色偏差,通过,QC-01
PO01219,FWD205,虹彩系列,SUP027,2025-06-06,4702,35,0.00744,无,通过,QC-03
PO00890,FWD219,虹彩系列,SUP002,2025-03-26,1252,11,0.00879,尺寸偏差,通过,QC-02
PO00668,FWD5870C,钻石系列,SUP027,2025-01-28,4447,43,0.00967,无,通过,QC-02
PO00639,FWD600,其他,SUP029,2025-05-20,4418,38,0.0086,尺寸偏差,通过,QC-01
PO02925,FWD6002T,超白系列,SUP049,2026-01-13,3978,39,0.0098,无,通过,QC-02
PO01703,FWD435,着色系列,SUP007,2025-05-18,2774,9,0.00324,无,通过,QC-02
PO02895,FWD5872C,钻石系列,SUP036,2025-08-03,147,1,0.0068,外观缺陷,通过,QC-03
PO00097,FWD001,其他,SUP046,2025-04-01,1323,9,0.0068,无,通过,QC-01
PO02226,FWD306WR,耐候系列,SUP028,2025-10-25,1753,13,0.00742,尺寸偏差,通过,QC-02
PO01559,FWD6224,水晶系列,SUP032,2024-11-16,4963,10,0.00201,无,通过,QC-01
PO01401,FWD2205G,虹彩系列,SUP027,2025-07-28,4821,33,0.00685,外观缺陷,通过,QC-02
PO02692,FWD2205G,虹彩系列,SUP020,2025-07-16,2625,8,0.00305,无,通过,QC-03
PO00418,FWD211WR,耐候系列,SUP045,2025-07-12,4004,19,0.00475,尺寸偏差,通过,QC-01
PO02575,FWD6205,水晶系列,SUP029,2025-12-04,997,9,0.00903,无,通过,QC-03
PO02745,FWD6224,水晶系列,SUP015,2025-01-31,4815,35,0.00727,无,通过,QC-03
PO00676,BHC9275BOH,化妆品系列,SUP025,2025-12-01,2104,21,0.00998,无,通过,QC-02
PO01758,FWD408,着色系列,SUP013,2025-07-27,131,0,0.0,颜色偏差,通过,QC-02
PO02439,FWD111MT,银白系列,SUP055,2025-07-09,4790,43,0.00898,外观缺陷,通过,QC-03
PO02665,FWD6603,磁性珠光,SUP031,2025-07-19,3433,29,0.00845,无,通过,QC-02
PO01011,FWD6683T,磁性珠光,SUP002,2025-11-25,2342,19,0.00811,无,通过,QC-01
PO01989,FWD418B,着色系列,SUP050,2026-01-02,1521,10,0.00657,外观缺陷,通过,QC-03
PO02288,FWDD10L,钻石系列,SUP033,2025-03-08,2240,14,0.00625,尺寸偏差,通过,QC-02
PO02827,FWD6502,水晶系列,SUP049,2025-03-30,1425,2,0.0014,无,通过,QC-03
PO02617,FWD299,虹彩系列,SUP018,2025-06-25,939,7,0.00745,尺寸偏差,通过,QC-03
PO01066,FWD215,虹彩系列,SUP040,2025-09-29,4601,9,0.00196,尺寸偏差,通过,QC-02
PO02934,FWD7504,其他,SUP055,2024-12-22,2795,20,0.00716,无,通过,QC-03
PO00147,FWD205,虹彩系列,SUP056,2025-12-20,2113,7,0.00331,颜色偏差,通过,QC-02
PO01760,FWDD25X,钻石系列,SUP030,2025-10-18,618,2,0.00324,颜色偏差,通过,QC-01
PO01092,FWD5895,钻石系列,SUP045,2025-07-23,3137,11,0.00351,无,通过,QC-02
PO02750,FWDV580,玻璃包银系列,SUP037,2026-01-20,3089,4,0.00129,外观缺陷,通过,QC-02
PO00570,FWD6502,水晶系列,SUP033,2025-09-21,112,1,0.00893,外观缺陷,通过,QC-02
PO01952,FWD231,虹彩系列,SUP034,2025-11-18,4290,25,0.00583,无,不通过,QC-02
PO02918,FWD3302,金色系列,SUP017,2025-12-11,1740,5,0.00287,无,通过,QC-03
PO00016,FWD6502A,水晶系列,SUP046,2025-03-28,4582,2,0.00044,颜色偏差,通过,QC-03
PO01834,FWD522WR,耐候系列,SUP004,2025-11-30,2788,24,0.00861,无,通过,QC-01
PO00519,FWD427,着色系列,SUP028,2026-01-16,467,3,0.00642,尺寸偏差,通过,QC-01
PO02002,FWD6885,水晶系列,SUP003,2024-12-27,2515,15,0.00596,尺寸偏差,通过,QC-01
PO02109,HC010AS,云母粉,SUP019,2025-06-13,3114,24,0.00771,无,通过,QC-01
PO02018,FWDD29X,钻石系列,SUP039,2025-10-27,2977,27,0.00907,无,通过,QC-03
PO00374,FWDD27M,钻石系列,SUP055,2026-02-11,1343,12,0.00894,颜色偏差,通过,QC-01
PO01670,FWD6163,超白系列,SUP020,2025-05-06,2252,15,0.00666,无,通过,QC-03
PO02799,FWD6001,超白系列,SUP041,2025-03-11,3376,16,0.00474,颜色偏差,通过,QC-01
PO00219,FWD427,着色系列,SUP002,2025-10-23,1410,3,0.00213,尺寸偏差,通过,QC-02
PO02165,FWD5871C,钻石系列,SUP055,2025-06-19,3645,22,0.00604,颜色偏差,通过,QC-02
PO02325,FWD3302,金色系列,SUP054,2025-01-26,582,2,0.00344,无,通过,QC-02
PO00410,FWD111,银白系列,SUP025,2025-10-09,1577,5,0.00317,无,通过,QC-01
PO00928,HC010AS,云母粉,SUP048,2025-10-21,1870,17,0.00909,无,通过,QC-01
PO01774,FWD205M,虹彩系列,SUP060,2025-06-21,1523,14,0.00919,无,通过,QC-01
PO00893,FWD5894,钻石系列,SUP038,2025-08-25,2703,6,0.00222,颜色偏差,通过,QC-01
PO02079,BHC9233POH,化妆品系列,SUP035,2025-11-02,3002,30,0.00999,无,通过,QC-03
PO00459,FWD6002A,超白系列,SUP032,2025-07-21,1731,14,0.00809,颜色偏差,通过,QC-02
PO02710,FWD6225,水晶系列,SUP012,2025-11-16,1440,0,0.0,尺寸偏差,通过,QC-02
PO00183,FWD419B,着色系列,SUP060,2025-08-13,1380,7,0.00507,尺寸偏差,不通过,QC-03
PO01923,FWD6235,水晶系列,SUP003,2025-12-03,3048,18,0.00591,颜色偏差,通过,QC-02
PO00127,FWD5872C,钻石系列,SUP051,2024-12-05,913,7,0.00767,无,通过,QC-03
PO02447,FWD405B,着色系列,SUP009,2025-12-11,551,4,0.00726,尺寸偏差,通过,QC-02
PO02677,FWD221,虹彩系列,SUP015,2025-04-21,1068,6,0.00562,无,通过,QC-01
PO01040,FWD7365,其他,SUP001,2025-12-23,3901,8,0.00205,无,通过,QC-02
PO00681,FWD6018T,超白系列,SUP023,2025-04-29,2820,1,0.00035,外观缺陷,通过,QC-02
PO00240,FWD6205,水晶系列,SUP022,2025-02-03,708,5,0.00706,无,通过,QC-02
PO02764,FWD6224,水晶系列,SUP051,2025-12-02,599,2,0.00334,无,通过,QC-01
PO01231,FWD5516,金属彩光系列,SUP001,2025-03-24,1425,13,0.00912,尺寸偏差,通过,QC-03
PO02347,FWD205WR,耐候系列,SUP016,2025-12-07,4417,6,0.00136,颜色偏差,通过,QC-02
PO02823,FWDV580,玻璃包银系列,SUP050,2025-04-20,3773,36,0.00954,外观缺陷,通过,QC-02
PO02164,FWD5895,钻石系列,SUP009,2025-09-11,186,0,0.0,外观缺陷,通过,QC-03
PO00436,FWD6018,超白系列,SUP001,2025-06-03,800,5,0.00625,无,通过,QC-02
PO02628,FWD5872C,钻石系列,SUP008,2025-12-28,2456,22,0.00896,无,通过,QC-03
PO01794,FWD6003T,超白系列,SUP013,2025-02-05,4095,11,0.00269,尺寸偏差,通过,QC-03
PO00640,FWD5800,钻石系列,SUP008,2025-11-03,3808,34,0.00893,无,通过,QC-02
PO00588,FWD4012,着色系列,SUP007,2024-12-28,290,2,0.0069,颜色偏差,通过,QC-01
PO00490,FWD323,金色系列,SUP050,2025-03-27,356,2,0.00562,无,通过,QC-01
PO02089,FWD5800,钻石系列,SUP005,2025-05-16,2107,1,0.00047,无,通过,QC-02
PO00286,FWD101,银白系列,SUP013,2024-12-27,1236,0,0.0,无,通过,QC-02
PO01130,BHC9325BR,玻璃变色龙,SUP006,2026-02-12,4617,39,0.00845,无,通过,QC-01
PO00687,FWD5871C,钻石系列,SUP004,2025-01-30,996,8,0.00803,无,通过,QC-02
PO00702,FWD6215,水晶系列,SUP017,2025-06-19,1091,2,0.00183,无,通过,QC-02
PO02884,FWD402,着色系列,SUP003,2025-08-28,1582,1,0.00063,尺寸偏差,通过,QC-03
PO01496,FWD6504T,水晶系列,SUP029,2025-03-11,4904,3,0.00061,无,通过,QC-01
PO01315,FWD3302,金色系列,SUP059,2025-10-11,4803,47,0.00979,尺寸偏差,通过,QC-02
PO00896,FWD320,金色系列,SUP002,2025-04-08,3794,0,0.0,无,通过,QC-03
PO01233,FWD7322,其他,SUP055,2025-12-01,3174,26,0.00819,无,通过,QC-03
PO02888,FWD5800,钻石系列,SUP007,2025-05-02,1652,4,0.00242,无,通过,QC-02
PO02591,FWD7322B,其他,SUP038,2025-10-15,4204,41,0.00975,颜色偏差,通过,QC-02
PO00308,BHC9225BMTH,化妆品系列,SUP011,2025-09-25,3607,25,0.00693,外观缺陷,通过,QC-02
PO00346,FWD217,虹彩系列,SUP030,2025-07-03,2946,11,0.00373,无,不通过,QC-02
PO02831,FWD534WR,耐候系列,SUP002,2024-12-25,2505,9,0.00359,无,通过,QC-02
PO00531,FWD5873A,钻石系列,SUP023,2025-04-16,1632,2,0.00123,尺寸偏差,通过,QC-01
PO02667,FWD304,金色系列,SUP029,2025-06-30,2299,20,0.0087,颜色偏差,不通过,QC-03
PO00965,FWD5518WR,耐候系列,SUP033,2024-12-11,2676,13,0.00486,颜色偏差,通过,QC-03
PO02199,FWD110,银白系列,SUP055,2025-04-02,646,0,0.0,外观缺陷,通过,QC-01
PO01697,FWD351,金色系列,SUP021,2025-11-09,2702,26,0.00962,无,通过,QC-03
PO01178,FWD6002,超白系列,SUP035,2024-12-31,222,0,0.0,尺寸偏差,通过,QC-02
PO01889,FWD8503WR,耐候系列,SUP046,2025-03-15,4801,31,0.00646,外观缺陷,通过,QC-03
PO02630,FWD215,虹彩系列,SUP011,2025-02-28,1799,17,0.00945,外观缺陷,通过,QC-01
PO01651,FWD355,金色系列,SUP043,2026-01-06,1207,1,0.00083,无,通过,QC-02
PO02778,FWD121WR,耐候系列,SUP059,2025-01-18,1879,11,0.00585,尺寸偏差,通过,QC-02
PO01486,FWD491,着色系列,SUP016,2025-07-27,902,5,0.00554,尺寸偏差,不通过,QC-01
PO00855,FWD502WR,耐候系列,SUP002,2026-01-02,2709,27,0.00997,无,通过,QC-03
PO00477,FWD6500A,水晶系列,SUP010,2025-04-29,3949,6,0.00152,颜色偏差,通过,QC-03
PO02664,FWD401,着色系列,SUP006,2025-01-03,2932,4,0.00136,无,通过,QC-02
PO02312,FWD6502A,水晶系列,SUP008,2025-02-16,4736,44,0.00929,无,通过,QC-03
PO01986,FWDD25M,钻石系列,SUP021,2025-06-12,2205,8,0.00363,无,通过,QC-03
PO01107,FWD8205WR,耐候系列,SUP056,2025-10-14,164,0,0.0,颜色偏差,通过,QC-01
PO00159,FWD308,金色系列,SUP060,2025-08-23,132,0,0.0,无,通过,QC-01
PO01780,FWD405B,着色系列,SUP031,2025-05-05,4180,38,0.00909,尺寸偏差,通过,QC-03
PO00739,FWD5800D,钻石系列,SUP059,2026-01-16,239,0,0.0,无,通过,QC-02
PO02919,FWD6002A,超白系列,SUP021,2026-01-07,2573,3,0.00117,无,通过,QC-01
PO01813,FWD6810,水晶系列,SUP020,2025-02-24,4671,4,0.00086,外观缺陷,通过,QC-03
PO00353,FWD534,金属彩光系列,SUP060,2025-10-27,798,5,0.00627,无,通过,QC-01
PO01576,FWD6850,水晶系列,SUP023,2024-12-13,3964,14,0.00353,无,通过,QC-03
PO02813,FWDD23X,钻石系列,SUP043,2024-12-14,4622,34,0.00736,外观缺陷,通过,QC-03
PO01818,FWD3302,金色系列,SUP052,2024-12-28,4452,27,0.00606,无,通过,QC-03
PO00483,FWDD23X,钻石系列,SUP057,2025-07-21,2099,19,0.00905,无,通过,QC-02
PO01451,FWD289,虹彩系列,SUP036,2025-06-15,4407,39,0.00885,无,通过,QC-01
PO00150,FWD7365,其他,SUP009,2025-08-11,4180,9,0.00215,尺寸偏差,通过,QC-01
PO01359,FWD6303A,水晶系列,SUP013,2025-06-25,1168,8,0.00685,无,通过,QC-03
PO01468,FWD520WR,耐候系列,SUP024,2026-01-17,3854,4,0.00104,无,通过,QC-02
PO02103,BHC9237GRH,化妆品系列,SUP048,2025-02-17,3572,21,0.00588,外观缺陷,通过,QC-03
PO02845,BHC9323PG,玻璃变色龙,SUP023,2024-12-14,4074,2,0.00049,颜色偏差,通过,QC-01
PO01577,FWD306WR,耐候系列,SUP042,2025-02-15,3505,10,0.00285,无,通过,QC-01
PO02394,FWD505,金属彩光系列,SUP037,2026-01-21,2369,12,0.00507,外观缺陷,通过,QC-03
PO01648,FWD522,金属彩光系列,SUP047,2025-06-23,2199,20,0.0091,无,通过,QC-01
PO00851,FWD3302,金色系列,SUP028,2025-05-28,4507,36,0.00799,尺寸偏差,通过,QC-03
PO02054,FWDV080,玻璃包银系列,SUP014,2025-11-14,4107,29,0.00706,颜色偏差,通过,QC-03
PO01626,FWD7322,其他,SUP003,2025-12-08,382,0,0.0,无,通过,QC-02
PO01712,FWD6885,水晶系列,SUP048,2025-07-01,691,6,0.00868,尺寸偏差,通过,QC-03
PO00493,FWD351,金色系列,SUP033,2026-01-05,4219,4,0.00095,尺寸偏差,通过,QC-02
PO01571,FWDV150B,玻璃包银系列,SUP032,2025-04-03,1809,3,0.00166,尺寸偏差,通过,QC-03
PO01239,FWD400B,着色系列,SUP001,2025-03-03,516,3,0.00581,外观缺陷,通过,QC-02
PO00553,FWD3302,金色系列,SUP003,2025-12-14,3359,9,0.00268,无,通过,QC-02
PO02858,FWD2205G,虹彩系列,SUP002,2025-08-15,1090,3,0.00275,无,通过,QC-02
PO02350,FWD223WR,耐候系列,SUP023,2026-01-06,2702,3,0.00111,外观缺陷,通过,QC-03
PO01632,FWD5870A,钻石系列,SUP041,2025-07-22,4801,1,0.00021,尺寸偏差,通过,QC-01
PO00594,FWDD28X,钻石系列,SUP038,2025-07-05,1041,5,0.0048,无,通过,QC-02
PO02449,FWD224,虹彩系列,SUP055,2025-04-13,3761,18,0.00479,无,通过,QC-02
PO00284,FWD7351,其他,SUP045,2025-11-11,4122,24,0.00582,尺寸偏差,通过,QC-02
PO01509,FWD302,金色系列,SUP047,2025-04-12,3658,16,0.00437,尺寸偏差,通过,QC-03
PO01420,FWD6224,水晶系列,SUP019,2025-09-24,2457,11,0.00448,无,通过,QC-01
PO02090,BHC9237GRH,化妆品系列,SUP050,2025-08-15,448,2,0.00446,尺寸偏差,通过,QC-03
PO02058,FWD362,金色系列,SUP007,2025-07-11,3833,34,0.00887,尺寸偏差,通过,QC-03
PO00216,FWD6003T,超白系列,SUP035,2026-02-11,2027,0,0.0,颜色偏差,通过,QC-01
PO01385,FWD6820,水晶系列,SUP060,2025-06-16,100,0,0.0,尺寸偏差,通过,QC-01
PO02551,FWD506,金属彩光系列,SUP006,2025-08-21,3317,16,0.00482,无,通过,QC-01
PO01636,FWDD10X,钻石系列,SUP051,2024-12-16,1750,7,0.004,外观缺陷,通过,QC-02
PO01947,FWD5870B,钻石系列,SUP042,2025-04-04,2985,8,0.00268,尺寸偏差,通过,QC-03
PO01000,FWD6502A,水晶系列,SUP001,2025-03-22,1380,2,0.00145,无,通过,QC-03
PO01465,FWD259,虹彩系列,SUP037,2025-10-01,4900,21,0.00429,无,通过,QC-01
PO00775,FWDV550,玻璃包银系列,SUP044,2025-08-15,4550,34,0.00747,外观缺陷,通过,QC-01
PO00850,FWD3504,金属彩光系列,SUP021,2026-02-03,3809,9,0.00236,颜色偏差,通过,QC-03
PO02430,FWDD27X,钻石系列,SUP040,2025-12-13,4507,21,0.00466,外观缺陷,通过,QC-02
PO00076,FWD231,虹彩系列,SUP004,2025-03-24,1882,18,0.00956,无,通过,QC-03
PO02277,FWD5872A,钻石系列,SUP027,2026-01-05,4813,48,0.00997,外观缺陷,通过,QC-02
PO02037,FWD7305,其他,SUP018,2025-06-27,2468,0,0.0,外观缺陷,通过,QC-02
PO00001,FWD101,银白系列,SUP001,2025-05-26,4160,19,0.00457,无,通过,QC-03
PO00705,FWD5895,钻石系列,SUP001,2025-07-21,2923,8,0.00274,无,通过,QC-03
PO02317,FWD323WR,耐候系列,SUP038,2026-01-02,893,8,0.00896,无,通过,QC-01
PO01175,FWDD21M,钻石系列,SUP016,2025-09-30,2832,24,0.00847,颜色偏差,通过,QC-01
PO02182,FWD151WR,耐候系列,SUP010,2024-11-23,3077,13,0.00422,颜色偏差,不通过,QC-02
PO02221,FWD502,金属彩光系列,SUP027,2025-10-31,3606,36,0.00998,颜色偏差,通过,QC-01
PO02454,FWDD25X,钻石系列,SUP013,2025-02-13,227,0,0.0,无,通过,QC-02
PO00971,FWD5872C,钻石系列,SUP033,2025-04-27,3368,10,0.00297,外观缺陷,通过,QC-02
PO00926,FWD500,金属彩光系列,SUP038,2025-09-18,468,3,0.00641,尺寸偏差,通过,QC-02
PO01480,FWD6910,水晶系列,SUP013,2025-04-08,1025,3,0.00293,无,通过,QC-01
PO02101,FWD505,金属彩光系列,SUP037,2025-09-14,639,6,0.00939,无,通过,QC-02
PO02930,FWD231,虹彩系列,SUP047,2025-12-20,1033,10,0.00968,外观缺陷,通过,QC-03
PO00399,FWD111WR,耐候系列,SUP037,2025-07-09,4789,35,0.00731,无,通过,QC-02
PO00763,FWD361,金色系列,SUP029,2024-11-26,948,3,0.00316,无,通过,QC-02
PO01646,FWD425,着色系列,SUP036,2025-03-02,523,4,0.00765,无,通过,QC-02
PO00933,FWD6163,超白系列,SUP013,2025-02-22,3177,9,0.00283,无,通过,QC-01
PO01138,FWD5800A,钻石系列,SUP037,2024-12-22,497,3,0.00604,无,通过,QC-03
PO02565,FWD6504,水晶系列,SUP023,2025-08-21,1281,9,0.00703,颜色偏差,通过,QC-03
PO00777,FWD6910,水晶系列,SUP054,2025-04-10,2422,7,0.00289,无,通过,QC-03
PO01560,FWD6683T,磁性珠光,SUP051,2025-12-28,742,6,0.00809,尺寸偏差,通过,QC-01
PO01547,BHC9237GRH,化妆品系列,SUP046,2024-11-17,3901,22,0.00564,外观缺陷,通过,QC-02
PO02516,FWD6602,磁性珠光,SUP001,2024-12-27,3828,24,0.00627,尺寸偏差,通过,QC-03
PO01435,FWD5518,金属彩光系列,SUP045,2025-08-20,994,9,0.00905,外观缺陷,通过,QC-01
PO00188,FWD103TWR,耐候系列,SUP008,2025-07-10,3128,19,0.00607,颜色偏差,通过,QC-01
PO01856,FWDD27M,钻石系列,SUP052,2025-09-15,2359,7,0.00297,无,通过,QC-03
PO02063,FWD353,金色系列,SUP058,2025-08-02,1141,8,0.00701,颜色偏差,通过,QC-03
PO00644,FWD7351,其他,SUP032,2025-02-25,3942,14,0.00355,无,通过,QC-02
PO02307,FWD6018T,超白系列,SUP048,2024-12-13,4872,34,0.00698,外观缺陷,通过,QC-02
PO02944,FWD6009,超白系列,SUP003,2025-01-11,2407,20,0.00831,无,通过,QC-03
PO01189,FWD330,金色系列,SUP011,2025-04-23,3956,15,0.00379,颜色偏差,通过,QC-03
PO01548,FWD305,金色系列,SUP057,2025-01-24,4708,19,0.00404,尺寸偏差,通过,QC-02
PO01043,FWDV550,玻璃包银系列,SUP051,2026-01-03,2450,5,0.00204,外观缺陷,通过,QC-03
PO00234,FWD325,金色系列,SUP023,2024-12-10,3677,33,0.00897,颜色偏差,通过,QC-01
PO00054,FWDD27L,钻石系列,SUP043,2025-02-12,848,1,0.00118,外观缺陷,不通过,QC-01
PO01991,FWD6504,水晶系列,SUP047,2025-11-01,580,1,0.00172,无,通过,QC-03
PO02873,FWD600,其他,SUP043,2025-12-26,942,2,0.00212,外观缺陷,通过,QC-02
PO02124,FWD6235,水晶系列,SUP054,2025-09-30,1545,1,0.00065,颜色偏差,通过,QC-02
PO01071,FWDV080,玻璃包银系列,SUP023,2024-12-22,2827,25,0.00884,尺寸偏差,通过,QC-02
PO00622,FWD5893,钻石系列,SUP029,2025-09-01,1277,7,0.00548,外观缺陷,通过,QC-03
PO00959,FWDD29L,钻石系列,SUP025,2026-01-16,991,8,0.00807,外观缺陷,通过,QC-03
PO02166,FWD5895,钻石系列,SUP028,2025-09-23,3152,13,0.00412,颜色偏差,通过,QC-03
PO02171,BHC5518,化妆品系列,SUP042,2024-12-05,502,1,0.00199,无,通过,QC-02
PO02891,FWD5873A,钻石系列,SUP018,2025-02-15,1164,8,0.00687,颜色偏差,通过,QC-02
PO00158,FWD400B,着色系列,SUP030,2025-06-17,4075,30,0.00736,颜色偏差,通过,QC-02
PO02741,FWD6810,水晶系列,SUP006,2025-06-24,3758,4,0.00106,无,不通过,QC-01
PO01343,FWD249,虹彩系列,SUP001,2025-09-19,202,1,0.00495,无,通过,QC-02
PO00758,FWD6884,水晶系列,SUP045,2024-12-24,1050,5,0.00476,外观缺陷,通过,QC-01
PO00752,FWD5871C,钻石系列,SUP004,2025-12-03,4023,20,0.00497,尺寸偏差,通过,QC-03
PO00708,FWD6602,磁性珠光,SUP003,2025-06-05,1641,6,0.00366,尺寸偏差,通过,QC-01
PO00989,BHC9234BOH,化妆品系列,SUP011,2025-01-24,549,3,0.00546,外观缺陷,通过,QC-01
PO02224,FWDV040,玻璃包银系列,SUP021,2025-01-02,2383,8,0.00336,尺寸偏差,通过,QC-01
PO00199,FWD231,虹彩系列,SUP031,2025-05-17,1614,2,0.00124,无,通过,QC-03
PO01823,FWDD10Y,钻石系列,SUP029,2024-12-28,2491,12,0.00482,无,通过,QC-02
PO01768,FWDD25M,钻石系列,SUP014,2025-09-03,220,1,0.00455,外观缺陷,通过,QC-02
PO01587,FWD7305,其他,SUP029,2025-03-25,4789,22,0.00459,尺寸偏差,通过,QC-02
PO01478,FWD5870B,钻石系列,SUP002,2025-08-31,3277,14,0.00427,外观缺陷,通过,QC-02
PO01298,BHC9327GP,玻璃变色龙,SUP017,2025-12-20,234,2,0.00855,无,通过,QC-01
PO02425,FWD111,银白系列,SUP056,2025-03-03,110,1,0.00909,颜色偏差,通过,QC-01
PO00301,FWD5871A,钻石系列,SUP019,2025-01-20,2646,0,0.0,尺寸偏差,通过,QC-01
PO02353,BHC9230YBH,化妆品系列,SUP037,2025-12-09,1670,5,0.00299,外观缺陷,通过,QC-03
PO00636,FWD219WR,耐候系列,SUP018,2026-02-21,1442,7,0.00485,尺寸偏差,通过,QC-03
PO01755,FWD205WR,耐候系列,SUP012,2025-12-19,134,1,0.00746,无,通过,QC-01
PO00922,FWDV040,玻璃包银系列,SUP028,2025-02-01,4050,8,0.00198,无,通过,QC-02
PO02237,FWD7322,其他,SUP010,2026-02-14,1938,8,0.00413,无,通过,QC-02
PO02344,BHC9233POH,化妆品系列,SUP042,2025-01-14,3458,1,0.00029,无,通过,QC-03
PO02099,FWD221,虹彩系列,SUP045,2025-05-10,3574,32,0.00895,无,通过,QC-02
PO01448,FWD6300,水晶系列,SUP059,2025-07-29,3094,15,0.00485,颜色偏差,通过,QC-01
PO01471,FWD231WR,耐候系列,SUP060,2025-07-01,664,1,0.00151,无,通过,QC-01
PO01562,FWDV060B,玻璃包银系列,SUP009,2025-09-05,1411,5,0.00354,无,通过,QC-02
PO02349,FWDD10A,钻石系列,SUP056,2025-10-21,4043,5,0.00124,外观缺陷,通过,QC-03
PO01143,FWDD21L,钻石系列,SUP013,2025-04-22,864,6,0.00694,颜色偏差,通过,QC-03
PO00267,FWD6810,水晶系列,SUP008,2025-05-25,2313,2,0.00086,无,通过,QC-01
PO00241,FWD600,其他,SUP011,2025-11-06,2225,13,0.00584,外观缺陷,通过,QC-03
PO02731,FWD7331,其他,SUP050,2025-10-22,4133,11,0.00266,无,通过,QC-02
PO01894,FWD506,金属彩光系列,SUP037,2025-11-16,3285,15,0.00457,无,通过,QC-03
PO02875,FWD6603,磁性珠光,SUP046,2025-04-30,743,5,0.00673,无,通过,QC-02
PO01240,FWD216,虹彩系列,SUP006,2026-01-18,2908,12,0.00413,外观缺陷,通过,QC-03
PO02785,FWD96107SW,耐候系列,SUP032,2024-12-08,2969,25,0.00842,无,通过,QC-03
PO00905,FWD219,虹彩系列,SUP033,2025-09-24,2781,4,0.00144,颜色偏差,不通过,QC-01
PO01867,BHC9327GP,玻璃变色龙,SUP022,2025-09-09,3728,19,0.0051,颜色偏差,通过,QC-01
PO00970,FWD503,金属彩光系列,SUP005,2025-07-13,4240,36,0.00849,无,通过,QC-02
PO02034,FWD111M,银白系列,SUP027,2025-08-07,2111,7,0.00332,无,通过,QC-03
PO00592,FWD6500,水晶系列,SUP031,2025-11-07,1383,11,0.00795,无,通过,QC-01
PO01556,FWD323WR,耐候系列,SUP042,2025-04-06,1999,19,0.0095,无,通过,QC-01
PO01935,FWD429,着色系列,SUP057,2026-02-07,2770,26,0.00939,外观缺陷,通过,QC-03
PO01804,FWD219,虹彩系列,SUP043,2026-01-17,3809,38,0.00998,颜色偏差,不通过,QC-03
PO01541,FWD6820,水晶系列,SUP059,2025-05-24,4678,3,0.00064,无,通过,QC-01
PO00782,FWD491,着色系列,SUP047,2025-10-05,4725,38,0.00804,无,通过,QC-03
PO01544,FWDV550,玻璃包银系列,SUP011,2025-02-16,108,0,0.0,无,通过,QC-02
PO00116,FWD7365,其他,SUP017,2025-05-15,1306,8,0.00613,颜色偏差,通过,QC-02
PO02797,FWD508,金属彩光系列,SUP040,2024-12-24,3412,2,0.00059,无,通过,QC-02
PO02298,FWD5516,金属彩光系列,SUP021,2025-05-12,4562,1,0.00022,尺寸偏差,通过,QC-01
PO01786,FWDD10X,钻石系列,SUP017,2025-03-23,2772,13,0.00469,无,通过,QC-01
PO01622,BHC9323PG,玻璃变色龙,SUP038,2025-07-05,1488,7,0.0047,颜色偏差,通过,QC-02
PO00535,FWD3112,金色系列,SUP027,2025-05-24,1716,8,0.00466,尺寸偏差,通过,QC-01
PO01880,FWD6300,水晶系列,SUP006,2025-02-17,2026,0,0.0,无,通过,QC-02
PO02050,FWD323M,金色系列,SUP007,2025-06-30,3485,29,0.00832,无,通过,QC-02
PO01782,FWD504WR,耐候系列,SUP028,2026-01-12,1250,0,0.0,颜色偏差,通过,QC-01
PO02467,FWD362,金色系列,SUP015,2025-01-15,4269,12,0.00281,无,通过,QC-02
PO00435,FWDD25X,钻石系列,SUP054,2025-08-12,3115,10,0.00321,颜色偏差,通过,QC-02
PO02218,FWD235,虹彩系列,SUP046,2025-04-08,3211,29,0.00903,无,不通过,QC-01
PO00363,FWDD25X,钻石系列,SUP036,2025-10-17,3484,0,0.0,颜色偏差,通过,QC-03
PO00530,BHC89237BG,着色变色龙,SUP056,2025-10-06,3353,20,0.00596,外观缺陷,通过,QC-01
PO02535,FWD6007,超白系列,SUP031,2025-12-08,4330,35,0.00808,尺寸偏差,通过,QC-03
PO01771,FWDD10Y,钻石系列,SUP006,2025-05-23,2239,6,0.00268,无,通过,QC-02
PO01816,FWD6163,超白系列,SUP008,2025-04-18,2481,23,0.00927,颜色偏差,通过,QC-02
PO01729,FWD436 ,着色系列,SUP057,2025-05-29,3495,0,0.0,无,通过,QC-03
