po_id,po_date,month,supplier_id,sku,category,qty_ordered,unit_cost_rmb,total_cost_rmb,expected_date,actual_date,status,defect_qty
PO02193,2025-06-11,2025-06,SUP041,FWD6500,水晶系列,1714,36.71,62925.22,2025-08-30,2025-09-04,在途,9
PO02194,2024-10-17,2024-10,SUP056,FWDD10L,钻石系列,3761,83.7,314795.7,2024-12-27,2025-01-05,已收货,30
PO02195,2024-12-19,2024-12,SUP022,FWD351,金色系列,4090,26.72,109279.69,2025-02-24,2025-03-05,在途,37
PO02196,2025-07-26,2025-07,SUP016,FWD5874A,钻石系列,1121,210.0,235410.0,2025-08-16,2025-08-20,已收货,2
PO02197,2025-03-04,2025-03,SUP017,FWDV095B,玻璃包银系列,407,1375.05,559645.35,2025-03-29,2025-04-03,已收货,0
PO02198,2025-07-22,2025-07,SUP009,FWD6235,水晶系列,955,39.6,37818.0,2025-08-21,2025-09-01,在途,3
PO02199,2025-02-18,2025-02,SUP055,FWD110,银白系列,646,23.08,14912.91,2025-04-05,2025-04-02,在途,0
PO02200,2025-11-21,2025-11,SUP021,FWD6840,水晶系列,1060,59.92,63520.5,2026-01-22,2026-01-23,已收货,7
PO02201,2025-09-12,2025-09,SUP025,FWD123,银白系列,889,24.75,22002.75,2025-10-18,2025-11-01,已收货,4
PO02202,2025-04-22,2025-04,SUP023,FWD5871A,钻石系列,2547,241.5,615100.5,2025-05-19,2025-05-29,已收货,6
PO02203,2025-05-14,2025-05,SUP006,FWD6303,水晶系列,159,68.21,10845.79,2025-08-02,2025-08-03,已收货,0
PO02204,2025-08-16,2025-08,SUP032,FWD217,虹彩系列,227,29.25,6639.75,2025-11-02,2025-10-31,待发货,1
PO02205,2025-05-21,2025-05,SUP038,FWD6504A,水晶系列,2924,36.3,106141.2,2025-06-17,2025-06-23,已收货,8
PO02206,2025-07-28,2025-07,SUP035,FWDD25M,钻石系列,4459,226.8,1011301.2,2025-09-25,2025-10-05,已收货,24
PO02207,2025-06-02,2025-06,SUP047,FWD503,金属彩光系列,4972,24.73,122982.42,2025-08-14,2025-08-11,待发货,3
PO02208,2025-06-09,2025-06,SUP025,FWD7352,其他,4348,50.4,219139.2,2025-07-23,2025-08-04,已收货,33
PO02209,2024-12-28,2024-12,SUP002,FWD491,着色系列,1700,47.25,80325.0,2025-03-11,2025-03-25,待发货,1
PO02210,2025-05-01,2025-05,SUP001,FWD5874A,钻石系列,2356,195.3,460126.8,2025-06-23,2025-06-25,已收货,21
PO02211,2024-10-13,2024-10,SUP008,FWD6883,水晶系列,3029,43.73,132443.02,2024-10-27,2024-11-10,待发货,1
PO02212,2025-06-03,2025-06,SUP002,FWDV015,玻璃包银系列,1990,5466.82,10878981.75,2025-08-21,2025-08-21,在途,12
PO02213,2025-01-23,2025-01,SUP051,FWD522WR,耐候系列,1601,60.75,97260.75,2025-02-23,2025-03-05,已收货,13
PO02214,2025-07-28,2025-07,SUP010,FWD235,虹彩系列,2244,30.94,69423.75,2025-09-21,2025-10-06,在途,1
PO02215,2025-03-19,2025-03,SUP014,FWD6883,水晶系列,3903,37.95,148118.85,2025-04-08,2025-04-13,已收货,10
PO02216,2025-04-25,2025-04,SUP051,FWD6883,水晶系列,4930,37.54,185059.88,2025-06-24,2025-06-30,已收货,36
PO02217,2025-05-07,2025-05,SUP043,FWD5870B,钻石系列,890,122.85,109336.5,2025-06-29,2025-07-05,待发货,6
PO02218,2025-02-05,2025-02,SUP046,FWD235,虹彩系列,3211,30.94,99340.31,2025-04-13,2025-04-08,待发货,29
PO02219,2024-12-15,2024-12,SUP042,FWD111M,银白系列,2674,19.14,51180.36,2025-01-30,2025-02-01,已收货,12
PO02220,2025-02-03,2025-02,SUP027,FWD307,金色系列,1739,27.56,47931.19,2025-02-25,2025-03-01,已收货,5
PO02221,2025-09-12,2025-09,SUP027,FWD502,金属彩光系列,3606,21.93,79079.58,2025-11-01,2025-10-31,待发货,36
PO02222,2025-08-06,2025-08,SUP024,FWD522,金属彩光系列,4365,23.71,103515.98,2025-09-10,2025-09-19,待发货,39
PO02223,2025-01-18,2025-01,SUP057,FWDD29L,钻石系列,4795,246.75,1183166.25,2025-04-18,2025-04-30,待发货,10
PO02224,2024-12-11,2024-12,SUP021,FWDV040,玻璃包银系列,2383,5864.96,13976205.64,2025-01-02,2025-01-02,待发货,8
PO02225,2025-07-15,2025-07,SUP007,FWD5892,钻石系列,3361,180.0,604980.0,2025-09-25,2025-09-25,待发货,32
PO02226,2025-08-20,2025-08,SUP028,FWD306WR,耐候系列,1753,68.17,119510.77,2025-10-15,2025-10-25,在途,13
PO02227,2025-03-25,2025-03,SUP001,FWD231,虹彩系列,1821,24.47,44557.59,2025-06-05,2025-06-02,已收货,4
PO02228,2025-08-03,2025-08,SUP051,FWD6002T,超白系列,4325,28.12,121640.62,2025-09-17,2025-09-18,已收货,11
PO02229,2024-11-10,2024-11,SUP022,FWD7305,其他,1857,49.5,91921.5,2024-12-30,2025-01-03,已收货,14
PO02230,2025-02-19,2025-02,SUP057,FWD001,其他,1992,81.9,163144.8,2025-05-08,2025-05-19,已收货,17
PO02231,2025-09-05,2025-09,SUP014,FWD424,着色系列,3144,49.95,157042.8,2025-11-04,2025-10-31,待发货,12
PO02232,2025-03-23,2025-03,SUP023,FWDD23X,钻石系列,1516,213.75,324045.0,2025-05-07,2025-05-04,在途,6
PO02233,2025-08-10,2025-08,SUP028,FWD231WR,耐候系列,274,76.27,20899.35,2025-10-11,2025-10-23,待发货,2
PO02234,2025-07-26,2025-07,SUP023,FWD6860,水晶系列,3952,56.1,221707.2,2025-08-28,2025-09-07,已收货,26
PO02235,2024-11-01,2024-11,SUP014,FWD211,虹彩系列,729,24.19,17632.69,2025-01-23,2025-01-18,已收货,2
PO02236,2024-11-23,2024-11,SUP024,FWD5518,金属彩光系列,4868,42.75,208107.0,2024-12-24,2024-12-22,已收货,6
PO02237,2025-11-27,2025-11,SUP010,FWD7322,其他,1938,46.73,90553.05,2026-02-02,2026-02-14,已收货,8
PO02238,2024-11-09,2024-11,SUP041,FWD435B,着色系列,3452,49.5,170874.0,2024-12-09,2024-12-08,在途,8
PO02239,2024-11-10,2024-11,SUP007,FWDD29L,钻石系列,1762,294.0,518028.0,2024-12-27,2025-01-01,已收货,8
PO02240,2025-03-04,2025-03,SUP032,FWDV095,玻璃包银系列,4552,1781.55,8109615.6,2025-05-07,2025-05-19,待发货,2
PO02241,2025-10-27,2025-10,SUP007,FWD4012,着色系列,2991,35.64,106599.24,2025-11-20,2025-11-21,已收货,13
PO02242,2025-06-10,2025-06,SUP026,FWD532,金属彩光系列,1532,27.03,41409.96,2025-07-17,2025-07-18,已收货,11
PO02243,2025-10-09,2025-10,SUP025,FWD205A,虹彩系列,1800,25.59,46068.75,2025-12-15,2025-12-28,已收货,2
PO02244,2024-10-28,2024-10,SUP016,FWD7305WR,耐候系列,778,91.8,71420.4,2024-12-24,2024-12-24,已收货,1
PO02245,2025-03-10,2025-03,SUP036,FWDD23X,钻石系列,1227,185.62,227761.88,2025-05-06,2025-05-16,在途,10
PO02246,2025-10-06,2025-10,SUP022,FWD110,银白系列,1592,22.48,35784.18,2025-12-07,2025-12-15,已收货,0
PO02247,2025-08-19,2025-08,SUP039,FWD119,银白系列,4475,22.05,98673.75,2025-10-01,2025-09-28,待发货,23
PO02248,2024-10-16,2024-10,SUP026,FWD306WR,耐候系列,4158,76.27,317151.45,2025-01-09,2025-01-22,待发货,38
PO02249,2025-07-07,2025-07,SUP008,FWD355,金色系列,4765,32.34,154117.97,2025-09-26,2025-10-11,待发货,18
PO02250,2025-06-27,2025-06,SUP016,FWD6500,水晶系列,3284,36.71,120563.85,2025-09-07,2025-09-04,待发货,0
PO02251,2024-10-05,2024-10,SUP032,FWD308,金色系列,3067,26.72,81946.41,2024-11-25,2024-11-30,待发货,24
PO02252,2025-04-07,2025-04,SUP011,FWD5518,金属彩光系列,2829,40.95,115847.55,2025-06-17,2025-06-27,已收货,4
PO02253,2025-06-25,2025-06,SUP033,FWD111WR,耐候系列,3445,51.3,176728.5,2025-09-22,2025-09-30,待发货,23
PO02254,2025-11-18,2025-11,SUP011,FWD5519,金属彩光系列,670,39.6,26532.0,2026-01-05,2026-01-02,已收货,5
PO02255,2025-08-23,2025-08,SUP040,FWD5892,钻石系列,790,176.25,139237.5,2025-10-27,2025-10-30,在途,3
PO02256,2025-10-20,2025-10,SUP006,FWD5800A,钻石系列,2477,96.3,238535.1,2025-12-24,2025-12-19,已收货,11
PO02257,2025-05-16,2025-05,SUP043,FWD211,虹彩系列,1778,29.53,52506.56,2025-06-07,2025-06-06,在途,10
PO02258,2025-07-14,2025-07,SUP049,BHC89234BG,着色变色龙,4571,431.25,1971243.75,2025-08-02,2025-08-07,待发货,24
PO02259,2025-07-15,2025-07,SUP017,FWDD28M,钻石系列,4371,197.4,862835.4,2025-08-22,2025-08-22,已收货,6
PO02260,2025-02-19,2025-02,SUP011,FWDD29M,钻石系列,1468,280.88,412324.5,2025-04-09,2025-04-15,待发货,6
PO02261,2024-10-14,2024-10,SUP003,FWD103,银白系列,4295,19.14,82206.3,2024-11-14,2024-11-17,已收货,41
PO02262,2025-07-28,2025-07,SUP020,FWD400B,着色系列,2696,29.37,79181.52,2025-10-24,2025-10-22,已收货,0
PO02263,2025-03-26,2025-03,SUP006,BHC89234BG,着色变色龙,2956,318.75,942225.0,2025-04-16,2025-04-18,已收货,15
PO02264,2025-08-09,2025-08,SUP017,FWD111WR,耐候系列,1895,49.05,92949.75,2025-09-12,2025-09-09,已收货,5
PO02265,2025-10-14,2025-10,SUP018,FWD508WR,耐候系列,1211,64.12,77655.38,2025-12-05,2025-12-07,待发货,11
PO02266,2025-11-06,2025-11,SUP047,FWDD25X,钻石系列,1835,193.12,354384.38,2025-12-26,2026-01-02,已收货,9
PO02267,2024-12-09,2024-12,SUP046,BHC9338GR,玻璃变色龙,785,371.25,291431.25,2024-12-26,2025-01-10,已收货,2
PO02268,2025-03-22,2025-03,SUP022,BHC9233POH,化妆品系列,3378,166.65,562943.7,2025-05-05,2025-05-20,已收货,28
PO02269,2025-10-27,2025-10,SUP007,FWDV060B,玻璃包银系列,1549,3112.12,4820681.62,2026-01-04,2026-01-16,待发货,3
PO02270,2024-12-05,2024-12,SUP017,FWD5873A,钻石系列,3293,186.9,615461.7,2025-01-27,2025-01-27,待发货,2
PO02271,2025-07-26,2025-07,SUP049,FWD100,银白系列,1422,15.94,22663.12,2025-10-10,2025-10-19,待发货,11
PO02272,2024-10-20,2024-10,SUP007,FWD6820,水晶系列,3032,70.76,214551.9,2024-12-28,2025-01-02,待发货,2
PO02273,2024-11-16,2024-11,SUP004,FWD506,金属彩光系列,2031,18.69,37959.39,2025-01-12,2025-01-11,已收货,6
PO02274,2025-01-16,2025-01,SUP004,FWD8503WR,耐候系列,113,136.35,15407.55,2025-04-16,2025-04-20,已收货,1
PO02275,2025-10-16,2025-10,SUP024,BHC9328GR,玻璃变色龙,3874,337.5,1307475.0,2025-12-13,2025-12-14,在途,5
PO02276,2025-05-05,2025-05,SUP015,FWD361,金色系列,2748,24.15,66364.2,2025-05-23,2025-05-18,已收货,6
PO02277,2025-11-06,2025-11,SUP027,FWD5872A,钻石系列,4813,235.2,1132017.6,2026-01-02,2026-01-05,在途,48
PO02278,2025-02-03,2025-02,SUP023,FWD6007,超白系列,673,41.53,27948.01,2025-03-13,2025-03-10,待发货,3
PO02279,2025-06-08,2025-06,SUP027,BHC9321RY,玻璃变色龙,2566,337.5,866025.0,2025-07-29,2025-08-13,在途,6
PO02280,2024-11-12,2024-11,SUP054,FWD5519,金属彩光系列,244,46.35,11309.4,2025-01-03,2025-01-17,已收货,0
PO02281,2025-08-21,2025-08,SUP023,BHC9232MGH,化妆品系列,1062,151.8,161211.6,2025-10-13,2025-10-20,已收货,3
PO02282,2025-11-27,2025-11,SUP026,FWD300WR,耐候系列,4164,59.4,247341.6,2026-01-28,2026-02-01,在途,12
PO02283,2025-03-03,2025-03,SUP049,FWDD23M,钻石系列,1482,191.1,283210.2,2025-04-24,2025-05-09,已收货,3
PO02284,2024-12-11,2024-12,SUP047,FWDD21L,钻石系列,4290,220.5,945945.0,2025-01-21,2025-01-21,待发货,28
PO02285,2025-10-20,2025-10,SUP027,FWD5519,金属彩光系列,2194,46.35,101691.9,2026-01-14,2026-01-20,在途,14
PO02286,2025-03-18,2025-03,SUP043,FWD6002A,超白系列,2938,25.31,74368.12,2025-05-01,2025-05-15,在途,0
PO02287,2025-08-13,2025-08,SUP010,FWD110,银白系列,3648,19.04,69439.68,2025-10-03,2025-10-04,已收货,20
PO02288,2025-02-02,2025-02,SUP033,FWDD10L,钻石系列,2240,102.6,229824.0,2025-03-07,2025-03-08,已收货,14
PO02289,2025-03-01,2025-03,SUP041,FWD6683T,磁性珠光,1712,200.25,342828.0,2025-03-28,2025-03-23,已收货,8
PO02290,2025-07-04,2025-07,SUP009,FWD330,金色系列,235,29.53,6939.84,2025-08-19,2025-08-26,待发货,2
PO02291,2025-04-07,2025-04,SUP010,FWD6502A,水晶系列,1469,40.84,59990.29,2025-06-12,2025-06-09,已收货,14
PO02292,2025-11-13,2025-11,SUP032,FWDD25L,钻石系列,2433,191.1,464946.3,2025-12-30,2026-01-07,待发货,20
PO02293,2025-10-16,2025-10,SUP041,FWDV015,玻璃包银系列,2604,5827.27,15174224.1,2025-12-24,2025-12-24,在途,19
PO02294,2025-06-14,2025-06,SUP014,FWD103,银白系列,829,23.05,19112.6,2025-07-22,2025-07-24,已收货,7
PO02295,2025-07-25,2025-07,SUP054,BHC9328GR,玻璃变色龙,1204,408.75,492135.0,2025-10-18,2025-10-27,已收货,2
PO02296,2025-08-14,2025-08,SUP019,FWD402,着色系列,4742,32.01,151791.42,2025-10-28,2025-11-11,已收货,39
PO02297,2024-11-28,2024-11,SUP030,FWD5891,钻石系列,1079,176.25,190173.75,2025-02-19,2025-02-25,在途,1
PO02298,2025-04-24,2025-04,SUP021,FWD5516,金属彩光系列,4562,41.85,190919.7,2025-05-13,2025-05-12,在途,1
PO02299,2025-11-14,2025-11,SUP030,FWD510,金属彩光系列,1391,29.07,40436.37,2026-02-01,2026-02-14,已收货,11
PO02300,2025-04-03,2025-04,SUP025,FWD305,金色系列,188,28.69,5393.25,2025-05-26,2025-06-02,已收货,1
PO02301,2025-07-06,2025-07,SUP029,FWD427,着色系列,2863,51.3,146871.9,2025-08-13,2025-08-24,待发货,1
PO02302,2025-06-17,2025-06,SUP013,FWD2205G,虹彩系列,3569,28.69,102385.69,2025-08-12,2025-08-08,已收货,18
PO02303,2025-09-24,2025-09,SUP009,FWD224,虹彩系列,741,25.59,18964.97,2025-12-08,2025-12-18,已收货,0
PO02304,2025-11-27,2025-11,SUP024,FWD6006,超白系列,4426,30.42,134638.92,2025-12-28,2026-01-12,待发货,21
PO02305,2025-09-28,2025-09,SUP003,FWD413,着色系列,4954,46.8,231847.2,2025-10-24,2025-11-02,已收货,9
PO02306,2025-01-02,2025-01,SUP010,FWD6163,超白系列,3144,30.09,94614.75,2025-02-11,2025-02-13,已收货,22
PO02307,2024-11-04,2024-11,SUP048,FWD6018T,超白系列,4872,28.12,137025.0,2024-12-03,2024-12-13,已收货,34
PO02308,2025-11-22,2025-11,SUP030,FWD427,着色系列,3696,45.9,169646.4,2026-02-02,2026-02-09,在途,34
PO02309,2025-11-06,2025-11,SUP046,FWD6602,磁性珠光,162,117.0,18954.0,2025-12-21,2025-12-25,已收货,0
PO02310,2025-07-25,2025-07,SUP017,FWD151WR,耐候系列,2795,39.6,110682.0,2025-09-26,2025-09-29,待发货,12
PO02311,2025-03-15,2025-03,SUP010,FWD534,金属彩光系列,293,28.56,8368.08,2025-05-02,2025-04-27,在途,2
PO02312,2024-11-10,2024-11,SUP008,FWD6502A,水晶系列,4736,42.49,201220.8,2025-02-03,2025-02-16,待发货,44
PO02313,2025-05-05,2025-05,SUP005,FWD502,金属彩光系列,4934,25.5,125817.0,2025-05-25,2025-05-26,已收货,48
PO02314,2024-10-17,2024-10,SUP019,FWD6009,超白系列,1889,34.76,65666.36,2024-12-04,2024-12-01,待发货,17
PO02315,2024-11-25,2024-11,SUP058,FWD302WR,耐候系列,4940,65.47,323446.5,2024-12-18,2024-12-19,已收货,40
PO02316,2025-03-01,2025-03,SUP004,FWD6205,水晶系列,4781,47.02,224826.52,2025-05-12,2025-05-16,已收货,15
PO02317,2025-11-28,2025-11,SUP038,FWD323WR,耐候系列,893,74.25,66305.25,2026-01-02,2026-01-02,待发货,8
PO02318,2025-08-01,2025-08,SUP042,FWD7352,其他,2401,51.3,123171.3,2025-09-02,2025-09-05,已收货,13
PO02319,2024-11-22,2024-11,SUP018,FWD506,金属彩光系列,3446,22.89,78878.94,2025-01-23,2025-01-19,待发货,33
PO02320,2025-10-11,2025-10,SUP033,FWD225WR,耐候系列,2005,60.08,120450.38,2025-11-08,2025-11-06,已收货,15
PO02321,2024-10-24,2024-10,SUP016,FWDV040,玻璃包银系列,2510,4596.86,11538124.88,2024-12-17,2024-12-27,在途,5
PO02322,2024-12-14,2024-12,SUP009,FWD6300T,水晶系列,1100,68.21,75033.75,2025-02-08,2025-02-14,待发货,3
PO02323,2025-06-12,2025-06,SUP034,FWD235WR,耐候系列,2019,63.45,128105.55,2025-07-06,2025-07-03,已收货,13
PO02324,2025-02-26,2025-02,SUP018,FWD303WR,耐候系列,3463,74.25,257127.75,2025-04-16,2025-04-26,已收货,12
PO02325,2024-12-22,2024-12,SUP054,FWD3302,金色系列,582,31.5,18333.0,2025-01-12,2025-01-26,已收货,2
PO02326,2025-06-25,2025-06,SUP034,FWD402,着色系列,906,33.66,30495.96,2025-08-21,2025-08-18,已收货,0
PO02327,2024-11-10,2024-11,SUP048,FWD211,虹彩系列,1178,25.59,30149.44,2025-01-12,2025-01-18,已收货,5
PO02328,2025-08-26,2025-08,SUP038,FWD6603B,磁性珠光,4272,168.75,720900.0,2025-11-23,2025-11-18,已收货,17
PO02329,2024-10-18,2024-10,SUP015,FWD413,着色系列,2085,42.75,89133.75,2024-11-15,2024-11-12,在途,15
PO02330,2025-11-13,2025-11,SUP026,FWD219,虹彩系列,1270,27.84,35361.56,2026-01-16,2026-01-28,待发货,2
PO02331,2025-05-17,2025-05,SUP033,BHC89233BR,着色变色龙,2349,416.25,977771.25,2025-08-10,2025-08-19,已收货,17
PO02332,2024-11-28,2024-11,SUP043,HC010AS,云母粉,1980,17.62,34897.5,2025-01-06,2025-01-15,已收货,11
PO02333,2024-11-01,2024-11,SUP041,FWD8503WR,耐候系列,2005,155.25,311276.25,2024-12-17,2024-12-29,已收货,5
PO02334,2025-06-06,2025-06,SUP045,FWD552,金属彩光系列,1031,23.85,24589.35,2025-07-02,2025-07-06,待发货,2
PO02335,2025-02-21,2025-02,SUP049,FWD6303A,水晶系列,2017,35.48,71553.07,2025-03-18,2025-03-22,已收货,12
PO02336,2025-07-15,2025-07,SUP037,FWD6502,水晶系列,1301,44.96,58496.21,2025-10-05,2025-10-13,已收货,4
PO02337,2025-07-27,2025-07,SUP027,FWD123,银白系列,849,23.18,19675.58,2025-08-12,2025-08-23,待发货,3
PO02338,2025-01-09,2025-01,SUP040,FWD110,银白系列,601,18.83,11318.33,2025-03-10,2025-03-16,已收货,5
PO02339,2024-11-07,2024-11,SUP025,FWD506,金属彩光系列,315,20.58,6482.7,2024-11-26,2024-12-03,已收货,3
PO02340,2024-10-13,2024-10,SUP018,FWD6601,磁性珠光,3392,114.75,389232.0,2024-11-09,2024-11-17,已收货,8
PO02341,2025-10-21,2025-10,SUP020,FWD7365,其他,4103,40.05,164325.15,2025-11-07,2025-11-18,已收货,32
PO02342,2024-11-18,2024-11,SUP015,BHC9234BOH,化妆品系列,3321,169.95,564403.95,2025-01-20,2025-01-23,已收货,16
PO02343,2024-10-11,2024-10,SUP020,FWD323WR,耐候系列,1264,74.93,94705.2,2024-12-11,2024-12-21,在途,2
PO02344,2024-11-26,2024-11,SUP042,BHC9233POH,化妆品系列,3458,183.15,633332.7,2025-01-07,2025-01-14,已收货,1
PO02345,2025-09-19,2025-09,SUP018,FWD151WR,耐候系列,162,51.3,8310.6,2025-10-12,2025-10-25,已收货,0
PO02346,2025-05-24,2025-05,SUP002,FWD530,金属彩光系列,659,28.56,18821.04,2025-06-27,2025-06-24,在途,0
PO02347,2025-09-26,2025-09,SUP016,FWD205WR,耐候系列,4417,76.27,336906.67,2025-11-28,2025-12-07,已收货,6
PO02348,2025-09-18,2025-09,SUP023,BHC89233BR,着色变色龙,4818,341.25,1644142.5,2025-11-17,2025-11-28,已收货,46
PO02349,2025-09-25,2025-09,SUP056,FWDD10A,钻石系列,4043,64.5,260773.5,2025-10-15,2025-10-21,在途,5
PO02350,2025-11-26,2025-11,SUP023,FWD223WR,耐候系列,2702,65.47,176913.45,2025-12-30,2026-01-06,已收货,3
PO02351,2025-08-14,2025-08,SUP007,FWD6603,磁性珠光,3292,183.75,604905.0,2025-10-07,2025-10-12,在途,7
PO02352,2024-11-27,2024-11,SUP002,FWD413,着色系列,419,50.85,21306.15,2024-12-26,2024-12-24,待发货,0
PO02353,2025-09-11,2025-09,SUP037,BHC9230YBH,化妆品系列,1670,178.2,297594.0,2025-12-01,2025-12-09,在途,5
PO02354,2025-10-14,2025-10,SUP030,FWD5800,钻石系列,2877,90.11,259253.66,2025-11-20,2025-11-28,已收货,11
PO02355,2024-10-23,2024-10,SUP039,FWD522,金属彩光系列,2944,28.31,83329.92,2024-12-06,2024-12-21,待发货,20
PO02356,2025-02-18,2025-02,SUP028,FWD7331,其他,3522,71.78,252791.55,2025-03-10,2025-03-25,待发货,12
PO02357,2025-10-01,2025-10,SUP011,FWD3502,金属彩光系列,2395,29.07,69622.65,2025-11-16,2025-11-29,待发货,21
PO02358,2025-11-16,2025-11,SUP056,FWD5870D,钻石系列,1876,120.15,225401.4,2026-02-07,2026-02-05,已收货,2
PO02359,2025-09-08,2025-09,SUP001,BHC9325BR,玻璃变色龙,4730,412.5,1951125.0,2025-10-20,2025-11-02,已收货,17
PO02360,2024-10-02,2024-10,SUP020,FWDV095,玻璃包银系列,3543,1524.75,5402189.25,2024-11-16,2024-11-29,已收货,6
PO02361,2025-02-02,2025-02,SUP010,FWD300WR,耐候系列,2826,72.23,204107.85,2025-03-31,2025-04-06,在途,17
PO02362,2025-05-02,2025-05,SUP010,FWD211,虹彩系列,2761,28.97,79982.72,2025-07-31,2025-08-09,待发货,18
PO02363,2024-10-09,2024-10,SUP005,FWD525,金属彩光系列,3335,26.27,87593.78,2024-12-12,2024-12-26,待发货,7
PO02364,2025-06-25,2025-06,SUP034,FWD7365,其他,3540,49.95,176823.0,2025-08-02,2025-08-14,已收货,24
PO02365,2024-12-14,2024-12,SUP013,FWD211WR,耐候系列,751,65.47,49171.72,2025-03-13,2025-03-20,在途,7
PO02366,2024-11-15,2024-11,SUP046,FWDD28L,钻石系列,1617,216.3,349757.1,2025-01-26,2025-02-08,已收货,5
PO02367,2025-09-13,2025-09,SUP041,FWD5894,钻石系列,2328,198.75,462690.0,2025-10-09,2025-10-23,在途,17
PO02368,2025-06-24,2025-06,SUP017,FWD6885,水晶系列,888,43.73,38827.8,2025-07-19,2025-07-24,已收货,7
PO02369,2025-10-27,2025-10,SUP035,FWD201,虹彩系列,3062,24.19,74062.12,2026-01-09,2026-01-19,已收货,29
PO02370,2025-03-02,2025-03,SUP054,FWD235WR,耐候系列,1435,62.78,90082.13,2025-04-26,2025-05-08,已收货,8
PO02371,2025-09-26,2025-09,SUP038,HC010AS,云母粉,3257,18.38,59847.38,2025-12-17,2025-12-23,已收货,6
PO02372,2025-01-19,2025-01,SUP004,BHC9237GRH,化妆品系列,1745,166.65,290804.25,2025-02-16,2025-02-25,已收货,2
PO02373,2025-02-06,2025-02,SUP040,FWD3302,金色系列,2072,26.16,54195.75,2025-02-22,2025-03-06,已收货,6
PO02374,2025-06-24,2025-06,SUP020,BHC9326BM ,玻璃变色龙,715,16.95,12119.25,2025-07-30,2025-07-25,已收货,6
PO02375,2024-12-10,2024-12,SUP013,HC010AS,云母粉,3683,19.88,73199.62,2025-02-22,2025-02-28,在途,11
PO02376,2025-01-14,2025-01,SUP033,FWDV020,玻璃包银系列,1961,6120.3,12001908.3,2025-02-17,2025-03-02,已收货,7
PO02377,2025-02-11,2025-02,SUP019,FWDD21L,钻石系列,3350,220.5,738675.0,2025-04-03,2025-04-05,已收货,4
PO02378,2025-09-02,2025-09,SUP025,FWDD10M,钻石系列,2524,102.6,258962.4,2025-12-01,2025-12-13,在途,3
PO02379,2025-05-15,2025-05,SUP001,FWD231,虹彩系列,3968,28.69,113832.0,2025-06-22,2025-07-05,待发货,4
PO02380,2025-09-28,2025-09,SUP027,FWDV040B,玻璃包银系列,2384,4255.88,10146006.0,2025-12-24,2025-12-21,在途,0
PO02381,2025-07-19,2025-07,SUP014,FWD401,着色系列,859,35.64,30614.76,2025-09-18,2025-09-24,在途,2
PO02382,2025-03-16,2025-03,SUP047,FWD408,着色系列,664,39.15,25995.6,2025-05-19,2025-06-03,待发货,0
PO02383,2024-12-17,2024-12,SUP056,FWDD29X,钻石系列,3816,283.5,1081836.0,2025-01-03,2025-01-16,已收货,23
PO02384,2024-10-01,2024-10,SUP023,FWD6881,水晶系列,2539,38.36,97402.39,2024-10-22,2024-10-30,在途,21
PO02385,2025-01-02,2025-01,SUP028,FWD502WR,耐候系列,1381,67.5,93217.5,2025-03-04,2025-03-03,已收货,0
PO02386,2024-12-04,2024-12,SUP053,FWDD29L,钻石系列,4529,267.75,1212639.75,2025-02-13,2025-02-25,已收货,36
PO02387,2025-09-01,2025-09,SUP048,FWD530,金属彩光系列,3864,21.93,84737.52,2025-10-26,2025-10-28,在途,25
PO02388,2025-09-24,2025-09,SUP054,FWD522WR,耐候系列,1613,57.38,92545.88,2025-10-11,2025-10-12,已收货,8
PO02389,2025-06-20,2025-06,SUP058,FWD416,着色系列,1963,46.8,91868.4,2025-07-28,2025-08-07,已收货,13
PO02390,2025-05-16,2025-05,SUP021,FWD5871C,钻石系列,3278,216.45,709523.1,2025-07-03,2025-07-04,已收货,17
PO02391,2024-11-25,2024-11,SUP042,FWDV080B,玻璃包银系列,2417,2855.25,6901139.25,2025-01-15,2025-01-27,待发货,16
PO02392,2025-06-24,2025-06,SUP056,FWDV080,玻璃包银系列,3715,3643.2,13534488.0,2025-07-12,2025-07-27,已收货,27
PO02393,2025-10-12,2025-10,SUP026,FWDD23X,钻石系列,3696,189.38,699930.0,2026-01-01,2026-01-05,已收货,5
PO02394,2025-10-23,2025-10,SUP037,FWD505,金属彩光系列,2369,22.7,53764.46,2026-01-19,2026-01-21,已收货,12
PO02395,2025-06-22,2025-06,SUP023,BHC89235G,着色变色龙,3075,330.0,1014750.0,2025-07-22,2025-07-21,已收货,21
PO02396,2025-06-16,2025-06,SUP030,FWDD25M,钻石系列,983,184.8,181658.4,2025-07-26,2025-08-05,待发货,6
PO02397,2025-01-09,2025-01,SUP031,FWD6504,水晶系列,2431,65.03,158075.78,2025-01-31,2025-02-10,在途,9
PO02398,2025-05-14,2025-05,SUP002,FWD500WR,耐候系列,733,76.95,56404.35,2025-06-22,2025-06-23,已收货,7
PO02399,2025-11-25,2025-11,SUP027,FWDV550,玻璃包银系列,4085,1090.58,4454998.88,2025-12-31,2025-12-27,在途,34
PO02400,2025-06-26,2025-06,SUP051,FWD5872A,钻石系列,3688,220.5,813204.0,2025-09-14,2025-09-18,已收货,0
PO02401,2025-03-22,2025-03,SUP019,FWDD23M,钻石系列,3955,212.1,838855.5,2025-04-08,2025-04-15,已收货,9
