wo_id,month,sku,component,plan_usage_kg,actual_usage_kg,unit_cost_rmb,variance_pct
WO01914,2024-10,FWD6502A,合成云母,3.0097,2.9811,46.9,0.05
WO01401,2025-04,FWD221,钛白粉,4.7504,4.7052,57.15,0.15
WO01401,2025-04,FWD221,包装材料,8.288,8.0512,51.46,0.08
WO01401,2025-04,FWD221,珠光粉基材,3.0827,2.9653,73.51,0.04
WO00872,2025-05,FWD6005,合成云母,3.732,3.6254,9.81,0.04
WO00872,2025-05,FWD6005,色料,6.9111,6.3845,17.31,0.04
WO00872,2025-05,FWD6005,包装材料,4.7687,4.5416,76.47,-0.05
WO01328,2025-09,FWD111M,分散剂,8.0174,8.0937,50.82,-0.08
WO01328,2025-09,FWD111M,云母粉,1.3744,1.4268,19.51,0.11
WO01328,2025-09,FWD111M,包装材料,7.2729,7.55,52.21,0.02
WO01328,2025-09,FWD111M,钛白粉,2.0616,2.1009,56.94,0.12
WO00739,2025-02,BHC9234BOH,合成云母,9.5844,9.3106,17.07,0.07
WO00739,2025-02,BHC9234BOH,色料,4.0761,4.2314,30.98,0.11
WO00739,2025-02,BHC9234BOH,珠光粉基材,4.5168,4.1727,35.15,0.15
WO00739,2025-02,BHC9234BOH,包装材料,3.1397,3.0799,29.42,-0.09
WO00344,2025-08,FWD153,分散剂,0.5447,0.5343,8.93,-0.05
WO00344,2025-08,FWD153,云母粉,1.3783,1.2864,50.1,0.11
WO00344,2025-08,FWD153,合成云母,1.0069,0.9493,19.94,-0.09
WO01060,2025-05,FWD303WR,包装材料,8.1059,7.8743,38.82,0.0
WO01060,2025-05,FWD303WR,分散剂,12.1589,12.6221,27.44,0.07
WO01060,2025-05,FWD303WR,珠光粉基材,7.2486,6.9724,28.96,0.0
WO00790,2025-03,FWD219WR,分散剂,4.0442,3.8517,76.39,0.12
WO00790,2025-03,FWD219WR,包装材料,2.0357,2.0939,8.86,0.11
WO02078,2024-10,FWD525,包装材料,6.8161,6.4266,55.12,-0.03
WO02078,2024-10,FWD525,色料,1.8875,1.8875,66.79,-0.06
WO02078,2024-10,FWD525,云母粉,5.3131,5.4649,69.22,0.06
WO01809,2025-02,FWD6882,珠光粉基材,5.2688,4.9677,27.35,-0.05
WO01809,2025-02,FWD6882,合成云母,4.8251,4.5953,11.14,0.0
WO01809,2025-02,FWD6882,分散剂,1.8579,1.7872,30.1,0.14
WO01809,2025-02,FWD6882,云母粉,2.0243,2.0629,38.56,0.0
WO00673,2025-07,FWD2205G,包装材料,0.4854,0.4392,42.69,0.13
WO00673,2025-07,FWD2205G,色料,0.5522,0.5522,73.14,0.04
WO00673,2025-07,FWD2205G,合成云母,0.2005,0.1986,72.14,0.01
WO01152,2025-10,FWD6504T,合成云母,5.0874,4.9421,14.9,-0.09
WO01152,2025-10,FWD6504T,云母粉,6.2303,6.2303,55.89,0.1
WO01152,2025-10,FWD6504T,分散剂,6.4515,6.6358,65.45,0.02
WO01152,2025-10,FWD6504T,色料,6.857,6.4652,66.83,-0.08
WO01795,2025-05,BHC9234BOH,合成云母,7.4727,6.761,77.55,-0.05
WO01795,2025-05,BHC9234BOH,分散剂,2.1979,2.0304,6.56,0.13
WO01938,2025-05,FWD235WR,分散剂,0.4624,0.4712,56.85,0.1
WO01938,2025-05,FWD235WR,包装材料,0.0763,0.0734,74.14,-0.08
WO01520,2025-10,FWD001,珠光粉基材,6.5786,6.516,30.25,-0.03
WO01520,2025-10,FWD001,合成云母,2.6314,2.5563,6.53,-0.08
WO01168,2025-08,FWD152,珠光粉基材,0.8741,0.8991,16.7,-0.05
WO01168,2025-08,FWD152,包装材料,5.0768,5.1735,48.4,0.07
WO00641,2025-07,FWD6003,珠光粉基材,4.2501,4.0882,6.14,0.04
WO00641,2025-07,FWD6003,色料,5.9623,5.5648,14.14,-0.04
WO00641,2025-07,FWD6003,合成云母,1.3453,1.2428,19.47,0.09
WO00685,2024-12,FWD6603B,色料,1.8965,1.9688,39.7,-0.09
WO00685,2024-12,FWD6603B,合成云母,14.5158,14.654,35.64,0.08
WO00685,2024-12,FWD6603B,钛白粉,13.9322,13.6668,28.44,0.02
WO02446,2025-02,FWD505,云母粉,7.7535,8.0489,60.45,0.01
WO02446,2025-02,FWD505,珠光粉基材,5.6029,5.3895,36.46,0.02
WO02446,2025-02,FWD505,合成云母,5.6595,5.2822,33.49,-0.05
WO02446,2025-02,FWD505,分散剂,0.4528,0.47,69.43,0.01
WO01772,2025-03,FWD400B,合成云母,3.0286,2.8556,12.3,0.13
WO01772,2025-03,FWD400B,珠光粉基材,1.6127,1.5666,11.67,0.06
WO02039,2025-11,FWD120,珠光粉基材,3.4382,3.3399,61.46,0.04
WO02039,2025-11,FWD120,合成云母,1.4735,1.3332,38.24,-0.04
WO00747,2024-10,FWD6500,包装材料,0.4884,0.4884,39.35,0.09
WO00747,2024-10,FWD6500,珠光粉基材,8.2148,8.4495,10.47,-0.09
WO00747,2024-10,FWD6500,色料,2.3534,2.3086,56.93,0.04
WO02049,2025-03,FWD304,珠光粉基材,10.4898,9.5907,29.93,-0.03
WO02049,2025-03,FWD304,钛白粉,8.9453,8.3489,29.3,-0.07
WO02049,2025-03,FWD304,色料,1.4802,1.4661,54.84,-0.1
WO02049,2025-03,FWD304,包装材料,4.6979,4.7874,8.15,0.1
WO02101,2025-11,FWDV095B,合成云母,10.2824,10.3804,77.44,-0.02
WO02101,2025-11,FWDV095B,云母粉,8.5256,8.7692,39.51,-0.06
WO02101,2025-11,FWDV095B,珠光粉基材,3.0486,3.1647,32.12,0.02
WO02101,2025-11,FWDV095B,色料,8.0089,8.0852,18.66,-0.01
WO00950,2025-06,FWD535,分散剂,1.4351,1.3258,78.78,0.1
WO00950,2025-06,FWD535,包装材料,3.5034,3.5702,29.6,0.06
WO00950,2025-06,FWD535,钛白粉,1.5618,1.4874,16.16,0.14
WO00950,2025-06,FWD535,云母粉,5.6139,5.4535,22.2,0.02
WO00273,2025-08,FWD289,包装材料,4.5281,4.6143,16.12,0.13
WO00273,2025-08,FWD289,合成云母,2.6833,2.6066,13.89,0.02
WO00001,2025-11,FWDV060,珠光粉基材,1.0206,0.9234,75.54,0.1
WO00001,2025-11,FWDV060,分散剂,5.6133,5.3995,29.89,-0.03
WO00001,2025-11,FWDV060,色料,1.8711,1.782,64.87,0.08
WO00001,2025-11,FWDV060,合成云母,4.8053,4.5765,76.5,0.1
WO00165,2025-09,FWD219WR,包装材料,5.2744,5.4251,69.65,0.1
WO00165,2025-09,FWD219WR,珠光粉基材,2.4174,2.2102,26.79,0.12
WO01619,2025-03,FWD424,珠光粉基材,3.463,3.2651,30.94,0.11
WO01619,2025-03,FWD424,钛白粉,1.35,1.4014,25.49,0.01
WO01619,2025-03,FWD424,合成云母,3.9326,3.8951,78.73,0.07
WO00415,2024-10,FWD505,色料,0.4452,0.4198,27.86,-0.08
WO00415,2024-10,FWD505,钛白粉,0.3008,0.2779,58.79,-0.08
WO00415,2024-10,FWD505,珠光粉基材,0.8904,0.8311,51.19,-0.04
WO00415,2024-10,FWD505,合成云母,0.4452,0.4537,60.56,0.0
WO00664,2024-10,FWD231WR,合成云母,0.8335,0.8494,26.11,0.07
WO00664,2024-10,FWD231WR,包装材料,2.3523,2.4643,24.05,0.03
WO00664,2024-10,FWD231WR,云母粉,2.093,2.1129,64.65,0.1
WO00484,2025-11,FWD6504,珠光粉基材,5.4043,5.3013,68.04,-0.09
WO00484,2025-11,FWD6504,分散剂,7.4706,6.9014,37.39,-0.07
WO00098,2025-09,FWD6002A,包装材料,3.9406,3.9406,78.81,0.05
WO00098,2025-09,FWD6002A,云母粉,8.055,7.2878,74.88,0.14
WO01128,2025-04,FWD6603,合成云母,0.6659,0.6849,46.82,-0.06
WO01128,2025-04,FWD6603,色料,7.6358,7.8539,17.69,0.12
WO01128,2025-04,FWD6603,包装材料,7.547,7.9064,32.66,-0.01
WO01958,2025-07,FWD123,分散剂,1.4402,1.3579,65.85,0.12
WO01958,2025-07,FWD123,珠光粉基材,2.1763,2.2177,6.97,0.03
WO01958,2025-07,FWD123,包装材料,3.7445,3.5662,59.21,0.1
WO01470,2025-09,FWD123T,分散剂,2.5963,2.4727,23.97,0.1
WO01470,2025-09,FWD123T,合成云母,9.4412,8.542,28.66,0.03
WO01470,2025-09,FWD123T,包装材料,4.1699,4.011,34.07,0.01
WO02133,2024-11,FWD6501,分散剂,6.8418,6.3205,34.08,-0.07
WO02133,2024-11,FWD6501,钛白粉,6.1956,6.1956,14.74,0.13
WO02133,2024-11,FWD6501,色料,6.8038,6.2206,46.47,-0.0
WO00195,2025-08,FWD320,云母粉,2.6084,2.6333,9.92,-0.07
WO00195,2025-08,FWD320,包装材料,1.6367,1.4964,18.63,-0.06
WO02353,2025-07,FWDD25M,钛白粉,1.4821,1.4821,52.09,0.12
WO02353,2025-07,FWDD25M,色料,0.988,0.9034,73.27,0.08
WO02353,2025-07,FWDD25M,珠光粉基材,1.3536,1.2892,72.81,-0.05
WO00211,2025-03,BHC9233POH,色料,0.7767,0.7027,39.52,0.14
WO00211,2025-03,BHC9233POH,珠光粉基材,0.6669,0.6542,62.24,-0.08
WO00497,2024-10,FWD7305,合成云母,3.8977,3.7493,28.66,-0.08
WO00497,2024-10,FWD7305,包装材料,1.5528,1.4492,64.11,0.01
WO00023,2025-01,FWD152WR,合成云母,6.4044,5.9164,45.46,0.08
WO00023,2025-01,FWD152WR,珠光粉基材,2.5229,2.3307,6.28,0.09
WO01701,2024-10,FWD7305,钛白粉,0.7302,0.7232,66.03,-0.08
WO01701,2024-10,FWD7305,云母粉,0.7686,0.7466,38.18,-0.07
WO01701,2024-10,FWD7305,色料,6.4947,5.938,37.27,0.09
WO01701,2024-10,FWD7305,珠光粉基材,2.7285,2.8065,75.8,-0.08
WO01167,2025-03,FWD6601A,珠光粉基材,2.7225,2.8263,43.61,-0.05
WO01167,2025-03,FWD6601A,合成云母,1.9628,1.8693,69.15,0.0
WO00576,2025-09,FWD6205,色料,6.5171,6.3309,46.82,-0.05
WO00576,2025-09,FWD6205,钛白粉,2.154,2.1335,48.94,-0.03
WO00576,2025-09,FWD6205,云母粉,9.4996,9.4091,36.74,-0.02
WO00576,2025-09,FWD6205,合成云母,3.8661,3.6084,79.89,-0.06
WO00874,2025-04,FWD5800D,钛白粉,1.4764,1.5045,69.92,-0.04
WO00874,2025-04,FWD5800D,包装材料,2.1974,2.1347,60.92,0.02
WO01245,2024-11,FWD101WR,包装材料,5.8162,5.8162,71.77,0.06
WO01245,2024-11,FWD101WR,钛白粉,10.5418,10.1402,50.34,0.01
WO00340,2024-12,FWD5870D,分散剂,2.1252,2.1252,66.74,0.01
WO00340,2024-12,FWD5870D,包装材料,0.686,0.6468,36.56,-0.08
WO00340,2024-12,FWD5870D,云母粉,1.5468,1.5026,43.23,0.04
WO00340,2024-12,FWD5870D,钛白粉,1.2509,1.1794,20.28,0.03
WO01881,2025-05,FWD6810,色料,8.3264,7.6127,47.14,0.0
WO01881,2025-05,FWD6810,钛白粉,3.9062,3.7202,15.55,-0.02
WO01240,2025-03,FWD225,分散剂,5.3167,4.9622,65.93,-0.1
WO01240,2025-03,FWD225,珠光粉基材,1.2388,1.1916,57.17,0.04
WO01337,2025-07,FWDD10L,分散剂,7.3975,7.1861,56.89,0.06
WO01337,2025-07,FWDD10L,云母粉,2.2603,2.0666,39.66,-0.0
WO01337,2025-07,FWDD10L,珠光粉基材,4.1919,4.152,34.94,0.06
WO01337,2025-07,FWDD10L,合成云母,4.0686,3.9911,65.73,-0.04
WO01704,2025-10,FWD425,色料,5.8815,6.0495,42.35,-0.04
WO01704,2025-10,FWD425,珠光粉基材,8.7925,8.7088,26.73,0.06
WO01704,2025-10,FWD425,分散剂,5.6439,5.8589,78.84,0.05
WO02358,2025-06,FWD415Y,色料,2.6131,2.3891,64.97,0.07
WO02358,2025-06,FWD415Y,合成云母,3.1002,2.9231,49.02,-0.08
WO00042,2025-11,FWD6602E,色料,0.4498,0.4498,29.79,0.09
WO00042,2025-11,FWD6602E,包装材料,0.3708,0.339,28.84,0.0
WO00042,2025-11,FWD6602E,钛白粉,0.6524,0.6524,75.23,0.1
WO00042,2025-11,FWD6602E,分散剂,0.1614,0.1506,76.61,-0.02
WO00241,2025-09,FWD6601,包装材料,5.8879,5.8319,16.43,-0.03
WO00241,2025-09,FWD6601,色料,2.1629,2.2041,17.07,0.06
WO00241,2025-09,FWD6601,合成云母,5.7077,5.6533,42.84,-0.02
WO01637,2025-10,BHC9227GOH,色料,12.6143,12.6143,35.33,0.09
WO01637,2025-10,BHC9227GOH,合成云母,12.7672,12.0377,16.95,-0.07
WO01637,2025-10,BHC9227GOH,分散剂,12.7672,12.0377,31.95,0.06
WO01637,2025-10,BHC9227GOH,钛白粉,1.3761,1.4023,62.15,-0.03
WO01605,2025-07,FWD123,珠光粉基材,7.1429,6.7347,35.68,-0.09
WO01605,2025-07,FWD123,色料,5.1021,4.9563,54.94,0.07
WO01605,2025-07,FWD123,分散剂,5.7256,5.7802,34.28,0.04
WO01605,2025-07,FWD123,钛白粉,4.3084,4.3494,33.63,0.09
WO00272,2025-06,FWD6840,色料,1.3891,1.3759,41.5,0.06
WO00272,2025-06,FWD6840,珠光粉基材,1.4873,1.4448,59.32,0.13
WO00272,2025-06,FWD6840,合成云母,0.385,0.3557,19.6,0.04
WO00022,2024-11,FWD205A,分散剂,4.3148,4.2326,50.67,-0.0
WO00022,2024-11,FWD205A,钛白粉,3.0139,2.9852,66.36,0.09
WO00022,2024-11,FWD205A,珠光粉基材,0.3903,0.3531,53.85,0.05
WO00022,2024-11,FWD205A,色料,1.8647,1.8469,20.56,0.14
WO01974,2025-01,FWDV080,包装材料,3.7743,3.9181,46.46,-0.05
WO01974,2025-01,FWDV080,合成云母,6.8012,7.0603,39.0,0.05
WO01974,2025-01,FWDV080,钛白粉,6.166,5.9898,49.92,-0.04
WO01974,2025-01,FWDV080,分散剂,5.0823,4.937,65.99,-0.09
WO01092,2025-03,FWD152,色料,2.4649,2.2771,39.66,-0.09
WO01092,2025-03,FWD152,合成云母,0.6507,0.6569,59.46,0.01
WO01671,2025-08,FWD6005T,分散剂,4.9256,4.8787,7.39,0.02
WO01671,2025-08,FWD6005T,云母粉,2.0646,1.9663,75.05,0.07
WO00314,2024-10,FWD219,色料,2.1459,2.0642,35.64,-0.06
WO00314,2024-10,FWD219,包装材料,4.0344,4.2265,75.99,-0.05
WO00732,2025-10,FWD6910,包装材料,2.7766,2.7501,13.5,0.15
WO00732,2025-10,FWD6910,色料,4.6058,4.2549,25.66,0.02
WO00732,2025-10,FWD6910,分散剂,5.5858,5.7986,73.13,0.1
WO00055,2025-03,FWD415Y,钛白粉,2.9213,2.81,72.13,-0.04
WO00055,2025-03,FWD415Y,分散剂,3.9925,4.1446,41.23,-0.03
WO00233,2025-05,FWDV095,分散剂,2.24,2.1546,76.27,-0.09
WO00233,2025-05,FWDV095,珠光粉基材,1.4818,1.4395,30.76,0.13
WO00233,2025-05,FWDV095,合成云母,5.3759,4.9151,11.67,0.14
WO00695,2025-02,FWD306,分散剂,0.506,0.4674,13.0,-0.06
WO00695,2025-02,FWD306,合成云母,0.9095,0.8749,45.49,-0.01
WO00695,2025-02,FWD306,钛白粉,0.8711,0.8213,60.2,-0.09
WO01393,2025-10,FWD503,合成云母,4.4393,4.5239,77.59,-0.02
WO01393,2025-10,FWD503,钛白粉,2.9247,2.8133,45.6,0.02
WO01393,2025-10,FWD503,分散剂,4.1782,4.3373,65.55,-0.1
WO01393,2025-10,FWD503,包装材料,2.7941,2.6611,38.57,0.07
WO01300,2024-10,BHC9321RY,分散剂,0.5887,0.5831,21.71,0.02
WO01300,2024-10,BHC9321RY,珠光粉基材,0.1855,0.1943,64.57,0.05
WO01982,2024-11,FWD6501,分散剂,3.9744,4.0879,76.36,0.12
WO01982,2024-11,FWD6501,合成云母,5.1923,5.1429,46.98,0.06
WO01982,2024-11,FWD6501,云母粉,0.4487,0.4487,56.18,0.1
WO01982,2024-11,FWD6501,色料,6.7308,6.282,12.62,0.09
WO01730,2025-08,FWDV040,珠光粉基材,1.8354,1.783,57.57,-0.06
WO01730,2025-08,FWDV040,合成云母,13.1415,13.1415,47.9,0.1
WO01730,2025-08,FWDV040,云母粉,9.3972,9.3972,64.15,-0.07
WO01730,2025-08,FWDV040,分散剂,3.4506,3.4834,13.15,0.11
WO00692,2025-01,FWD301,分散剂,9.9015,10.0901,27.81,-0.01
WO00692,2025-01,FWD301,钛白粉,2.5971,2.4734,16.52,0.15
WO00692,2025-01,FWD301,珠光粉基材,3.1382,2.8692,18.44,0.01
WO00692,2025-01,FWD301,色料,3.1382,2.9589,9.32,-0.02
WO01237,2024-12,FWD323WR,包装材料,10.6879,10.9933,40.51,-0.04
WO01237,2024-12,FWD323WR,色料,10.2529,9.5694,72.36,-0.05
WO01237,2024-12,FWD323WR,钛白粉,11.5579,11.5579,41.17,-0.08
WO01237,2024-12,FWD323WR,分散剂,2.7341,2.63,47.78,0.14
WO02305,2025-07,BHC89234BG,珠光粉基材,8.553,8.4715,74.84,-0.08
WO02305,2025-07,BHC89234BG,合成云母,1.733,1.8155,23.79,0.12
WO01497,2025-04,FWD425B,包装材料,0.8565,0.8402,59.96,-0.07
WO01497,2025-04,FWD425B,云母粉,1.2562,1.2562,67.7,0.07
WO01497,2025-04,FWD425B,钛白粉,5.453,5.453,68.92,-0.08
WO00781,2025-10,FWD6501,珠光粉基材,0.6494,0.6185,70.41,-0.02
WO00781,2025-10,FWD6501,钛白粉,1.0823,1.0617,21.35,0.02
WO00781,2025-10,FWD6501,云母粉,1.1725,1.0944,30.16,-0.1
WO00781,2025-10,FWD6501,色料,1.858,1.9111,27.52,0.12
WO02365,2024-12,FWD427,珠光粉基材,1.3329,1.3202,53.07,-0.02
WO02365,2024-12,FWD427,色料,5.3315,5.0776,13.37,-0.08
WO02365,2024-12,FWD427,云母粉,3.0292,3.1158,18.68,0.11
WO00923,2024-10,FWD534,分散剂,3.196,2.9829,76.13,0.05
WO00923,2024-10,FWD534,包装材料,4.9117,4.865,29.46,0.01
WO00923,2024-10,FWD534,云母粉,4.6426,4.4215,64.81,-0.03
WO00923,2024-10,FWD534,合成云母,6.1901,6.0133,78.36,0.09
WO01863,2025-04,FWD6504,云母粉,4.8385,4.8846,17.23,-0.04
WO01863,2025-04,FWD6504,合成云母,3.9198,3.6585,55.81,-0.0
WO02470,2024-12,FWD502WR,珠光粉基材,6.7145,6.3948,43.65,-0.06
WO02470,2024-12,FWD502WR,包装材料,3.3573,3.2294,17.55,0.1
WO02470,2024-12,FWD502WR,云母粉,9.848,10.2232,29.81,0.07
WO01594,2025-05,FWD355,分散剂,4.7991,4.7534,77.03,-0.02
WO01594,2025-05,FWD355,合成云母,2.2347,2.0644,19.72,-0.01
WO00604,2025-05,BHC9326BM ,包装材料,10.747,10.4399,49.83,-0.02
WO00604,2025-05,BHC9326BM ,合成云母,1.0207,1.0595,59.35,0.1
WO00604,2025-05,BHC9326BM ,钛白粉,4.2628,4.3034,66.0,0.0
WO00604,2025-05,BHC9326BM ,珠光粉基材,9.9064,10.3782,17.15,0.11
WO01542,2025-03,FWD6603B,分散剂,6.0245,6.254,42.6,0.12
WO01542,2025-03,FWD6603B,云母粉,5.8602,5.916,76.88,0.03
WO00292,2025-03,FWD6005T,珠光粉基材,15.1381,15.859,69.61,0.03
WO00292,2025-03,FWD6005T,云母粉,0.4731,0.4415,45.95,-0.04
WO00292,2025-03,FWD6005T,钛白粉,15.3747,15.3747,7.6,0.03
WO02356,2025-05,FWD6300,包装材料,2.8097,2.89,18.21,0.14
WO02356,2025-05,FWD6300,分散剂,1.7603,1.6597,20.41,-0.08
WO02356,2025-05,FWD6300,色料,4.1299,4.2873,64.71,0.01
WO02356,2025-05,FWD6300,珠光粉基材,2.7082,2.6308,19.07,0.03
WO00816,2025-09,FWD4002,珠光粉基材,2.7023,2.6765,19.61,0.04
WO00816,2025-09,FWD4002,包装材料,6.3663,6.3057,79.38,0.14
WO00816,2025-09,FWD4002,色料,7.0076,6.8073,60.74,0.1
WO01832,2025-09,FWD001,云母粉,1.7766,1.7597,34.26,-0.06
WO01832,2025-09,FWD001,分散剂,1.1844,1.128,10.87,-0.04
WO01832,2025-09,FWD001,包装材料,0.4195,0.4155,56.56,0.0
WO01832,2025-09,FWD001,色料,2.6156,2.4412,55.3,0.05
WO01462,2024-11,FWD235WR,色料,5.2715,4.9702,61.14,-0.04
WO01462,2024-11,FWD235WR,合成云母,3.4379,3.5034,69.57,-0.01
WO02260,2025-01,FWD6602,云母粉,13.4152,13.0319,60.87,0.12
WO02260,2025-01,FWD6602,珠光粉基材,6.3083,5.7076,79.41,0.1
WO02260,2025-01,FWD6602,色料,12.5368,12.1786,30.2,0.07
WO00467,2025-06,FWD403,云母粉,3.8248,3.8248,11.37,0.13
WO00467,2025-06,FWD403,合成云母,3.7034,3.6681,60.03,-0.05
WO01585,2025-07,FWD111MT,合成云母,5.5489,5.5489,49.13,0.13
WO01585,2025-07,FWD111MT,珠光粉基材,0.3923,0.3625,73.21,-0.02
WO01585,2025-07,FWD111MT,云母粉,9.6965,9.5118,32.26,-0.1
WO01585,2025-07,FWD111MT,包装材料,5.6609,5.8766,7.66,0.02
WO00731,2024-10,FWDV150B,钛白粉,1.2643,1.2282,49.65,-0.03
WO00731,2024-10,FWDV150B,包装材料,3.337,3.4642,29.54,-0.05
WO00731,2024-10,FWDV150B,珠光粉基材,2.8603,2.8876,6.87,-0.02
WO00171,2025-06,FWD123,包装材料,3.675,3.465,15.49,0.12
WO00171,2025-06,FWD123,珠光粉基材,1.0762,1.0045,6.84,-0.03
WO00171,2025-06,FWD123,钛白粉,4.725,4.59,15.85,-0.05
WO01663,2025-01,FWD525,包装材料,1.1612,1.1723,60.33,0.09
WO01663,2025-01,FWD525,分散剂,0.3024,0.2765,5.97,-0.06
WO01663,2025-01,FWD525,合成云母,1.2943,1.208,60.34,-0.09
WO01383,2025-03,FWD6504A,色料,4.2748,4.234,53.68,-0.08
WO01383,2025-03,FWD6504A,珠光粉基材,10.3816,10.6782,23.75,0.02
WO00939,2025-02,FWD303,珠光粉基材,10.9074,9.9725,42.31,0.13
WO00939,2025-02,FWD303,色料,3.9481,4.0609,8.48,0.01
WO00939,2025-02,FWD303,云母粉,5.8217,5.9881,39.81,0.12
WO00852,2025-02,FWD3502,分散剂,0.8887,0.8464,41.59,0.13
WO00852,2025-02,FWD3502,珠光粉基材,3.6104,3.3353,57.35,-0.1
WO00852,2025-02,FWD3502,包装材料,2.7495,2.6447,20.22,0.02
WO01427,2024-10,FWD308,钛白粉,2.526,2.3095,31.41,0.03
WO01427,2024-10,FWD308,云母粉,3.1383,2.959,7.75,-0.07
WO00177,2025-01,FWD123,云母粉,0.7299,0.6812,28.78,0.11
WO00177,2025-01,FWD123,分散剂,4.2505,4.291,6.92,-0.07
WO00177,2025-01,FWD123,色料,8.501,8.9058,60.79,-0.04
WO00362,2025-05,FWD403,钛白粉,2.6762,2.4468,54.67,0.13
WO00362,2025-05,FWD403,云母粉,3.6968,3.4152,47.64,0.1
WO01034,2025-06,FWD361,包装材料,10.1739,10.3677,76.44,0.0
WO01034,2025-06,FWD361,钛白粉,9.7478,9.3764,43.18,-0.06
WO01034,2025-06,FWD361,云母粉,1.0121,1.0313,33.08,0.11
WO01034,2025-06,FWD361,色料,1.7045,1.6234,49.96,0.01
WO02397,2025-11,FWDD27M,钛白粉,8.2557,8.4129,36.27,-0.08
WO02397,2025-11,FWDD27M,珠光粉基材,3.5753,3.7115,64.27,-0.05
WO02397,2025-11,FWDD27M,云母粉,10.4009,10.8962,67.15,0.06
WO02397,2025-11,FWDD27M,包装材料,10.9859,10.4628,10.44,0.1
WO00476,2025-03,FWD289,分散剂,12.3435,12.6962,62.78,0.09
WO00476,2025-03,FWD289,合成云母,11.2702,11.5922,79.01,0.08
WO00476,2025-03,FWD289,钛白粉,2.5492,2.4278,48.38,0.0
WO00476,2025-03,FWD289,云母粉,4.0922,4.0922,44.2,0.13
WO00662,2024-10,FWD303,分散剂,4.4918,4.2779,36.99,0.04
WO00662,2024-10,FWD303,云母粉,1.3475,1.3604,19.73,0.14
WO00662,2024-10,FWD303,合成云母,2.7767,2.8032,72.97,-0.03
WO00135,2025-09,FWDD27M,包装材料,3.5846,3.7553,7.53,0.0
WO00135,2025-09,FWDD27M,色料,2.0395,1.9035,46.57,0.11
WO00851,2025-11,FWDV155,云母粉,12.8885,13.134,50.18,-0.05
WO00851,2025-11,FWDV155,珠光粉基材,8.4143,7.9335,21.54,-0.06
WO00851,2025-11,FWDV155,分散剂,12.6882,11.4798,52.67,0.12
WO00851,2025-11,FWDV155,合成云母,12.4879,12.25,7.74,0.13
WO01343,2025-10,FWD506,云母粉,5.7606,5.4863,67.6,-0.01
WO01343,2025-10,FWD506,分散剂,6.4969,6.3113,40.12,0.1
WO01343,2025-10,FWD506,包装材料,6.7134,6.7774,55.4,-0.07
WO01343,2025-10,FWD506,珠光粉基材,3.5083,3.642,28.24,0.01
WO00227,2025-08,FWD3112,珠光粉基材,2.2491,2.1848,48.46,0.13
WO00227,2025-08,FWD3112,包装材料,2.4402,2.2078,17.9,0.06
WO00227,2025-08,FWD3112,云母粉,1.8816,1.9533,56.9,-0.05
WO01289,2025-03,FWD303,钛白粉,1.9223,1.8124,25.44,0.14
WO01289,2025-03,FWD303,合成云母,11.5335,11.9729,45.63,0.01
WO01289,2025-03,FWD303,包装材料,1.0212,1.0698,60.76,-0.01
WO02055,2024-12,FWD532,云母粉,3.6866,3.6515,72.93,0.1
WO02055,2024-12,FWD532,合成云母,5.2818,5.4327,61.34,0.06
WO02071,2025-07,FWD6002,云母粉,7.7594,7.8333,14.53,-0.02
WO02071,2025-07,FWD6002,色料,1.5519,1.4484,25.42,0.02
WO01423,2025-06,FWDV040,珠光粉基材,2.3765,2.1728,75.72,0.15
WO01423,2025-06,FWDV040,分散剂,5.1311,4.8868,38.9,0.02
WO01423,2025-06,FWDV040,云母粉,7.1836,6.5679,63.36,0.06
WO02379,2025-01,FWD123TS,包装材料,1.2004,1.1433,19.56,0.06
WO02379,2025-01,FWD123TS,色料,5.858,5.858,26.78,0.11
WO00729,2024-12,FWD221,珠光粉基材,0.3781,0.3889,38.91,0.12
WO00729,2024-12,FWD221,钛白粉,6.4271,6.1822,46.83,-0.1
WO00729,2024-12,FWD221,合成云母,11.783,11.1097,29.17,0.0
WO00722,2025-02,FWDD25L,钛白粉,5.9057,5.6245,7.88,0.09
WO00722,2025-02,FWDD25L,云母粉,5.1899,5.3876,28.73,-0.04
WO00722,2025-02,FWDD25L,珠光粉基材,0.8501,0.8825,18.95,0.0
WO00722,2025-02,FWDD25L,包装材料,1.3422,1.2911,28.7,-0.08
WO00840,2025-10,FWD7365,分散剂,11.9539,12.5231,43.32,0.08
WO00840,2025-10,FWD7365,云母粉,12.3591,12.7122,65.46,0.03
WO01056,2025-11,FWD7331,钛白粉,4.3193,4.3193,19.41,-0.08
WO01056,2025-11,FWD7331,珠光粉基材,3.8874,3.5912,13.8,-0.05
WO00588,2024-12,FWD173,分散剂,2.5016,2.4063,30.93,-0.1
WO00588,2024-12,FWD173,合成云母,3.1177,2.999,7.27,0.14
WO01475,2025-03,FWD3500,钛白粉,2.1067,2.0666,56.22,0.15
WO01475,2025-03,FWD3500,云母粉,5.1327,5.2305,56.51,-0.05
WO01475,2025-03,FWD3500,包装材料,1.0342,0.985,59.51,0.1
WO01475,2025-03,FWD3500,珠光粉基材,2.9111,3.022,57.68,-0.01
WO01659,2025-03,FWD6005,珠光粉基材,8.9909,8.2202,77.59,-0.09
WO01659,2025-03,FWD6005,云母粉,4.5195,4.6056,15.58,-0.03
