month,sku,category,base_price,observed_price,elasticity_coef,demand_index,competitor_price_index
2025-03,FWD504WR,耐候系列,90.0,89.1,-1.1,1.96,1.02
2025-04,FWD504WR,耐候系列,90.0,99.9,-2.37,1.52,0.84
2025-05,FWD504WR,耐候系列,90.0,91.8,-2.03,1.97,1.22
2025-06,FWD504WR,耐候系列,90.0,92.7,-0.58,1.87,0.82
2025-07,FWD504WR,耐候系列,90.0,103.5,-1.11,1.49,1.28
2025-08,FWD504WR,耐候系列,90.0,99.9,-2.55,0.8,1.15
2025-09,FWD504WR,耐候系列,90.0,85.5,-1.51,0.51,1.06
2025-10,FWD504WR,耐候系列,90.0,87.3,-2.32,1.62,0.86
2025-11,FWD504WR,耐候系列,90.0,92.7,-1.73,1.27,1.11
2024-10,FWD508WR,耐候系列,90.0,96.3,-2.43,1.88,0.94
2024-11,FWD508WR,耐候系列,90.0,99.0,-0.74,1.62,1.17
2024-12,FWD508WR,耐候系列,90.0,99.0,-1.57,1.22,1.24
2025-01,FWD508WR,耐候系列,90.0,76.5,-0.89,0.66,1.25
2025-02,FWD508WR,耐候系列,90.0,86.4,-2.18,0.57,1.19
2025-03,FWD508WR,耐候系列,90.0,79.2,-0.88,1.52,1.17
2025-04,FWD508WR,耐候系列,90.0,96.3,-0.8,1.82,0.87
2025-05,FWD508WR,耐候系列,90.0,95.4,-2.09,1.92,1.23
2025-06,FWD508WR,耐候系列,90.0,90.9,-1.72,0.66,1.19
2025-07,FWD508WR,耐候系列,90.0,80.1,-2.35,1.36,1.0
2025-08,FWD508WR,耐候系列,90.0,97.2,-2.39,1.84,0.8
2025-09,FWD508WR,耐候系列,90.0,80.1,-2.99,1.38,1.11
2025-10,FWD508WR,耐候系列,90.0,102.6,-0.55,1.91,1.13
2025-11,FWD508WR,耐候系列,90.0,81.9,-2.26,1.19,1.25
2024-10,FWD520WR,耐候系列,90.0,103.5,-1.35,0.96,0.86
2024-11,FWD520WR,耐候系列,90.0,88.2,-0.59,1.37,1.21
2024-12,FWD520WR,耐候系列,90.0,76.5,-1.14,1.46,1.26
2025-01,FWD520WR,耐候系列,90.0,80.1,-2.29,1.65,1.22
2025-02,FWD520WR,耐候系列,90.0,75.6,-0.52,1.09,1.27
2025-03,FWD520WR,耐候系列,90.0,81.0,-1.17,1.37,1.26
2025-04,FWD520WR,耐候系列,90.0,93.6,-2.48,0.99,1.11
2025-05,FWD520WR,耐候系列,90.0,92.7,-1.22,0.58,1.21
2025-06,FWD520WR,耐候系列,90.0,92.7,-1.24,1.14,1.05
2025-07,FWD520WR,耐候系列,90.0,90.0,-2.21,0.83,1.14
2025-08,FWD520WR,耐候系列,90.0,96.3,-2.18,1.7,0.84
2025-09,FWD520WR,耐候系列,90.0,82.8,-1.81,1.74,1.3
2025-10,FWD520WR,耐候系列,90.0,90.0,-1.31,1.93,0.91
2025-11,FWD520WR,耐候系列,90.0,95.4,-0.51,0.65,1.14
2024-10,FWD522WR,耐候系列,90.0,106.2,-1.84,0.64,1.26
2024-11,FWD522WR,耐候系列,90.0,79.2,-1.41,1.49,1.12
2024-12,FWD522WR,耐候系列,90.0,90.0,-2.99,0.83,1.09
2025-01,FWD522WR,耐候系列,90.0,79.2,-2.63,1.57,0.96
2025-02,FWD522WR,耐候系列,90.0,104.4,-2.97,1.11,1.09
2025-03,FWD522WR,耐候系列,90.0,106.2,-2.15,1.0,1.18
2025-04,FWD522WR,耐候系列,90.0,80.1,-1.18,1.65,1.28
2025-05,FWD522WR,耐候系列,90.0,96.3,-0.68,1.09,0.9
2025-06,FWD522WR,耐候系列,90.0,83.7,-1.85,1.51,0.97
2025-07,FWD522WR,耐候系列,90.0,94.5,-2.7,0.73,1.1
2025-08,FWD522WR,耐候系列,90.0,77.4,-2.87,0.69,0.93
2025-09,FWD522WR,耐候系列,90.0,82.8,-1.78,1.69,0.96
2025-10,FWD522WR,耐候系列,90.0,81.0,-2.92,1.04,0.98
2025-11,FWD522WR,耐候系列,90.0,107.1,-1.26,0.56,1.29
2024-10,FWD524WR,耐候系列,90.0,86.4,-2.91,1.21,0.84
2024-11,FWD524WR,耐候系列,90.0,82.8,-1.95,1.91,1.2
2024-12,FWD524WR,耐候系列,90.0,100.8,-1.59,1.7,0.86
2025-01,FWD524WR,耐候系列,90.0,91.8,-2.6,0.87,1.13
2025-02,FWD524WR,耐候系列,90.0,94.5,-2.77,1.22,1.17
2025-03,FWD524WR,耐候系列,90.0,102.6,-1.04,0.99,1.02
2025-04,FWD524WR,耐候系列,90.0,104.4,-1.99,0.75,0.87
2025-05,FWD524WR,耐候系列,90.0,95.4,-0.55,1.48,1.12
2025-06,FWD524WR,耐候系列,90.0,82.8,-2.09,1.13,1.15
2025-07,FWD524WR,耐候系列,90.0,72.0,-2.38,0.89,0.98
2025-08,FWD524WR,耐候系列,90.0,84.6,-0.97,1.0,0.86
2025-09,FWD524WR,耐候系列,90.0,97.2,-1.98,1.14,1.05
2025-10,FWD524WR,耐候系列,90.0,91.8,-1.78,1.7,0.96
2025-11,FWD524WR,耐候系列,90.0,80.1,-1.02,0.71,1.0
2024-10,FWD525WR,耐候系列,90.0,92.7,-0.53,1.4,0.93
2024-11,FWD525WR,耐候系列,90.0,72.9,-0.94,1.28,1.15
2024-12,FWD525WR,耐候系列,90.0,86.4,-0.94,1.07,1.13
2025-01,FWD525WR,耐候系列,90.0,77.4,-0.95,1.94,1.24
2025-02,FWD525WR,耐候系列,90.0,78.3,-1.59,1.53,0.87
2025-03,FWD525WR,耐候系列,90.0,85.5,-1.59,1.01,0.81
2025-04,FWD525WR,耐候系列,90.0,99.9,-2.74,0.56,1.12
2025-05,FWD525WR,耐候系列,90.0,72.9,-0.71,1.58,1.28
2025-06,FWD525WR,耐候系列,90.0,78.3,-1.3,0.58,1.09
2025-07,FWD525WR,耐候系列,90.0,82.8,-2.48,0.55,1.02
2025-08,FWD525WR,耐候系列,90.0,78.3,-1.81,0.67,0.89
2025-09,FWD525WR,耐候系列,90.0,95.4,-2.82,1.53,1.18
2025-10,FWD525WR,耐候系列,90.0,93.6,-0.96,1.45,1.22
2025-11,FWD525WR,耐候系列,90.0,77.4,-1.15,1.88,1.19
2024-10,FWD534WR,耐候系列,90.0,75.6,-1.48,1.78,0.91
2024-11,FWD534WR,耐候系列,90.0,77.4,-1.8,1.88,0.82
2024-12,FWD534WR,耐候系列,90.0,91.8,-2.86,1.83,1.06
2025-01,FWD534WR,耐候系列,90.0,88.2,-1.37,0.92,1.03
2025-02,FWD534WR,耐候系列,90.0,81.9,-2.86,1.34,1.05
2025-03,FWD534WR,耐候系列,90.0,104.4,-1.65,1.68,1.25
2025-04,FWD534WR,耐候系列,90.0,73.8,-0.67,0.79,0.88
2025-05,FWD534WR,耐候系列,90.0,101.7,-1.35,1.62,0.81
2025-06,FWD534WR,耐候系列,90.0,108.0,-2.8,1.13,1.09
2025-07,FWD534WR,耐候系列,90.0,82.8,-2.87,1.12,1.01
2025-08,FWD534WR,耐候系列,90.0,83.7,-1.74,1.61,0.94
2025-09,FWD534WR,耐候系列,90.0,102.6,-1.98,1.13,1.15
2025-10,FWD534WR,耐候系列,90.0,87.3,-2.95,1.75,0.93
2025-11,FWD534WR,耐候系列,90.0,94.5,-2.61,1.88,1.3
2024-10,FWD5518WR,耐候系列,120.0,117.6,-2.56,1.18,1.03
2024-11,FWD5518WR,耐候系列,120.0,120.0,-2.37,1.86,0.93
2024-12,FWD5518WR,耐候系列,120.0,134.4,-1.9,1.55,0.94
2025-01,FWD5518WR,耐候系列,120.0,118.8,-2.2,1.66,0.83
2025-02,FWD5518WR,耐候系列,120.0,103.2,-1.92,1.42,1.05
2025-03,FWD5518WR,耐候系列,120.0,140.4,-1.87,1.32,0.88
2025-04,FWD5518WR,耐候系列,120.0,134.4,-1.69,0.7,1.2
2025-05,FWD5518WR,耐候系列,120.0,115.2,-2.63,1.58,1.15
2025-06,FWD5518WR,耐候系列,120.0,108.0,-1.11,1.16,0.8
2025-07,FWD5518WR,耐候系列,120.0,120.0,-2.51,1.47,1.27
2025-08,FWD5518WR,耐候系列,120.0,114.0,-2.92,1.58,1.07
2025-09,FWD5518WR,耐候系列,120.0,105.6,-2.97,1.53,1.28
2025-10,FWD5518WR,耐候系列,120.0,110.4,-2.0,1.21,1.23
2025-11,FWD5518WR,耐候系列,120.0,126.0,-0.9,0.72,1.09
2024-10,FWD5519WR,耐候系列,120.0,102.0,-2.52,0.76,1.18
2024-11,FWD5519WR,耐候系列,120.0,122.4,-2.34,1.04,1.29
2024-12,FWD5519WR,耐候系列,120.0,109.2,-1.32,1.76,1.2
2025-01,FWD5519WR,耐候系列,120.0,124.8,-2.79,1.97,1.08
2025-02,FWD5519WR,耐候系列,120.0,97.2,-2.35,1.16,1.27
2025-03,FWD5519WR,耐候系列,120.0,96.0,-2.7,1.27,1.16
2025-04,FWD5519WR,耐候系列,120.0,138.0,-2.0,0.65,0.89
2025-05,FWD5519WR,耐候系列,120.0,127.2,-1.8,1.59,0.83
2025-06,FWD5519WR,耐候系列,120.0,98.4,-0.93,0.84,1.01
2025-07,FWD5519WR,耐候系列,120.0,114.0,-1.63,1.16,0.99
2025-08,FWD5519WR,耐候系列,120.0,127.2,-1.25,0.94,0.84
2025-09,FWD5519WR,耐候系列,120.0,142.8,-2.87,0.64,1.26
2025-10,FWD5519WR,耐候系列,120.0,96.0,-1.57,1.51,0.83
2025-11,FWD5519WR,耐候系列,120.0,122.4,-2.73,1.04,1.16
2024-10,FWD6002AWR,耐候系列,80.0,65.6,-2.97,1.02,0.94
2024-11,FWD6002AWR,耐候系列,80.0,85.6,-1.82,1.9,0.91
2024-12,FWD6002AWR,耐候系列,80.0,69.6,-1.29,0.62,1.29
2025-01,FWD6002AWR,耐候系列,80.0,92.8,-2.57,1.21,1.25
2025-02,FWD6002AWR,耐候系列,80.0,79.2,-1.02,1.47,1.14
2025-03,FWD6002AWR,耐候系列,80.0,91.2,-1.37,1.0,0.92
2025-04,FWD6002AWR,耐候系列,80.0,74.4,-1.5,1.8,1.29
2025-05,FWD6002AWR,耐候系列,80.0,72.0,-1.13,1.64,0.97
2025-06,FWD6002AWR,耐候系列,80.0,85.6,-2.04,1.42,1.17
2025-07,FWD6002AWR,耐候系列,80.0,69.6,-1.33,0.92,1.0
2025-08,FWD6002AWR,耐候系列,80.0,88.8,-2.72,0.82,0.95
2025-09,FWD6002AWR,耐候系列,80.0,88.8,-0.65,1.78,0.85
2025-10,FWD6002AWR,耐候系列,80.0,70.4,-0.75,1.19,1.19
2025-11,FWD6002AWR,耐候系列,80.0,71.2,-1.47,1.17,1.01
2024-10,FWD6003TWR,耐候系列,80.0,88.0,-1.12,1.66,1.14
2024-11,FWD6003TWR,耐候系列,80.0,80.8,-1.88,1.62,1.25
2024-12,FWD6003TWR,耐候系列,80.0,64.0,-1.08,1.3,0.97
2025-01,FWD6003TWR,耐候系列,80.0,89.6,-1.08,1.19,1.1
2025-02,FWD6003TWR,耐候系列,80.0,76.0,-2.88,0.95,1.16
2025-03,FWD6003TWR,耐候系列,80.0,66.4,-1.71,0.91,1.11
2025-04,FWD6003TWR,耐候系列,80.0,70.4,-1.71,1.73,0.97
2025-05,FWD6003TWR,耐候系列,80.0,72.8,-2.0,0.57,0.98
2025-06,FWD6003TWR,耐候系列,80.0,74.4,-2.36,1.35,1.09
2025-07,FWD6003TWR,耐候系列,80.0,69.6,-1.91,1.06,0.92
2025-08,FWD6003TWR,耐候系列,80.0,78.4,-2.64,1.39,0.85
2025-09,FWD6003TWR,耐候系列,80.0,86.4,-2.71,0.59,1.15
2025-10,FWD6003TWR,耐候系列,80.0,86.4,-2.07,0.61,1.07
2025-11,FWD6003TWR,耐候系列,80.0,77.6,-1.97,1.27,1.08
2024-10,FWD8205WR,耐候系列,220.0,204.6,-0.51,0.83,0.88
2024-11,FWD8205WR,耐候系列,220.0,248.6,-2.39,1.12,1.05
2024-12,FWD8205WR,耐候系列,220.0,248.6,-2.48,1.18,1.15
2025-01,FWD8205WR,耐候系列,220.0,237.6,-1.37,1.78,0.8
2025-02,FWD8205WR,耐候系列,220.0,253.0,-1.1,0.72,1.23
2025-03,FWD8205WR,耐候系列,220.0,206.8,-2.34,1.95,1.05
2025-04,FWD8205WR,耐候系列,220.0,176.0,-0.67,1.78,0.95
2025-05,FWD8205WR,耐候系列,220.0,248.6,-0.93,1.28,1.24
2025-06,FWD8205WR,耐候系列,220.0,246.4,-1.79,1.8,1.16
2025-07,FWD8205WR,耐候系列,220.0,182.6,-2.65,1.64,0.94
2025-08,FWD8205WR,耐候系列,220.0,198.0,-0.57,1.59,0.94
2025-09,FWD8205WR,耐候系列,220.0,176.0,-2.24,0.76,0.92
2025-10,FWD8205WR,耐候系列,220.0,184.8,-1.86,1.58,1.26
2025-11,FWD8205WR,耐候系列,220.0,261.8,-1.29,1.82,0.84
2024-10,FWD8503WR,耐候系列,180.0,176.4,-1.93,1.25,1.07
2024-11,FWD8503WR,耐候系列,180.0,169.2,-0.98,0.72,1.22
2024-12,FWD8503WR,耐候系列,180.0,176.4,-2.55,1.91,1.01
2025-01,FWD8503WR,耐候系列,180.0,181.8,-0.7,1.43,1.09
2025-02,FWD8503WR,耐候系列,180.0,176.4,-1.65,1.21,0.95
2025-03,FWD8503WR,耐候系列,180.0,162.0,-2.18,1.18,0.95
2025-04,FWD8503WR,耐候系列,180.0,163.8,-2.83,0.67,1.11
2025-05,FWD8503WR,耐候系列,180.0,196.2,-0.51,1.37,1.15
2025-06,FWD8503WR,耐候系列,180.0,216.0,-2.47,1.88,1.15
2025-07,FWD8503WR,耐候系列,180.0,174.6,-0.59,1.54,0.97
2025-08,FWD8503WR,耐候系列,180.0,216.0,-0.52,1.37,0.93
2025-09,FWD8503WR,耐候系列,180.0,181.8,-0.76,0.54,0.88
2025-10,FWD8503WR,耐候系列,180.0,214.2,-2.3,0.93,0.95
2025-11,FWD8503WR,耐候系列,180.0,174.6,-1.49,1.68,0.97
2024-10,FWD96107SW,耐候系列,100.0,115.0,-2.7,1.97,1.0
2024-11,FWD96107SW,耐候系列,100.0,85.0,-0.99,0.7,1.26
2024-12,FWD96107SW,耐候系列,100.0,82.0,-0.83,1.91,1.03
2025-01,FWD96107SW,耐候系列,100.0,93.0,-1.36,0.88,0.82
2025-02,FWD96107SW,耐候系列,100.0,89.0,-2.21,1.07,0.87
2025-03,FWD96107SW,耐候系列,100.0,105.0,-2.67,0.95,0.92
2025-04,FWD96107SW,耐候系列,100.0,98.0,-2.47,1.51,1.2
2025-05,FWD96107SW,耐候系列,100.0,109.0,-0.72,1.86,0.83
2025-06,FWD96107SW,耐候系列,100.0,106.0,-1.97,0.93,1.03
2025-07,FWD96107SW,耐候系列,100.0,97.0,-0.81,1.79,1.2
2025-08,FWD96107SW,耐候系列,100.0,105.0,-2.74,0.81,1.15
2025-09,FWD96107SW,耐候系列,100.0,114.0,-1.77,1.34,1.04
2025-10,FWD96107SW,耐候系列,100.0,82.0,-1.1,1.09,0.84
2025-11,FWD96107SW,耐候系列,100.0,92.0,-1.26,1.43,1.06
2024-10,FWD901KSW,耐候系列,130.0,123.5,-1.72,1.03,0.96
2024-11,FWD901KSW,耐候系列,130.0,107.9,-0.92,1.9,0.88
2024-12,FWD901KSW,耐候系列,130.0,139.1,-0.86,0.76,0.87
2025-01,FWD901KSW,耐候系列,130.0,152.1,-0.65,1.28,1.07
2025-02,FWD901KSW,耐候系列,130.0,106.6,-1.92,1.89,1.22
2025-03,FWD901KSW,耐候系列,130.0,124.8,-1.47,1.88,1.1
2025-04,FWD901KSW,耐候系列,130.0,113.1,-1.1,1.25,0.88
2025-05,FWD901KSW,耐候系列,130.0,131.3,-1.27,0.93,1.24
2025-06,FWD901KSW,耐候系列,130.0,106.6,-2.18,0.62,0.91
2025-07,FWD901KSW,耐候系列,130.0,146.9,-1.31,1.31,1.23
2025-08,FWD901KSW,耐候系列,130.0,145.6,-1.85,1.63,0.88
2025-09,FWD901KSW,耐候系列,130.0,152.1,-1.14,0.81,1.02
2025-10,FWD901KSW,耐候系列,130.0,126.1,-2.05,0.94,1.19
2025-11,FWD901KSW,耐候系列,130.0,143.0,-0.68,1.32,0.87
2024-10,FWDV015,玻璃包银系列,8010.0,8650.8,-0.64,1.67,0.89
2024-11,FWDV015,玻璃包银系列,8010.0,7929.9,-2.64,1.07,0.81
2024-12,FWDV015,玻璃包银系列,8010.0,6408.0,-2.39,1.99,1.04
2025-01,FWDV015,玻璃包银系列,8010.0,9051.3,-1.6,1.16,0.84
2025-02,FWDV015,玻璃包银系列,8010.0,7689.6,-1.14,1.5,0.91
2025-03,FWDV015,玻璃包银系列,8010.0,8490.6,-2.45,1.02,1.24
2025-04,FWDV015,玻璃包银系列,8010.0,9451.8,-1.11,1.56,1.04
2025-05,FWDV015,玻璃包银系列,8010.0,7769.7,-2.14,0.79,1.13
2025-06,FWDV015,玻璃包银系列,8010.0,9131.4,-0.85,1.18,1.12
2025-07,FWDV015,玻璃包银系列,8010.0,6568.2,-1.08,1.0,0.97
2025-08,FWDV015,玻璃包银系列,8010.0,8250.3,-2.11,0.83,1.27
2025-09,FWDV015,玻璃包银系列,8010.0,7128.9,-1.06,1.45,1.21
2025-10,FWDV015,玻璃包银系列,8010.0,7529.4,-2.57,1.89,1.02
2025-11,FWDV015,玻璃包银系列,8010.0,7369.2,-0.72,0.74,0.93
2024-10,FWDV020,玻璃包银系列,8870.0,10555.3,-1.09,1.0,0.97
2024-11,FWDV020,玻璃包银系列,8870.0,8958.7,-0.73,1.59,1.15
2024-12,FWDV020,玻璃包银系列,8870.0,9136.1,-2.44,1.17,1.26
2025-01,FWDV020,玻璃包银系列,8870.0,7273.4,-1.85,0.66,1.01
2025-02,FWDV020,玻璃包银系列,8870.0,8958.7,-0.57,1.93,0.98
2025-03,FWDV020,玻璃包银系列,8870.0,9402.2,-1.54,1.8,1.0
2025-04,FWDV020,玻璃包银系列,8870.0,7894.3,-1.39,1.09,1.19
2025-05,FWDV020,玻璃包银系列,8870.0,8426.5,-0.82,0.52,1.28
2025-06,FWDV020,玻璃包银系列,8870.0,9490.9,-2.3,1.85,1.17
2025-07,FWDV020,玻璃包银系列,8870.0,9757.0,-1.92,0.81,1.16
2025-08,FWDV020,玻璃包银系列,8870.0,7362.1,-1.44,1.53,0.94
2025-09,FWDV020,玻璃包银系列,8870.0,8337.8,-1.49,1.2,1.14
2025-10,FWDV020,玻璃包银系列,8870.0,9402.2,-2.93,1.13,0.88
2025-11,FWDV020,玻璃包银系列,8870.0,7983.0,-1.31,0.97,1.22
2024-10,FWDV040,玻璃包银系列,7045.0,6410.95,-1.31,0.74,0.94
2024-11,FWDV040,玻璃包银系列,7045.0,5706.45,-1.78,1.33,0.96
2024-12,FWDV040,玻璃包银系列,7045.0,5988.25,-2.85,1.58,0.91
2025-01,FWDV040,玻璃包银系列,7045.0,7256.35,-0.61,0.54,0.86
2025-02,FWDV040,玻璃包银系列,7045.0,7045.0,-1.2,0.64,1.18
2025-03,FWDV040,玻璃包银系列,7045.0,6270.05,-2.64,1.03,1.07
2025-04,FWDV040,玻璃包银系列,7045.0,8172.2,-2.87,1.32,1.3
2025-05,FWDV040,玻璃包银系列,7045.0,7538.15,-2.9,1.92,0.98
2025-06,FWDV040,玻璃包银系列,7045.0,6904.1,-2.45,1.76,0.9
2025-07,FWDV040,玻璃包银系列,7045.0,5706.45,-1.99,1.45,1.02
2025-08,FWDV040,玻璃包银系列,7045.0,7819.95,-2.59,0.61,0.96
2025-09,FWDV040,玻璃包银系列,7045.0,7326.8,-2.05,1.49,0.98
2025-10,FWDV040,玻璃包银系列,7045.0,7256.35,-1.26,1.85,0.98
2025-11,FWDV040,玻璃包银系列,7045.0,7256.35,-1.76,1.42,0.99
2024-10,FWDV060,玻璃包银系列,5840.0,6774.4,-2.08,0.99,1.12
2024-11,FWDV060,玻璃包银系列,5840.0,5548.0,-1.28,1.34,1.12
2024-12,FWDV060,玻璃包银系列,5840.0,5372.8,-1.89,1.05,1.25
2025-01,FWDV060,玻璃包银系列,5840.0,6774.4,-0.9,1.34,1.11
2025-02,FWDV060,玻璃包银系列,5840.0,6307.2,-0.64,0.7,1.23
2025-03,FWDV060,玻璃包银系列,5840.0,5022.4,-0.76,1.9,1.27
2025-04,FWDV060,玻璃包银系列,5840.0,6482.4,-0.76,1.47,1.05
2025-05,FWDV060,玻璃包银系列,5840.0,4847.2,-1.06,1.48,0.85
2025-06,FWDV060,玻璃包银系列,5840.0,6132.0,-2.83,0.78,0.95
2025-07,FWDV060,玻璃包银系列,5840.0,5840.0,-0.73,1.57,0.96
2025-08,FWDV060,玻璃包银系列,5840.0,5139.2,-2.85,1.68,1.13
2025-09,FWDV060,玻璃包银系列,5840.0,5548.0,-1.82,1.43,0.93
2025-10,FWDV060,玻璃包银系列,5840.0,5898.4,-2.49,1.66,0.87
2025-11,FWDV060,玻璃包银系列,5840.0,5139.2,-0.62,1.59,1.14
2024-10,FWDV080,玻璃包银系列,5060.0,5515.4,-2.4,0.64,0.88
2024-11,FWDV080,玻璃包银系列,5060.0,5819.0,-0.52,0.93,1.17
2024-12,FWDV080,玻璃包银系列,5060.0,4452.8,-2.57,1.66,0.92
2025-01,FWDV080,玻璃包银系列,5060.0,5667.2,-1.39,0.53,0.93
2025-02,FWDV080,玻璃包银系列,5060.0,5515.4,-2.56,1.73,1.25
2025-03,FWDV080,玻璃包银系列,5060.0,5717.8,-2.1,0.75,1.04
2025-04,FWDV080,玻璃包银系列,5060.0,5211.8,-2.21,1.56,0.94
2025-05,FWDV080,玻璃包银系列,5060.0,5262.4,-0.96,0.88,0.87
2025-06,FWDV080,玻璃包银系列,5060.0,4503.4,-0.72,0.73,0.95
2025-07,FWDV080,玻璃包银系列,5060.0,5161.2,-2.98,1.39,1.28
2025-08,FWDV080,玻璃包银系列,5060.0,4452.8,-1.05,0.95,1.28
2025-09,FWDV080,玻璃包银系列,5060.0,4554.0,-0.56,1.25,0.98
2025-10,FWDV080,玻璃包银系列,5060.0,4503.4,-2.83,1.65,1.11
2025-11,FWDV080,玻璃包银系列,5060.0,5869.6,-1.27,1.14,1.01
2024-10,FWDV095,玻璃包银系列,2140.0,1926.0,-2.54,1.73,0.86
2024-11,FWDV095,玻璃包银系列,2140.0,1733.4,-2.71,0.75,0.84
2024-12,FWDV095,玻璃包银系列,2140.0,1883.2,-1.26,0.63,0.91
2025-01,FWDV095,玻璃包银系列,2140.0,2225.6,-2.77,0.96,0.82
2025-02,FWDV095,玻璃包银系列,2140.0,2525.2,-1.45,0.58,1.07
2025-03,FWDV095,玻璃包银系列,2140.0,1776.2,-1.68,1.07,1.01
2025-04,FWDV095,玻璃包银系列,2140.0,1840.4,-0.98,0.68,1.09
2025-05,FWDV095,玻璃包银系列,2140.0,2461.0,-1.31,0.55,0.88
2025-06,FWDV095,玻璃包银系列,2140.0,1883.2,-1.32,1.09,1.08
2025-07,FWDV095,玻璃包银系列,2140.0,1883.2,-0.96,1.16,0.88
2025-08,FWDV095,玻璃包银系列,2140.0,2461.0,-1.1,1.44,1.04
2025-09,FWDV095,玻璃包银系列,2140.0,2546.6,-0.52,1.57,1.15
2025-10,FWDV095,玻璃包银系列,2140.0,2118.6,-2.83,0.52,1.13
2025-11,FWDV095,玻璃包银系列,2140.0,2482.4,-1.27,0.64,0.86
2024-10,FWDV150,玻璃包银系列,2560.0,2841.6,-1.73,0.94,0.96
2024-11,FWDV150,玻璃包银系列,2560.0,2150.4,-0.83,1.58,1.19
2024-12,FWDV150,玻璃包银系列,2560.0,2944.0,-2.94,0.87,1.28
2025-01,FWDV150,玻璃包银系列,2560.0,2432.0,-2.34,0.54,1.05
2025-02,FWDV150,玻璃包银系列,2560.0,2585.6,-2.36,1.65,0.97
2025-03,FWDV150,玻璃包银系列,2560.0,2560.0,-0.93,1.02,1.15
2025-04,FWDV150,玻璃包银系列,2560.0,2918.4,-2.1,1.19,0.91
2025-05,FWDV150,玻璃包银系列,2560.0,2816.0,-0.94,0.81,1.0
2025-06,FWDV150,玻璃包银系列,2560.0,2713.6,-0.91,1.94,1.05
2025-07,FWDV150,玻璃包银系列,2560.0,2713.6,-2.81,1.78,1.17
2025-08,FWDV150,玻璃包银系列,2560.0,2380.8,-1.08,1.83,1.18
2025-09,FWDV150,玻璃包银系列,2560.0,3046.4,-0.56,1.93,1.18
2025-10,FWDV150,玻璃包银系列,2560.0,2432.0,-1.57,1.66,0.83
2025-11,FWDV150,玻璃包银系列,2560.0,2508.8,-2.0,0.52,1.1
2024-10,FWDV155,玻璃包银系列,1390.0,1626.3,-2.3,1.79,1.28
2024-11,FWDV155,玻璃包银系列,1390.0,1445.6,-2.01,1.79,0.87
2024-12,FWDV155,玻璃包银系列,1390.0,1237.1,-1.09,1.19,0.81
2025-01,FWDV155,玻璃包银系列,1390.0,1487.3,-2.73,1.28,0.8
2025-02,FWDV155,玻璃包银系列,1390.0,1390.0,-2.93,1.87,0.94
2025-03,FWDV155,玻璃包银系列,1390.0,1348.3,-2.88,0.87,0.91
2025-04,FWDV155,玻璃包银系列,1390.0,1125.9,-2.46,1.63,0.97
2025-05,FWDV155,玻璃包银系列,1390.0,1390.0,-1.66,0.93,1.15
2025-06,FWDV155,玻璃包银系列,1390.0,1417.8,-1.27,1.43,1.13
2025-07,FWDV155,玻璃包银系列,1390.0,1292.7,-2.39,1.6,1.22
2025-08,FWDV155,玻璃包银系列,1390.0,1195.4,-1.77,1.78,0.96
2025-09,FWDV155,玻璃包银系列,1390.0,1501.2,-1.65,1.53,1.08
2025-10,FWDV155,玻璃包银系列,1390.0,1264.9,-2.16,0.97,1.24
2025-11,FWDV155,玻璃包银系列,1390.0,1542.9,-2.47,1.84,1.28
2024-10,FWDV220,玻璃包银系列,1410.0,1677.9,-1.05,1.88,1.06
2024-11,FWDV220,玻璃包银系列,1410.0,1551.0,-2.59,1.14,1.07
2024-12,FWDV220,玻璃包银系列,1410.0,1438.2,-0.73,1.23,1.0
2025-01,FWDV220,玻璃包银系列,1410.0,1480.5,-1.59,0.72,0.92
2025-02,FWDV220,玻璃包银系列,1410.0,1269.0,-2.96,0.85,0.93
2025-03,FWDV220,玻璃包银系列,1410.0,1297.2,-2.09,1.13,1.2
2025-04,FWDV220,玻璃包银系列,1410.0,1551.0,-1.71,1.92,0.93
2025-05,FWDV220,玻璃包银系列,1410.0,1410.0,-2.02,0.63,0.82
2025-06,FWDV220,玻璃包银系列,1410.0,1381.8,-2.43,1.02,0.88
2025-07,FWDV220,玻璃包银系列,1410.0,1353.6,-1.89,0.68,0.98
2025-08,FWDV220,玻璃包银系列,1410.0,1424.1,-2.25,0.67,1.19
2025-09,FWDV220,玻璃包银系列,1410.0,1170.3,-2.37,1.16,1.07
2025-10,FWDV220,玻璃包银系列,1410.0,1522.8,-1.23,1.55,1.25
2025-11,FWDV220,玻璃包银系列,1410.0,1438.2,-2.82,0.68,0.95
2024-10,FWDV550,玻璃包银系列,1310.0,1493.4,-0.71,1.82,0.84
2024-11,FWDV550,玻璃包银系列,1310.0,1139.7,-1.71,1.62,0.81
2024-12,FWDV550,玻璃包银系列,1310.0,1231.4,-2.17,1.45,0.99
2025-01,FWDV550,玻璃包银系列,1310.0,1179.0,-2.12,1.61,1.05
2025-02,FWDV550,玻璃包银系列,1310.0,1310.0,-2.38,0.88,1.22
2025-03,FWDV550,玻璃包银系列,1310.0,1493.4,-1.05,0.85,1.03
2025-04,FWDV550,玻璃包银系列,1310.0,1467.2,-0.53,0.8,1.24
2025-05,FWDV550,玻璃包银系列,1310.0,1375.5,-1.31,0.97,1.3
2025-06,FWDV550,玻璃包银系列,1310.0,1231.4,-0.88,1.12,1.01
