month,warehouse,carrier,destination,shipment_count,total_weight_kg,total_cost_rmb,cost_per_kg,fuel_surcharge_rmb
2025-01,成都仓,DHL,Tokyo,29,22.92,6203.68,10.32,42.82
2025-01,成都仓,DHL,广州,43,4.71,1874.58,7.36,84.95
2025-02,成都仓,DHL,南京,9,13.17,3454.93,2.85,65.64
2025-02,成都仓,DHL,Los Angeles,49,1.16,1031.24,18.58,42.07
2025-02,成都仓,DHL,成都,15,29.1,1067.0,10.49,199.01
2025-02,成都仓,DHL,上海,37,2.56,135.04,4.55,164.29
2025-02,成都仓,DHL,杭州,23,3.94,447.19,8.02,110.5
2025-03,成都仓,DHL,Singapore,42,2.39,1534.38,2.72,48.08
2025-03,成都仓,DHL,成都,18,0.87,195.75,8.57,46.51
2025-03,成都仓,DHL,上海,24,23.61,2140.64,6.85,55.73
2025-03,成都仓,DHL,杭州,44,6.3,3150.0,27.3,163.2
2025-03,成都仓,DHL,Tokyo,35,9.6,3096.0,26.49,43.45
2025-04,成都仓,DHL,南京,49,27.48,6794.43,15.87,196.09
2025-04,成都仓,DHL,Los Angeles,13,28.47,1660.75,5.6,14.19
2025-04,成都仓,DHL,西安,26,7.32,940.62,10.38,42.04
2025-04,成都仓,DHL,广州,37,5.15,1009.4,10.31,118.38
2025-05,成都仓,DHL,武汉,33,42.65,6116.01,22.29,38.02
2025-05,成都仓,DHL,西安,44,17.64,5780.04,17.51,194.73
2025-05,成都仓,DHL,Seoul,26,27.36,1760.16,3.52,20.39
2025-05,成都仓,DHL,杭州,18,7.02,6065.28,19.18,18.7
2025-06,成都仓,DHL,深圳,12,12.94,1520.45,28.08,23.76
2025-06,成都仓,DHL,南京,48,1.71,197.22,9.07,157.84
2025-07,成都仓,DHL,重庆,38,31.24,1718.2,10.02,67.1
2025-07,成都仓,DHL,Tokyo,50,10.04,4528.04,20.99,120.67
2025-07,成都仓,DHL,上海,12,35.84,6316.8,21.75,105.75
2025-07,成都仓,DHL,Frankfurt,39,7.28,2140.32,18.65,65.63
2025-08,成都仓,DHL,西安,20,4.32,2021.76,19.62,140.46
2025-08,成都仓,DHL,北京,29,32.45,3394.27,14.36,42.35
2025-09,成都仓,DHL,北京,31,20.92,2939.26,21.08,98.9
2025-09,成都仓,DHL,成都,9,22.08,4399.44,16.56,180.12
2025-10,成都仓,DHL,Seoul,27,0.68,609.96,18.48,118.45
2025-10,成都仓,DHL,广州,33,12.54,2545.62,29.23,146.76
2025-10,成都仓,DHL,Singapore,30,3.12,691.6,16.34,120.05
2025-10,成都仓,DHL,南京,35,10.65,2240.05,23.25,80.17
2025-10,成都仓,DHL,成都,6,6.66,1394.16,12.2,188.82
2025-11,成都仓,DHL,Los Angeles,41,8.06,2047.24,20.08,28.37
2025-11,成都仓,DHL,杭州,42,26.12,2931.97,12.47,172.51
2025-11,成都仓,DHL,成都,22,14.82,4347.2,8.78,160.85
2024-10,成都仓,FedEx,Seoul,23,9.21,6299.64,17.45,35.36
2024-10,成都仓,FedEx,Tokyo,44,5.13,1441.53,5.43,129.68
2024-10,成都仓,FedEx,上海,50,30.65,3359.24,27.15,180.69
2024-10,成都仓,FedEx,西安,36,5.0,586.25,22.97,179.29
2024-11,成都仓,FedEx,Seoul,13,16.41,1991.08,3.53,160.59
2024-11,成都仓,FedEx,北京,17,3.32,217.46,3.36,30.65
2024-11,成都仓,FedEx,杭州,7,23.2,4210.8,6.19,47.1
2024-12,成都仓,FedEx,北京,37,15.88,2727.39,29.9,71.37
2024-12,成都仓,FedEx,Los Angeles,45,17.25,4559.75,24.5,18.62
2025-01,成都仓,FedEx,武汉,27,1.12,861.28,5.23,5.23
2025-01,成都仓,FedEx,Singapore,31,9.49,8085.48,10.36,38.17
2025-01,成都仓,FedEx,上海,12,7.68,929.28,11.65,147.59
2025-01,成都仓,FedEx,南京,22,3.63,1807.74,14.4,196.56
2025-01,成都仓,FedEx,成都,25,9.04,1030.56,6.92,118.9
2025-02,成都仓,FedEx,西安,15,17.34,1618.4,19.36,64.5
2025-02,成都仓,FedEx,Frankfurt,43,18.72,3603.6,10.38,70.62
2025-03,成都仓,FedEx,广州,37,5.7,872.1,8.15,34.63
2025-03,成都仓,FedEx,Tokyo,15,15.98,5537.07,2.35,80.6
2025-03,成都仓,FedEx,Frankfurt,19,18.16,2932.84,27.98,61.37
2025-03,成都仓,FedEx,成都,39,37.28,2311.36,9.78,188.56
2025-03,成都仓,FedEx,Seoul,38,5.48,511.01,11.74,142.39
2025-04,成都仓,FedEx,广州,40,39.68,2698.24,10.67,94.01
2025-04,成都仓,FedEx,Singapore,23,27.72,1284.36,23.92,117.77
2025-04,成都仓,FedEx,北京,23,3.66,436.76,18.51,15.88
2025-05,成都仓,FedEx,北京,10,20.72,1398.6,27.07,192.51
2025-05,成都仓,FedEx,广州,37,33.32,6097.56,4.45,182.52
2025-06,成都仓,FedEx,南京,46,5.08,1874.52,4.38,143.74
2025-06,成都仓,FedEx,Frankfurt,15,19.35,2538.72,8.7,189.39
2025-06,成都仓,FedEx,北京,36,39.6,2574.0,21.16,134.72
2025-06,成都仓,FedEx,上海,10,8.24,2933.44,19.03,51.11
2025-07,成都仓,FedEx,上海,13,9.7,1658.7,7.62,100.12
2025-07,成都仓,FedEx,南京,44,33.85,5835.74,27.13,8.65
2025-08,成都仓,FedEx,Los Angeles,32,14.68,7009.7,18.42,147.25
2025-08,成都仓,FedEx,广州,27,5.65,1107.4,10.93,95.49
2025-08,成都仓,FedEx,重庆,19,28.9,2069.24,15.34,117.56
2025-08,成都仓,FedEx,武汉,37,37.72,8156.95,25.73,122.36
2025-09,成都仓,FedEx,西安,24,27.8,1217.64,5.96,107.69
2025-09,成都仓,FedEx,Frankfurt,25,17.22,2158.24,26.0,199.77
2025-09,成都仓,FedEx,Tokyo,43,3.67,1178.07,20.63,175.26
2025-09,成都仓,FedEx,南京,9,11.88,4169.88,4.0,68.88
2025-09,成都仓,FedEx,重庆,37,4.91,4006.56,11.73,119.79
2025-10,成都仓,FedEx,Seoul,31,3.09,849.75,28.59,183.58
2025-10,成都仓,FedEx,Los Angeles,40,9.72,2196.72,17.78,56.95
2025-10,成都仓,FedEx,Singapore,50,8.52,1469.7,13.28,156.56
2025-10,成都仓,FedEx,西安,7,24.85,1505.91,27.89,118.78
2025-11,成都仓,FedEx,广州,16,23.4,1062.36,14.59,150.92
2025-11,成都仓,FedEx,Los Angeles,21,13.64,2172.17,20.83,155.99
2025-11,成都仓,FedEx,南京,30,37.72,6374.68,15.12,42.52
