wo_id,month,plan_date,complete_date,sku,production_line,plan_qty,actual_qty,efficiency,scrap_qty,status,shift
WO01877,2025-04,2025-04-11,2025-04-17,FWD6163,产线-05,4360,3837,0.88,50,计划,早班
WO01878,2025-08,2025-08-05,2025-08-14,FWD520,产线-02,4505,4370,0.97,29,生产中,夜班
WO01879,2025-01,2025-01-08,2025-01-14,FWD425,产线-01,5726,5039,0.88,66,已完成,中班
WO01880,2025-11,2025-11-12,2025-11-13,FWD307,产线-08,2592,2566,0.99,11,生产中,早班
WO01881,2025-05,2025-05-01,2025-05-09,FWD6810,产线-02,5897,4895,0.83,109,已完成,早班
WO01882,2025-05,2025-05-10,2025-05-17,FWD6683T,产线-03,4897,4260,0.87,37,已完成,早班
WO01883,2025-09,2025-09-24,2025-09-29,BHC9232MGH,产线-06,5954,5894,0.99,74,生产中,中班
WO01884,2025-05,2025-05-24,2025-06-04,FWD306WR,产线-02,5449,4850,0.89,47,已完成,早班
WO01885,2025-10,2025-10-04,2025-10-16,FWD491,产线-02,5600,5488,0.98,111,计划,中班
WO01886,2024-12,2024-12-09,2024-12-16,FWD534WR,产线-02,6364,5537,0.87,3,生产中,夜班
WO01887,2025-06,2025-06-04,2025-06-13,FWD413,产线-02,3131,2536,0.81,29,计划,夜班
WO01888,2024-10,2024-10-15,2024-10-25,FWD325,产线-07,544,506,0.93,0,已完成,夜班
WO01889,2025-08,2025-08-09,2025-08-17,FWD6840,产线-07,7573,7573,1.0,23,已完成,夜班
WO01890,2024-12,2024-12-17,2024-12-18,FWD7365,产线-02,5326,5166,0.97,3,已完成,中班
WO01891,2025-07,2025-07-06,2025-07-13,BHC9225BMTH,产线-03,5590,4919,0.88,77,已完成,早班
WO01892,2025-09,2025-09-26,2025-10-05,FWD418B,产线-01,2176,1980,0.91,0,已完成,夜班
WO01893,2025-02,2025-02-10,2025-02-21,FWD6018,产线-03,2146,1738,0.81,2,已完成,中班
WO01894,2025-08,2025-08-04,2025-08-16,FWD504,产线-05,1837,1745,0.95,14,计划,早班
WO01895,2025-09,2025-09-13,2025-09-21,FWD306WR,产线-03,2158,1899,0.88,28,已完成,中班
WO01896,2024-10,2024-10-26,2024-11-06,FWDD10Y,产线-07,2324,2208,0.95,4,已完成,早班
WO01897,2025-02,2025-02-16,2025-02-26,FWD323WR,产线-01,950,846,0.89,6,已完成,夜班
WO01898,2025-02,2025-02-09,2025-02-12,FWD5518,产线-08,2971,2555,0.86,10,已完成,夜班
WO01899,2025-11,2025-11-15,2025-11-27,BHC9338GR,产线-03,1470,1426,0.97,2,计划,早班
WO01900,2024-11,2024-11-20,2024-11-29,FWD6002AWR,产线-03,7843,6667,0.85,110,已完成,夜班
WO01901,2024-11,2024-11-24,2024-11-27,FWD7331,产线-03,3243,3113,0.96,0,已完成,夜班
WO01902,2025-07,2025-07-16,2025-07-25,FWD221,产线-02,4150,3652,0.88,28,生产中,夜班
WO01903,2025-02,2025-02-24,2025-03-07,FWD7322B,产线-05,6477,5700,0.88,29,已完成,中班
WO01904,2025-07,2025-07-05,2025-07-10,FWD307,产线-02,1598,1422,0.89,6,计划,早班
WO01905,2025-06,2025-06-15,2025-06-19,FWD323WR,产线-02,4481,3674,0.82,50,已完成,夜班
WO01906,2025-05,2025-05-24,2025-05-30,FWD401,产线-02,2081,1977,0.95,19,计划,中班
WO01907,2024-10,2024-10-28,2024-11-04,FWD216,产线-06,4033,3630,0.9,75,已完成,夜班
WO01908,2025-05,2025-05-23,2025-05-26,FWD323M,产线-05,6603,5943,0.9,27,已完成,中班
WO01909,2025-02,2025-02-20,2025-03-05,FWD520WR,产线-02,1434,1248,0.87,8,计划,早班
WO01910,2024-10,2024-10-11,2024-10-12,FWD6300T,产线-05,6911,6565,0.95,88,生产中,中班
WO01911,2025-05,2025-05-26,2025-05-31,FWD305,产线-08,7572,6436,0.85,126,已完成,早班
WO01912,2024-11,2024-11-05,2024-11-07,FWD221,产线-07,4129,3427,0.83,62,计划,中班
WO01913,2024-11,2024-11-25,2024-11-27,FWD419B,产线-06,4052,3687,0.91,66,已完成,早班
WO01914,2024-10,2024-10-02,2024-10-16,FWD6502A,产线-06,3937,3583,0.91,49,生产中,中班
WO01915,2025-11,2025-11-13,2025-11-26,FWD5800,产线-04,4367,3712,0.85,71,已完成,早班
WO01916,2025-03,2025-03-19,2025-04-01,FWD300WR,产线-08,3104,2918,0.94,10,已完成,早班
WO01917,2024-11,2024-11-04,2024-11-05,FWD303WR,产线-06,5024,4471,0.89,1,计划,夜班
WO01918,2025-11,2025-11-16,2025-11-29,FWD425B,产线-05,7279,6988,0.96,101,已完成,早班
WO01919,2025-03,2025-03-09,2025-03-23,FWD101,产线-07,1797,1474,0.82,32,计划,中班
WO01920,2025-09,2025-09-14,2025-09-24,FWD305,产线-08,2619,2462,0.94,31,已完成,早班
WO01921,2025-08,2025-08-14,2025-08-21,FWD410,产线-08,2201,1783,0.81,19,已完成,早班
WO01922,2025-11,2025-11-20,2025-11-21,FWD217,产线-05,1402,1332,0.95,11,已完成,中班
WO01923,2025-11,2025-11-09,2025-11-11,FWD407,产线-06,2962,2873,0.97,19,已完成,中班
WO01924,2025-09,2025-09-10,2025-09-21,FWD6205,产线-02,7956,7717,0.97,34,已完成,中班
WO01925,2025-06,2025-06-12,2025-06-15,FWD111M,产线-03,2199,1781,0.81,25,已完成,中班
WO01926,2025-07,2025-07-15,2025-07-17,FWD100,产线-05,3372,2698,0.8,54,已完成,中班
WO01927,2025-10,2025-10-05,2025-10-06,FWDV040,产线-06,6198,4958,0.8,95,已完成,夜班
WO01928,2024-11,2024-11-09,2024-11-17,FWD6001,产线-03,6645,6047,0.91,46,计划,早班
WO01929,2025-09,2025-09-28,2025-10-04,FWD424,产线-01,7732,7423,0.96,6,计划,早班
WO01930,2025-02,2025-02-27,2025-03-12,FWD259,产线-08,7165,6807,0.95,110,生产中,中班
WO01931,2024-10,2024-10-09,2024-10-23,FWD901KSW,产线-01,1466,1290,0.88,11,生产中,夜班
WO01932,2024-10,2024-10-13,2024-10-14,FWD205A,产线-03,3433,2952,0.86,12,计划,中班
WO01933,2025-10,2025-10-10,2025-10-15,FWD5870B,产线-06,1638,1376,0.84,24,已完成,中班
WO01934,2025-11,2025-11-26,2025-12-03,FWD5891,产线-01,2312,1919,0.83,26,已完成,早班
WO01935,2025-02,2025-02-09,2025-02-23,FWD5519WR,产线-03,964,954,0.99,16,已完成,夜班
WO01936,2025-02,2025-02-11,2025-02-22,FWD410,产线-06,1976,1897,0.96,26,已完成,早班
WO01937,2025-10,2025-10-08,2025-10-20,FWD121WR,产线-03,3285,3022,0.92,65,计划,夜班
WO01938,2025-05,2025-05-12,2025-05-26,FWD235WR,产线-06,488,454,0.93,0,生产中,早班
WO01939,2025-07,2025-07-17,2025-07-27,FWD413,产线-04,2843,2644,0.93,40,已完成,夜班
WO01940,2025-10,2025-10-20,2025-11-01,FWD111M,产线-03,4205,3658,0.87,75,已完成,早班
WO01941,2025-04,2025-04-20,2025-04-27,FWD6500A,产线-07,4195,3566,0.85,59,生产中,早班
WO01942,2024-11,2024-11-11,2024-11-20,FWD535,产线-03,7993,7354,0.92,79,已完成,夜班
WO01943,2024-12,2024-12-03,2024-12-05,FWDD21M,产线-02,4728,3877,0.82,46,已完成,夜班
WO01944,2025-02,2025-02-16,2025-02-19,FWD001,产线-02,2708,2573,0.95,2,已完成,中班
WO01945,2025-01,2025-01-19,2025-01-31,FWD500,产线-01,2077,2056,0.99,5,已完成,夜班
WO01946,2025-05,2025-05-16,2025-05-17,FWD419B,产线-04,6902,6074,0.88,67,已完成,夜班
WO01947,2024-11,2024-11-12,2024-11-22,FWD6504,产线-06,3932,3421,0.87,8,已完成,早班
WO01948,2025-02,2025-02-27,2025-02-28,FWD5871A,产线-01,1912,1683,0.88,31,生产中,夜班
WO01949,2025-08,2025-08-04,2025-08-06,FWD6850,产线-04,1892,1533,0.81,30,生产中,早班
WO01950,2024-12,2024-12-11,2024-12-15,FWD6002A,产线-08,6965,6199,0.89,36,已完成,夜班
WO01951,2025-07,2025-07-06,2025-07-13,FWD520WR,产线-06,6914,6430,0.93,1,已完成,早班
WO01952,2025-03,2025-03-03,2025-03-17,FWD101,产线-08,295,248,0.84,3,生产中,早班
WO01953,2024-10,2024-10-26,2024-11-03,FWD530,产线-03,543,434,0.8,7,已完成,早班
WO01954,2025-09,2025-09-09,2025-09-10,FWD3504,产线-01,1239,1165,0.94,19,已完成,夜班
WO01955,2024-11,2024-11-05,2024-11-10,FWD306,产线-03,2507,2231,0.89,30,已完成,夜班
WO01956,2025-02,2025-02-08,2025-02-13,FWD504,产线-07,3465,3015,0.87,64,已完成,中班
WO01957,2024-10,2024-10-18,2024-10-26,FWD6830,产线-08,7739,7507,0.97,108,计划,夜班
WO01958,2025-07,2025-07-26,2025-08-02,FWD123,产线-03,3048,3048,1.0,18,生产中,中班
WO01959,2025-11,2025-11-02,2025-11-07,FWD508,产线-03,1075,860,0.8,0,已完成,早班
WO01960,2025-03,2025-03-17,2025-03-24,FWDD29M,产线-05,3246,3084,0.95,32,已完成,中班
WO01961,2025-11,2025-11-19,2025-11-26,FWD5894,产线-04,1511,1466,0.97,19,生产中,夜班
WO01962,2025-04,2025-04-10,2025-04-14,FWD6504,产线-02,1357,1126,0.83,21,生产中,中班
WO01963,2025-10,2025-10-07,2025-10-09,FWD306WR,产线-02,4834,4302,0.89,13,已完成,早班
WO01964,2025-01,2025-01-23,2025-01-25,FWD6860,产线-04,5071,4310,0.85,36,已完成,夜班
WO01965,2025-10,2025-10-22,2025-10-31,BHC9327GP,产线-06,4381,3680,0.84,25,已完成,早班
WO01966,2025-04,2025-04-07,2025-04-15,FWD5519WR,产线-05,476,390,0.82,0,计划,夜班
WO01967,2024-10,2024-10-11,2024-10-23,FWD152WR,产线-01,5422,4934,0.91,28,生产中,早班
WO01968,2025-01,2025-01-24,2025-02-01,FWD5871C,产线-04,4936,4739,0.96,69,已完成,早班
WO01969,2024-12,2024-12-23,2025-01-03,FWD302,产线-02,1799,1583,0.88,13,生产中,夜班
WO01970,2025-08,2025-08-16,2025-08-17,FWD6602E,产线-02,4891,4108,0.84,78,已完成,早班
WO01971,2025-09,2025-09-12,2025-09-15,FWDD10X,产线-07,6591,5734,0.87,78,计划,夜班
WO01972,2025-09,2025-09-28,2025-10-03,FWD7322B,产线-06,4065,3618,0.89,34,已完成,早班
WO01973,2025-11,2025-11-03,2025-11-11,FWD221,产线-06,1832,1484,0.81,33,计划,中班
WO01974,2025-01,2025-01-13,2025-01-19,FWDV080,产线-08,3746,3559,0.95,49,已完成,早班
WO01975,2024-10,2024-10-12,2024-10-13,FWDD29M,产线-02,7379,5977,0.81,13,已完成,夜班
WO01976,2024-10,2024-10-03,2024-10-06,FWDD29L,产线-04,302,287,0.95,1,已完成,夜班
WO01977,2024-11,2024-11-08,2024-11-12,FWD6003,产线-02,5199,4575,0.88,60,生产中,中班
WO01978,2025-01,2025-01-08,2025-01-16,FWD4002,产线-05,950,770,0.81,12,计划,早班
WO01979,2025-09,2025-09-17,2025-09-27,FWD111,产线-03,5874,5345,0.91,108,已完成,中班
WO01980,2025-02,2025-02-28,2025-03-04,FWD219,产线-07,6500,6175,0.95,45,已完成,中班
WO01981,2025-01,2025-01-22,2025-02-03,FWD502,产线-04,5136,4879,0.95,4,生产中,中班
WO01982,2024-11,2024-11-16,2024-11-19,FWD6501,产线-02,6859,6105,0.89,22,生产中,早班
WO01983,2025-11,2025-11-26,2025-11-30,FWD7365,产线-05,7666,7283,0.95,138,生产中,夜班
WO01984,2025-06,2025-06-03,2025-06-16,FWDV150,产线-02,4173,3547,0.85,33,已完成,早班
WO01985,2025-03,2025-03-28,2025-04-08,FWD6830,产线-02,1297,1245,0.96,18,已完成,夜班
WO01986,2025-02,2025-02-23,2025-02-27,FWD5891,产线-02,800,768,0.96,16,已完成,夜班
WO01987,2025-10,2025-10-04,2025-10-12,FWD3112,产线-08,3955,3480,0.88,77,已完成,中班
WO01988,2024-10,2024-10-11,2024-10-24,FWD301,产线-05,7938,7224,0.91,153,计划,夜班
WO01989,2025-05,2025-05-07,2025-05-13,FWD430,产线-03,3225,2999,0.93,29,已完成,中班
WO01990,2025-02,2025-02-05,2025-02-08,FWD6219,产线-03,3183,2674,0.84,22,已完成,早班
WO01991,2024-10,2024-10-14,2024-10-23,FWD219WR,产线-01,5026,4071,0.81,7,计划,夜班
WO01992,2025-03,2025-03-02,2025-03-15,FWD524,产线-01,7101,6533,0.92,27,计划,中班
WO01993,2025-08,2025-08-05,2025-08-14,FWD6502,产线-02,293,243,0.83,4,已完成,中班
WO01994,2024-12,2024-12-25,2025-01-03,HC010AS,产线-08,4429,3632,0.82,17,生产中,夜班
WO01995,2025-07,2025-07-06,2025-07-14,FWD427,产线-07,4080,3590,0.88,34,计划,中班
WO01996,2024-10,2024-10-27,2024-11-08,BHC9337GP,产线-04,6525,6460,0.99,103,计划,中班
WO01997,2025-04,2025-04-08,2025-04-10,FWD6504T,产线-05,2038,1814,0.89,7,已完成,夜班
WO01998,2025-06,2025-06-26,2025-07-03,FWD5800D,产线-04,4809,4713,0.98,3,已完成,中班
WO01999,2024-12,2024-12-24,2024-12-28,FWD6018,产线-05,7685,7531,0.98,66,已完成,夜班
WO02000,2025-07,2025-07-22,2025-07-26,FWD6840,产线-02,3462,2943,0.85,34,已完成,中班
WO02001,2025-10,2025-10-16,2025-10-17,FWD302WR,产线-07,3709,3190,0.86,34,已完成,夜班
WO02002,2025-05,2025-05-16,2025-05-29,FWD6303,产线-08,3814,3394,0.89,15,已完成,早班
WO02003,2024-12,2024-12-16,2024-12-21,FWD4012,产线-02,5639,4680,0.83,79,计划,早班
WO02004,2025-04,2025-04-06,2025-04-07,FWDV080B,产线-02,6832,5739,0.84,63,生产中,中班
WO02005,2025-11,2025-11-20,2025-12-02,FWD525WR,产线-06,2652,2334,0.88,30,已完成,夜班
WO02006,2025-08,2025-08-12,2025-08-13,BHC9230YBH,产线-03,5721,5607,0.98,62,已完成,中班
WO02007,2024-11,2024-11-09,2024-11-17,FWD301,产线-07,6957,5705,0.82,25,已完成,早班
WO02008,2025-02,2025-02-20,2025-02-27,FWD215,产线-08,7254,6819,0.94,15,已完成,早班
WO02009,2025-02,2025-02-22,2025-02-28,FWDV040B,产线-05,1571,1477,0.94,28,计划,夜班
WO02010,2025-03,2025-03-01,2025-03-05,FWD353,产线-06,6030,5306,0.88,70,生产中,早班
WO02011,2025-06,2025-06-12,2025-06-24,FWD6163,产线-04,6043,5137,0.85,112,已完成,夜班
WO02012,2024-11,2024-11-13,2024-11-25,FWD6300,产线-07,2573,2547,0.99,30,生产中,中班
WO02013,2025-07,2025-07-17,2025-07-20,FWD6840,产线-01,1639,1508,0.92,24,已完成,夜班
WO02014,2025-02,2025-02-06,2025-02-09,FWD201,产线-03,1129,1106,0.98,16,已完成,早班
WO02015,2025-01,2025-01-07,2025-01-11,FWD500,产线-05,4569,4523,0.99,85,已完成,夜班
WO02016,2024-12,2024-12-11,2024-12-22,FWD201WR,产线-07,2716,2716,1.0,9,计划,夜班
WO02017,2025-07,2025-07-16,2025-07-18,FWD5871C,产线-07,4435,4036,0.91,80,已完成,夜班
WO02018,2024-12,2024-12-09,2024-12-18,FWD151WR,产线-01,3065,2942,0.96,17,计划,夜班
WO02019,2025-03,2025-03-24,2025-04-06,FWD6910,产线-01,4215,3751,0.89,81,计划,夜班
WO02020,2025-02,2025-02-08,2025-02-22,FWD305,产线-01,7967,6931,0.87,154,计划,早班
WO02021,2025-10,2025-10-19,2025-10-28,FWD5800,产线-07,2885,2654,0.92,49,生产中,夜班
WO02022,2025-07,2025-07-27,2025-08-04,FWD173,产线-01,1392,1155,0.83,23,计划,中班
WO02023,2025-11,2025-11-14,2025-11-20,FWD6500,产线-01,234,220,0.94,3,已完成,中班
WO02024,2025-04,2025-04-24,2025-05-04,FWD221WR,产线-02,1719,1547,0.9,7,已完成,夜班
WO02025,2025-04,2025-04-19,2025-04-22,FWD153,产线-08,1602,1330,0.83,18,已完成,夜班
WO02026,2024-12,2024-12-25,2025-01-03,BHC5518,产线-03,2865,2578,0.9,47,生产中,中班
WO02027,2025-08,2025-08-15,2025-08-23,FWD6219,产线-01,4215,4046,0.96,54,计划,早班
WO02028,2025-05,2025-05-09,2025-05-16,FWD6003T,产线-06,440,418,0.95,5,已完成,中班
WO02029,2025-03,2025-03-28,2025-03-30,FWD6504T,产线-02,1609,1593,0.99,4,生产中,中班
WO02030,2025-08,2025-08-21,2025-08-27,FWD216,产线-04,5705,4621,0.81,104,生产中,早班
WO02031,2025-11,2025-11-18,2025-11-21,FWD111MT,产线-02,2854,2512,0.88,34,生产中,早班
WO02032,2024-11,2024-11-10,2024-11-22,FWD5874A,产线-08,5413,4655,0.86,16,生产中,夜班
WO02033,2024-12,2024-12-14,2024-12-21,FWD3112,产线-07,3107,3045,0.98,12,已完成,早班
WO02034,2024-12,2024-12-08,2024-12-13,FWD427,产线-03,1407,1182,0.84,6,已完成,中班
WO02035,2025-06,2025-06-02,2025-06-04,FWD6300T,产线-07,5451,5069,0.93,4,计划,早班
WO02036,2025-08,2025-08-10,2025-08-16,FWD6001,产线-01,2269,2019,0.89,20,生产中,夜班
WO02037,2025-11,2025-11-09,2025-11-22,FWD6006,产线-04,733,689,0.94,2,计划,早班
WO02038,2025-02,2025-02-18,2025-02-28,FWD3500,产线-07,2522,2068,0.82,49,已完成,夜班
WO02039,2025-11,2025-11-27,2025-11-30,FWD120,产线-02,2705,2462,0.91,34,已完成,中班
WO02040,2025-03,2025-03-25,2025-03-29,FWDD21L,产线-03,6972,5926,0.85,108,已完成,夜班
WO02041,2025-03,2025-03-28,2025-04-09,FWD100,产线-04,7608,6847,0.9,78,生产中,早班
WO02042,2025-08,2025-08-18,2025-08-23,FWD6501,产线-07,5919,4913,0.83,48,计划,早班
WO02043,2024-11,2024-11-24,2024-11-27,FWD325,产线-02,6862,6656,0.97,54,生产中,夜班
WO02044,2025-09,2025-09-08,2025-09-19,FWD418B,产线-08,1192,1013,0.85,15,已完成,夜班
WO02045,2025-02,2025-02-19,2025-02-25,FWD6820,产线-05,971,777,0.8,5,已完成,早班
WO02046,2024-12,2024-12-23,2024-12-31,FWD408,产线-07,4886,4837,0.99,87,生产中,夜班
WO02047,2025-01,2025-01-10,2025-01-19,FWD304,产线-05,7160,6945,0.97,87,计划,早班
WO02048,2024-11,2024-11-02,2024-11-12,HC010AS,产线-04,372,309,0.83,6,已完成,中班
WO02049,2025-03,2025-03-28,2025-04-06,FWD304,产线-04,6319,6129,0.97,28,计划,早班
WO02050,2025-11,2025-11-24,2025-11-29,FWD6504,产线-03,6159,5174,0.84,91,已完成,中班
WO02051,2025-09,2025-09-06,2025-09-08,BHC9227GOH,产线-05,2551,2372,0.93,24,已完成,中班
WO02052,2025-01,2025-01-16,2025-01-19,FWD151WR,产线-02,5423,4664,0.86,23,已完成,早班
WO02053,2025-04,2025-04-05,2025-04-13,BHC9321RY,产线-07,5345,4329,0.81,37,已完成,中班
WO02054,2025-02,2025-02-16,2025-02-25,FWD5519WR,产线-06,6259,5571,0.89,80,已完成,夜班
WO02055,2024-12,2024-12-18,2024-12-25,FWD532,产线-08,4019,3376,0.84,74,已完成,夜班
WO02056,2025-01,2025-01-01,2025-01-14,FWD508WR,产线-07,6243,5119,0.82,69,计划,中班
WO02057,2025-06,2025-06-05,2025-06-08,FWD5893,产线-04,1447,1404,0.97,9,已完成,早班
WO02058,2025-04,2025-04-27,2025-05-04,FWD152,产线-02,2743,2633,0.96,5,已完成,夜班
WO02059,2024-12,2024-12-08,2024-12-09,FWD503,产线-02,2865,2779,0.97,13,已完成,早班
WO02060,2024-12,2024-12-10,2024-12-24,FWDD28X,产线-01,4510,4194,0.93,22,生产中,夜班
WO02061,2025-01,2025-01-22,2025-01-30,FWD153,产线-07,3543,3153,0.89,38,已完成,早班
WO02062,2025-04,2025-04-18,2025-04-29,FWD7322,产线-03,6268,5077,0.81,66,生产中,早班
WO02063,2024-10,2024-10-11,2024-10-23,FWD308,产线-07,2119,1695,0.8,21,已完成,夜班
WO02064,2025-01,2025-01-22,2025-01-24,FWD502,产线-02,2199,2199,1.0,26,计划,早班
WO02065,2025-01,2025-01-21,2025-02-01,FWD5894,产线-04,4395,4263,0.97,23,已完成,夜班
WO02066,2025-06,2025-06-17,2025-06-25,FWD6224,产线-08,2376,2376,1.0,3,生产中,中班
WO02067,2024-10,2024-10-12,2024-10-21,FWD6603,产线-03,209,167,0.8,3,已完成,中班
WO02068,2025-03,2025-03-22,2025-04-03,FWD219,产线-07,5808,4821,0.83,102,已完成,早班
WO02069,2025-01,2025-01-21,2025-02-01,BHC9227GOH,产线-08,3272,2945,0.9,42,已完成,早班
WO02070,2025-11,2025-11-12,2025-11-17,FWD205,产线-07,1779,1459,0.82,29,计划,中班
WO02071,2025-07,2025-07-26,2025-08-05,FWD6002,产线-07,5586,5474,0.98,65,已完成,中班
WO02072,2025-08,2025-08-08,2025-08-12,FWD330,产线-01,2560,2483,0.97,11,已完成,夜班
WO02073,2025-10,2025-10-26,2025-10-30,FWD123T,产线-03,7293,7074,0.97,82,生产中,中班
WO02074,2025-11,2025-11-21,2025-11-23,FWDV580,产线-05,3359,3157,0.94,32,已完成,夜班
WO02075,2025-08,2025-08-14,2025-08-18,FWD205M,产线-04,574,517,0.9,1,生产中,早班
WO02076,2025-07,2025-07-25,2025-07-27,FWDV040B,产线-07,3168,2915,0.92,11,计划,中班
WO02077,2025-06,2025-06-07,2025-06-17,FWD3502,产线-01,1918,1592,0.83,31,计划,早班
WO02078,2024-10,2024-10-02,2024-10-16,FWD525,产线-04,3783,3329,0.88,47,生产中,夜班
WO02079,2025-05,2025-05-05,2025-05-14,FWD3504,产线-03,1493,1284,0.86,8,已完成,夜班
WO02080,2024-11,2024-11-04,2024-11-11,FWD119,产线-02,1008,958,0.95,9,已完成,早班
WO02081,2024-10,2024-10-20,2024-10-25,FWD525,产线-02,4951,4357,0.88,92,生产中,中班
WO02082,2025-01,2025-01-23,2025-01-31,FWDV155,产线-07,531,462,0.87,9,计划,中班
WO02083,2024-10,2024-10-28,2024-11-09,FWD152,产线-08,6132,5703,0.93,25,已完成,夜班
WO02084,2025-10,2025-10-20,2025-10-25,FWD223,产线-02,398,322,0.81,2,已完成,中班
WO02085,2025-04,2025-04-13,2025-04-26,BHC5518,产线-03,7122,6125,0.86,116,已完成,夜班
WO02086,2024-12,2024-12-02,2024-12-06,FWD5873A,产线-07,6402,5634,0.88,20,生产中,早班
WO02087,2025-06,2025-06-15,2025-06-20,FWD5873A,产线-06,7270,6543,0.9,43,计划,夜班
WO02088,2024-10,2024-10-10,2024-10-14,FWD215WR,产线-08,7325,7032,0.96,142,已完成,早班
WO02089,2025-04,2025-04-03,2025-04-10,BHC9233POH,产线-08,3892,3775,0.97,67,生产中,夜班
WO02090,2025-01,2025-01-13,2025-01-21,FWD421,产线-05,3800,3762,0.99,15,已完成,夜班
WO02091,2025-11,2025-11-07,2025-11-18,FWDD27X,产线-04,2667,2480,0.93,52,生产中,中班
WO02092,2024-10,2024-10-16,2024-10-29,FWD215WR,产线-03,4061,3533,0.87,22,计划,早班
WO02093,2025-01,2025-01-16,2025-01-19,FWD7305WR,产线-08,3205,3173,0.99,56,已完成,夜班
WO02094,2025-06,2025-06-16,2025-06-29,FWDD23L,产线-02,254,226,0.89,5,已完成,早班
WO02095,2024-10,2024-10-26,2024-11-06,FWD410,产线-04,6832,6764,0.99,125,已完成,夜班
WO02096,2025-03,2025-03-28,2025-04-10,FWD524WR,产线-07,4498,4003,0.89,1,已完成,中班
WO02097,2024-12,2024-12-21,2024-12-31,BHC9325BR,产线-03,5930,5634,0.95,9,计划,夜班
WO02098,2025-01,2025-01-20,2025-02-03,FWD306,产线-07,3774,3623,0.96,43,生产中,中班
WO02099,2025-06,2025-06-24,2025-07-03,BHC89235G,产线-04,4427,4073,0.92,87,已完成,中班
WO02100,2025-03,2025-03-15,2025-03-17,FWD355,产线-03,6342,5581,0.88,80,已完成,夜班
WO02101,2025-11,2025-11-01,2025-11-09,FWDV095B,产线-02,5656,4921,0.87,40,已完成,夜班
WO02102,2025-09,2025-09-25,2025-10-09,FWDD27L,产线-04,6284,5216,0.83,123,已完成,中班
WO02103,2025-10,2025-10-03,2025-10-09,FWD163,产线-01,5387,4794,0.89,43,已完成,早班
WO02104,2024-12,2024-12-11,2024-12-16,FWD5893,产线-08,1345,1318,0.98,18,已完成,中班
WO02105,2025-08,2025-08-10,2025-08-12,FWD5874A,产线-04,5382,4844,0.9,50,已完成,中班
WO02106,2024-12,2024-12-19,2024-12-21,FWD323WR,产线-05,3314,3215,0.97,44,已完成,夜班
WO02107,2025-01,2025-01-20,2025-01-25,FWD6224,产线-05,6383,6000,0.94,116,生产中,早班
WO02108,2025-02,2025-02-08,2025-02-13,FWD7331,产线-05,1867,1624,0.87,17,已完成,早班
WO02109,2025-07,2025-07-01,2025-07-14,BHC9327GP,产线-08,7131,6703,0.94,129,已完成,早班
WO02110,2025-04,2025-04-22,2025-04-26,FWD300WR,产线-03,4110,4069,0.99,78,已完成,早班
WO02111,2025-07,2025-07-17,2025-07-25,FWD249,产线-04,5296,5084,0.96,37,已完成,早班
WO02112,2025-10,2025-10-07,2025-10-18,BHC9326BM ,产线-03,3058,2813,0.92,42,计划,夜班
WO02113,2025-02,2025-02-06,2025-02-14,FWD355,产线-05,4150,3610,0.87,78,生产中,早班
WO02114,2024-10,2024-10-06,2024-10-12,BHC9225BMTH,产线-04,5164,4751,0.92,32,生产中,夜班
WO02115,2025-11,2025-11-13,2025-11-27,BHC9323PG,产线-06,2604,2370,0.91,5,已完成,夜班
WO02116,2025-01,2025-01-02,2025-01-13,FWD520,产线-08,5754,5351,0.93,91,已完成,夜班
WO02117,2025-04,2025-04-01,2025-04-09,FWD522,产线-01,1319,1174,0.89,10,已完成,中班
WO02118,2025-09,2025-09-07,2025-09-16,FWD4012,产线-07,5114,4654,0.91,11,计划,夜班
WO02119,2025-09,2025-09-26,2025-09-28,FWD4012,产线-04,606,527,0.87,3,生产中,夜班
WO02120,2025-07,2025-07-16,2025-07-18,FWD211,产线-05,2387,2029,0.85,14,已完成,夜班
WO02121,2025-09,2025-09-27,2025-10-09,FWD289,产线-03,7288,7215,0.99,15,已完成,夜班
WO02122,2024-10,2024-10-24,2024-11-02,FWD6002T,产线-08,7946,7231,0.91,88,计划,中班
WO02123,2024-10,2024-10-06,2024-10-12,FWD5519,产线-08,6180,5438,0.88,96,已完成,中班
WO02124,2025-05,2025-05-11,2025-05-25,FWD3504,产线-07,617,506,0.82,3,生产中,夜班
WO02125,2025-05,2025-05-05,2025-05-10,BHC9326BM ,产线-07,6611,6347,0.96,83,已完成,夜班
WO02126,2025-05,2025-05-08,2025-05-10,FWD6860,产线-01,3669,3082,0.84,58,已完成,中班
WO02127,2024-12,2024-12-27,2025-01-10,FWD123TS,产线-03,7711,7403,0.96,66,已完成,中班
WO02128,2025-07,2025-07-20,2025-07-26,FWD6005T,产线-06,2830,2321,0.82,14,已完成,夜班
WO02129,2025-06,2025-06-10,2025-06-18,FWDD23L,产线-02,7848,7613,0.97,62,计划,夜班
WO02130,2025-09,2025-09-09,2025-09-23,FWDV015,产线-05,934,841,0.9,3,已完成,夜班
WO02131,2025-02,2025-02-06,2025-02-14,FWD8205WR,产线-04,5750,5175,0.9,69,已完成,中班
WO02132,2025-06,2025-06-15,2025-06-19,FWD429,产线-01,3876,3760,0.97,6,已完成,中班
WO02133,2024-11,2024-11-20,2024-12-01,FWD6501,产线-08,3978,3620,0.91,15,计划,夜班
