wo_id,month,sku,production_line,sample_qty,defect_qty,defect_rate,defect_type,pass,inspector
WO01911,2025-05,FWD305,产线-08,86,3,0.03488,色差,False,QC-B
WO01912,2024-11,FWD221,产线-07,100,5,0.05,无,False,QC-B
WO01912,2024-11,FWD221,产线-07,36,0,0.0,粒径偏差,True,QC-B
WO01913,2024-11,FWD419B,产线-06,83,1,0.01205,无,True,QC-B
WO01913,2024-11,FWD419B,产线-06,47,1,0.02128,无,True,QC-A
WO01914,2024-10,FWD6502A,产线-06,82,3,0.03659,杂质,False,QC-C
WO01914,2024-10,FWD6502A,产线-06,22,1,0.04545,无,False,QC-C
WO01915,2025-11,FWD5800,产线-04,100,4,0.04,无,False,QC-B
WO01915,2025-11,FWD5800,产线-04,98,2,0.02041,无,True,QC-A
WO01916,2025-03,FWD300WR,产线-08,70,1,0.01429,无,True,QC-B
WO01916,2025-03,FWD300WR,产线-08,90,1,0.01111,色差,True,QC-C
WO01917,2024-11,FWD303WR,产线-06,65,3,0.04615,无,False,QC-C
WO01917,2024-11,FWD303WR,产线-06,20,1,0.05,粒径偏差,False,QC-A
WO01918,2025-11,FWD425B,产线-05,90,4,0.04444,无,False,QC-C
WO01918,2025-11,FWD425B,产线-05,48,2,0.04167,杂质,False,QC-B
WO01919,2025-03,FWD101,产线-07,93,1,0.01075,杂质,True,QC-A
WO01920,2025-09,FWD305,产线-08,48,2,0.04167,无,False,QC-C
WO01921,2025-08,FWD410,产线-08,32,0,0.0,无,True,QC-B
WO01921,2025-08,FWD410,产线-08,66,3,0.04545,色差,False,QC-C
WO01922,2025-11,FWD217,产线-05,63,0,0.0,色差,True,QC-B
WO01923,2025-11,FWD407,产线-06,48,0,0.0,粒径偏差,True,QC-B
WO01924,2025-09,FWD6205,产线-02,75,0,0.0,粒径偏差,True,QC-C
WO01924,2025-09,FWD6205,产线-02,83,2,0.0241,无,True,QC-B
WO01925,2025-06,FWD111M,产线-03,72,1,0.01389,色差,True,QC-A
WO01926,2025-07,FWD100,产线-05,46,1,0.02174,无,True,QC-B
WO01926,2025-07,FWD100,产线-05,53,2,0.03774,粒径偏差,False,QC-A
WO01927,2025-10,FWDV040,产线-06,92,0,0.0,杂质,True,QC-A
WO01927,2025-10,FWDV040,产线-06,94,3,0.03191,无,False,QC-C
WO01928,2024-11,FWD6001,产线-03,26,0,0.0,无,True,QC-C
WO01929,2025-09,FWD424,产线-01,32,0,0.0,色差,True,QC-A
WO01929,2025-09,FWD424,产线-01,46,0,0.0,无,True,QC-A
WO01930,2025-02,FWD259,产线-08,97,3,0.03093,无,False,QC-C
WO01931,2024-10,FWD901KSW,产线-01,45,2,0.04444,无,False,QC-B
WO01932,2024-10,FWD205A,产线-03,60,1,0.01667,粒径偏差,True,QC-C
WO01932,2024-10,FWD205A,产线-03,49,2,0.04082,无,False,QC-C
WO01933,2025-10,FWD5870B,产线-06,93,3,0.03226,无,False,QC-C
WO01933,2025-10,FWD5870B,产线-06,40,2,0.05,无,False,QC-C
WO01934,2025-11,FWD5891,产线-01,23,0,0.0,无,True,QC-C
WO01934,2025-11,FWD5891,产线-01,76,0,0.0,色差,True,QC-B
WO01935,2025-02,FWD5519WR,产线-03,36,1,0.02778,色差,True,QC-C
WO01935,2025-02,FWD5519WR,产线-03,47,0,0.0,粒径偏差,True,QC-C
WO01936,2025-02,FWD410,产线-06,57,1,0.01754,粒径偏差,True,QC-A
WO01936,2025-02,FWD410,产线-06,80,1,0.0125,无,True,QC-A
WO01937,2025-10,FWD121WR,产线-03,21,0,0.0,无,True,QC-C
WO01937,2025-10,FWD121WR,产线-03,26,0,0.0,无,True,QC-A
WO01938,2025-05,FWD235WR,产线-06,76,3,0.03947,无,False,QC-C
WO01939,2025-07,FWD413,产线-04,34,1,0.02941,无,True,QC-A
WO01940,2025-10,FWD111M,产线-03,26,1,0.03846,色差,False,QC-C
WO01941,2025-04,FWD6500A,产线-07,59,0,0.0,无,True,QC-C
WO01941,2025-04,FWD6500A,产线-07,40,2,0.05,杂质,False,QC-C
WO01942,2024-11,FWD535,产线-03,32,0,0.0,无,True,QC-A
WO01942,2024-11,FWD535,产线-03,78,0,0.0,无,True,QC-B
WO01943,2024-12,FWDD21M,产线-02,88,3,0.03409,粒径偏差,False,QC-B
WO01943,2024-12,FWDD21M,产线-02,70,2,0.02857,杂质,True,QC-B
WO01944,2025-02,FWD001,产线-02,48,2,0.04167,杂质,False,QC-A
WO01944,2025-02,FWD001,产线-02,65,0,0.0,杂质,True,QC-C
WO01945,2025-01,FWD500,产线-01,93,2,0.02151,粒径偏差,True,QC-C
WO01945,2025-01,FWD500,产线-01,94,1,0.01064,无,True,QC-C
WO01946,2025-05,FWD419B,产线-04,56,1,0.01786,杂质,True,QC-C
WO01946,2025-05,FWD419B,产线-04,36,1,0.02778,无,True,QC-B
WO01947,2024-11,FWD6504,产线-06,44,2,0.04545,杂质,False,QC-B
WO01948,2025-02,FWD5871A,产线-01,48,2,0.04167,粒径偏差,False,QC-A
WO01949,2025-08,FWD6850,产线-04,83,1,0.01205,色差,True,QC-C
WO01950,2024-12,FWD6002A,产线-08,96,3,0.03125,无,False,QC-A
WO01951,2025-07,FWD520WR,产线-06,85,1,0.01176,无,True,QC-C
WO01951,2025-07,FWD520WR,产线-06,45,0,0.0,杂质,True,QC-C
WO01952,2025-03,FWD101,产线-08,25,0,0.0,色差,True,QC-B
WO01952,2025-03,FWD101,产线-08,85,1,0.01176,无,True,QC-B
WO01953,2024-10,FWD530,产线-03,62,2,0.03226,无,False,QC-C
WO01954,2025-09,FWD3504,产线-01,72,2,0.02778,无,True,QC-B
WO01955,2024-11,FWD306,产线-03,26,0,0.0,无,True,QC-A
WO01955,2024-11,FWD306,产线-03,26,1,0.03846,无,False,QC-A
WO01956,2025-02,FWD504,产线-07,51,0,0.0,无,True,QC-C
WO01957,2024-10,FWD6830,产线-08,21,0,0.0,无,True,QC-A
WO01958,2025-07,FWD123,产线-03,80,1,0.0125,粒径偏差,True,QC-C
WO01958,2025-07,FWD123,产线-03,35,0,0.0,杂质,True,QC-B
WO01959,2025-11,FWD508,产线-03,93,4,0.04301,无,False,QC-B
WO01960,2025-03,FWDD29M,产线-05,60,3,0.05,色差,False,QC-A
WO01961,2025-11,FWD5894,产线-04,90,0,0.0,无,True,QC-A
WO01962,2025-04,FWD6504,产线-02,39,0,0.0,无,True,QC-C
WO01962,2025-04,FWD6504,产线-02,96,2,0.02083,杂质,True,QC-C
WO01963,2025-10,FWD306WR,产线-02,31,1,0.03226,杂质,False,QC-C
WO01963,2025-10,FWD306WR,产线-02,95,0,0.0,粒径偏差,True,QC-B
WO01964,2025-01,FWD6860,产线-04,43,2,0.04651,无,False,QC-B
WO01964,2025-01,FWD6860,产线-04,59,0,0.0,无,True,QC-B
WO01965,2025-10,BHC9327GP,产线-06,97,0,0.0,无,True,QC-C
WO01966,2025-04,FWD5519WR,产线-05,83,2,0.0241,无,True,QC-C
WO01967,2024-10,FWD152WR,产线-01,65,2,0.03077,色差,False,QC-B
WO01967,2024-10,FWD152WR,产线-01,54,2,0.03704,无,False,QC-B
WO01968,2025-01,FWD5871C,产线-04,62,3,0.04839,无,False,QC-A
WO01968,2025-01,FWD5871C,产线-04,52,1,0.01923,杂质,True,QC-C
WO01969,2024-12,FWD302,产线-02,36,1,0.02778,色差,True,QC-A
WO01969,2024-12,FWD302,产线-02,56,0,0.0,杂质,True,QC-C
WO01970,2025-08,FWD6602E,产线-02,26,0,0.0,粒径偏差,True,QC-A
WO01970,2025-08,FWD6602E,产线-02,58,1,0.01724,无,True,QC-B
WO01971,2025-09,FWDD10X,产线-07,61,0,0.0,无,True,QC-C
WO01972,2025-09,FWD7322B,产线-06,25,0,0.0,无,True,QC-C
WO01972,2025-09,FWD7322B,产线-06,75,1,0.01333,杂质,True,QC-A
WO01973,2025-11,FWD221,产线-06,32,1,0.03125,粒径偏差,False,QC-C
WO01973,2025-11,FWD221,产线-06,56,1,0.01786,无,True,QC-A
WO01974,2025-01,FWDV080,产线-08,29,1,0.03448,无,False,QC-B
WO01975,2024-10,FWDD29M,产线-02,72,2,0.02778,杂质,True,QC-B
WO01976,2024-10,FWDD29L,产线-04,44,2,0.04545,色差,False,QC-B
WO01976,2024-10,FWDD29L,产线-04,54,2,0.03704,色差,False,QC-B
WO01977,2024-11,FWD6003,产线-02,74,2,0.02703,杂质,True,QC-B
WO01977,2024-11,FWD6003,产线-02,47,2,0.04255,无,False,QC-C
WO01978,2025-01,FWD4002,产线-05,76,1,0.01316,粒径偏差,True,QC-A
WO01978,2025-01,FWD4002,产线-05,86,2,0.02326,色差,True,QC-C
WO01979,2025-09,FWD111,产线-03,61,1,0.01639,无,True,QC-A
WO01980,2025-02,FWD219,产线-07,36,1,0.02778,无,True,QC-A
WO01980,2025-02,FWD219,产线-07,78,3,0.03846,杂质,False,QC-C
WO01981,2025-01,FWD502,产线-04,59,1,0.01695,杂质,True,QC-C
WO01981,2025-01,FWD502,产线-04,81,1,0.01235,色差,True,QC-C
WO01982,2024-11,FWD6501,产线-02,33,0,0.0,无,True,QC-B
WO01982,2024-11,FWD6501,产线-02,37,1,0.02703,杂质,True,QC-C
WO01983,2025-11,FWD7365,产线-05,79,0,0.0,杂质,True,QC-B
WO01983,2025-11,FWD7365,产线-05,37,0,0.0,无,True,QC-A
WO01984,2025-06,FWDV150,产线-02,79,2,0.02532,色差,True,QC-C
WO01984,2025-06,FWDV150,产线-02,68,0,0.0,粒径偏差,True,QC-A
WO01985,2025-03,FWD6830,产线-02,54,1,0.01852,杂质,True,QC-B
WO01986,2025-02,FWD5891,产线-02,73,3,0.0411,色差,False,QC-A
WO01987,2025-10,FWD3112,产线-08,71,0,0.0,杂质,True,QC-B
WO01988,2024-10,FWD301,产线-05,27,1,0.03704,无,False,QC-B
WO01989,2025-05,FWD430,产线-03,84,1,0.0119,色差,True,QC-C
WO01990,2025-02,FWD6219,产线-03,86,2,0.02326,无,True,QC-A
WO01990,2025-02,FWD6219,产线-03,91,1,0.01099,粒径偏差,True,QC-A
WO01991,2024-10,FWD219WR,产线-01,34,0,0.0,无,True,QC-B
WO01992,2025-03,FWD524,产线-01,58,1,0.01724,无,True,QC-A
WO01992,2025-03,FWD524,产线-01,81,0,0.0,粒径偏差,True,QC-C
WO01993,2025-08,FWD6502,产线-02,77,3,0.03896,无,False,QC-A
WO01994,2024-12,HC010AS,产线-08,29,1,0.03448,杂质,False,QC-A
WO01994,2024-12,HC010AS,产线-08,46,0,0.0,色差,True,QC-A
WO01995,2025-07,FWD427,产线-07,73,3,0.0411,无,False,QC-C
WO01996,2024-10,BHC9337GP,产线-04,98,1,0.0102,无,True,QC-A
WO01997,2025-04,FWD6504T,产线-05,87,0,0.0,无,True,QC-C
WO01997,2025-04,FWD6504T,产线-05,58,0,0.0,杂质,True,QC-C
WO01998,2025-06,FWD5800D,产线-04,38,0,0.0,无,True,QC-C
WO01998,2025-06,FWD5800D,产线-04,42,1,0.02381,色差,True,QC-A
WO01999,2024-12,FWD6018,产线-05,82,1,0.0122,杂质,True,QC-C
WO02000,2025-07,FWD6840,产线-02,63,2,0.03175,粒径偏差,False,QC-B
WO02000,2025-07,FWD6840,产线-02,95,2,0.02105,无,True,QC-A
WO02001,2025-10,FWD302WR,产线-07,74,3,0.04054,无,False,QC-B
WO02002,2025-05,FWD6303,产线-08,33,0,0.0,无,True,QC-A
WO02003,2024-12,FWD4012,产线-02,74,3,0.04054,无,False,QC-A
WO02003,2024-12,FWD4012,产线-02,76,1,0.01316,色差,True,QC-A
WO02004,2025-04,FWDV080B,产线-02,21,0,0.0,杂质,True,QC-A
WO02005,2025-11,FWD525WR,产线-06,51,2,0.03922,无,False,QC-B
WO02005,2025-11,FWD525WR,产线-06,53,2,0.03774,无,False,QC-A
WO02006,2025-08,BHC9230YBH,产线-03,33,0,0.0,无,True,QC-C
WO02007,2024-11,FWD301,产线-07,73,2,0.0274,色差,True,QC-B
WO02008,2025-02,FWD215,产线-08,70,0,0.0,无,True,QC-B
WO02008,2025-02,FWD215,产线-08,53,2,0.03774,无,False,QC-C
WO02009,2025-02,FWDV040B,产线-05,96,3,0.03125,无,False,QC-C
WO02010,2025-03,FWD353,产线-06,26,0,0.0,无,True,QC-C
WO02011,2025-06,FWD6163,产线-04,87,1,0.01149,杂质,True,QC-B
WO02012,2024-11,FWD6300,产线-07,69,2,0.02899,无,True,QC-C
WO02012,2024-11,FWD6300,产线-07,87,0,0.0,无,True,QC-B
WO02013,2025-07,FWD6840,产线-01,53,2,0.03774,无,False,QC-B
WO02013,2025-07,FWD6840,产线-01,74,2,0.02703,无,True,QC-A
WO02014,2025-02,FWD201,产线-03,99,2,0.0202,无,True,QC-B
WO02015,2025-01,FWD500,产线-05,50,2,0.04,粒径偏差,False,QC-B
WO02015,2025-01,FWD500,产线-05,43,0,0.0,无,True,QC-C
WO02016,2024-12,FWD201WR,产线-07,82,4,0.04878,杂质,False,QC-C
WO02016,2024-12,FWD201WR,产线-07,63,2,0.03175,无,False,QC-B
WO02017,2025-07,FWD5871C,产线-07,72,1,0.01389,无,True,QC-C
WO02017,2025-07,FWD5871C,产线-07,75,2,0.02667,粒径偏差,True,QC-B
WO02018,2024-12,FWD151WR,产线-01,31,0,0.0,无,True,QC-A
WO02019,2025-03,FWD6910,产线-01,57,0,0.0,无,True,QC-C
WO02020,2025-02,FWD305,产线-01,75,0,0.0,粒径偏差,True,QC-A
WO02021,2025-10,FWD5800,产线-07,52,0,0.0,杂质,True,QC-B
WO02021,2025-10,FWD5800,产线-07,30,1,0.03333,粒径偏差,False,QC-B
WO02022,2025-07,FWD173,产线-01,81,3,0.03704,无,False,QC-A
WO02023,2025-11,FWD6500,产线-01,62,3,0.04839,色差,False,QC-B
WO02023,2025-11,FWD6500,产线-01,22,0,0.0,色差,True,QC-B
WO02024,2025-04,FWD221WR,产线-02,75,1,0.01333,无,True,QC-C
WO02025,2025-04,FWD153,产线-08,68,0,0.0,色差,True,QC-A
WO02025,2025-04,FWD153,产线-08,76,3,0.03947,无,False,QC-B
WO02026,2024-12,BHC5518,产线-03,65,0,0.0,粒径偏差,True,QC-B
WO02026,2024-12,BHC5518,产线-03,22,0,0.0,杂质,True,QC-C
WO02027,2025-08,FWD6219,产线-01,36,0,0.0,粒径偏差,True,QC-B
WO02028,2025-05,FWD6003T,产线-06,54,2,0.03704,杂质,False,QC-A
WO02029,2025-03,FWD6504T,产线-02,77,1,0.01299,色差,True,QC-A
WO02030,2025-08,FWD216,产线-04,66,0,0.0,无,True,QC-A
WO02031,2025-11,FWD111MT,产线-02,22,0,0.0,杂质,True,QC-C
WO02032,2024-11,FWD5874A,产线-08,89,3,0.03371,粒径偏差,False,QC-B
WO02032,2024-11,FWD5874A,产线-08,63,3,0.04762,粒径偏差,False,QC-C
WO02033,2024-12,FWD3112,产线-07,76,2,0.02632,无,True,QC-B
WO02034,2024-12,FWD427,产线-03,34,1,0.02941,无,True,QC-B
WO02035,2025-06,FWD6300T,产线-07,59,2,0.0339,无,False,QC-C
WO02036,2025-08,FWD6001,产线-01,63,3,0.04762,无,False,QC-C
WO02036,2025-08,FWD6001,产线-01,29,0,0.0,色差,True,QC-C
WO02037,2025-11,FWD6006,产线-04,42,0,0.0,无,True,QC-A
WO02037,2025-11,FWD6006,产线-04,47,1,0.02128,粒径偏差,True,QC-B
WO02038,2025-02,FWD3500,产线-07,48,1,0.02083,色差,True,QC-A
WO02038,2025-02,FWD3500,产线-07,56,1,0.01786,色差,True,QC-C
WO02039,2025-11,FWD120,产线-02,98,2,0.02041,无,True,QC-C
WO02040,2025-03,FWDD21L,产线-03,42,0,0.0,粒径偏差,True,QC-B
WO02040,2025-03,FWDD21L,产线-03,87,1,0.01149,无,True,QC-C
WO02041,2025-03,FWD100,产线-04,76,2,0.02632,杂质,True,QC-C
WO02042,2025-08,FWD6501,产线-07,26,0,0.0,无,True,QC-B
WO02042,2025-08,FWD6501,产线-07,40,0,0.0,无,True,QC-A
WO02043,2024-11,FWD325,产线-02,58,1,0.01724,粒径偏差,True,QC-B
WO02044,2025-09,FWD418B,产线-08,62,3,0.04839,无,False,QC-B
WO02045,2025-02,FWD6820,产线-05,81,3,0.03704,无,False,QC-C
WO02046,2024-12,FWD408,产线-07,49,0,0.0,色差,True,QC-B
WO02047,2025-01,FWD304,产线-05,37,1,0.02703,色差,True,QC-B
WO02047,2025-01,FWD304,产线-05,20,1,0.05,无,False,QC-A
WO02048,2024-11,HC010AS,产线-04,74,2,0.02703,色差,True,QC-C
WO02048,2024-11,HC010AS,产线-04,54,2,0.03704,杂质,False,QC-B
WO02049,2025-03,FWD304,产线-04,30,1,0.03333,无,False,QC-B
WO02049,2025-03,FWD304,产线-04,62,1,0.01613,无,True,QC-A
WO02050,2025-11,FWD6504,产线-03,59,0,0.0,无,True,QC-A
WO02050,2025-11,FWD6504,产线-03,90,2,0.02222,杂质,True,QC-A
WO02051,2025-09,BHC9227GOH,产线-05,64,1,0.01562,无,True,QC-A
WO02051,2025-09,BHC9227GOH,产线-05,91,0,0.0,无,True,QC-C
WO02052,2025-01,FWD151WR,产线-02,79,2,0.02532,杂质,True,QC-C
WO02053,2025-04,BHC9321RY,产线-07,62,3,0.04839,色差,False,QC-B
WO02053,2025-04,BHC9321RY,产线-07,68,1,0.01471,无,True,QC-C
WO02054,2025-02,FWD5519WR,产线-06,62,3,0.04839,无,False,QC-A
WO02055,2024-12,FWD532,产线-08,46,0,0.0,无,True,QC-C
WO02056,2025-01,FWD508WR,产线-07,72,1,0.01389,无,True,QC-C
WO02057,2025-06,FWD5893,产线-04,39,0,0.0,杂质,True,QC-C
WO02058,2025-04,FWD152,产线-02,65,1,0.01538,粒径偏差,True,QC-C
WO02058,2025-04,FWD152,产线-02,65,3,0.04615,无,False,QC-C
WO02059,2024-12,FWD503,产线-02,78,2,0.02564,无,True,QC-C
WO02060,2024-12,FWDD28X,产线-01,96,3,0.03125,色差,False,QC-C
WO02060,2024-12,FWDD28X,产线-01,49,2,0.04082,无,False,QC-B
WO02061,2025-01,FWD153,产线-07,80,3,0.0375,无,False,QC-C
WO02061,2025-01,FWD153,产线-07,43,2,0.04651,色差,False,QC-C
WO02062,2025-04,FWD7322,产线-03,47,1,0.02128,无,True,QC-B
WO02062,2025-04,FWD7322,产线-03,41,2,0.04878,无,False,QC-A
WO02063,2024-10,FWD308,产线-07,33,0,0.0,杂质,True,QC-A
WO02064,2025-01,FWD502,产线-02,30,0,0.0,色差,True,QC-A
WO02064,2025-01,FWD502,产线-02,46,2,0.04348,杂质,False,QC-C
WO02065,2025-01,FWD5894,产线-04,40,2,0.05,无,False,QC-C
WO02065,2025-01,FWD5894,产线-04,81,3,0.03704,色差,False,QC-B
WO02066,2025-06,FWD6224,产线-08,96,0,0.0,粒径偏差,True,QC-C
WO02066,2025-06,FWD6224,产线-08,71,2,0.02817,无,True,QC-C
WO02067,2024-10,FWD6603,产线-03,47,2,0.04255,杂质,False,QC-A
WO02067,2024-10,FWD6603,产线-03,46,0,0.0,粒径偏差,True,QC-B
WO02068,2025-03,FWD219,产线-07,42,0,0.0,无,True,QC-A
WO02068,2025-03,FWD219,产线-07,20,0,0.0,无,True,QC-A
WO02069,2025-01,BHC9227GOH,产线-08,21,1,0.04762,粒径偏差,False,QC-B
WO02069,2025-01,BHC9227GOH,产线-08,47,2,0.04255,杂质,False,QC-C
WO02070,2025-11,FWD205,产线-07,91,2,0.02198,粒径偏差,True,QC-C
WO02071,2025-07,FWD6002,产线-07,21,1,0.04762,粒径偏差,False,QC-B
WO02071,2025-07,FWD6002,产线-07,60,0,0.0,杂质,True,QC-C
WO02072,2025-08,FWD330,产线-01,74,1,0.01351,无,True,QC-B
WO02073,2025-10,FWD123T,产线-03,37,1,0.02703,无,True,QC-C
WO02073,2025-10,FWD123T,产线-03,72,1,0.01389,无,True,QC-A
WO02074,2025-11,FWDV580,产线-05,98,1,0.0102,无,True,QC-A
WO02074,2025-11,FWDV580,产线-05,86,2,0.02326,无,True,QC-A
WO02075,2025-08,FWD205M,产线-04,82,0,0.0,杂质,True,QC-A
WO02075,2025-08,FWD205M,产线-04,24,1,0.04167,杂质,False,QC-B
WO02076,2025-07,FWDV040B,产线-07,49,2,0.04082,杂质,False,QC-A
WO02076,2025-07,FWDV040B,产线-07,77,0,0.0,粒径偏差,True,QC-B
WO02077,2025-06,FWD3502,产线-01,45,0,0.0,杂质,True,QC-A
WO02077,2025-06,FWD3502,产线-01,48,1,0.02083,杂质,True,QC-C
WO02078,2024-10,FWD525,产线-04,52,2,0.03846,无,False,QC-C
WO02078,2024-10,FWD525,产线-04,66,3,0.04545,无,False,QC-C
WO02079,2025-05,FWD3504,产线-03,92,1,0.01087,无,True,QC-C
WO02079,2025-05,FWD3504,产线-03,77,3,0.03896,粒径偏差,False,QC-B
WO02080,2024-11,FWD119,产线-02,80,0,0.0,无,True,QC-A
WO02081,2024-10,FWD525,产线-02,77,2,0.02597,粒径偏差,True,QC-B
WO02082,2025-01,FWDV155,产线-07,43,2,0.04651,色差,False,QC-C
WO02082,2025-01,FWDV155,产线-07,84,1,0.0119,粒径偏差,True,QC-B
WO02083,2024-10,FWD152,产线-08,49,1,0.02041,无,True,QC-C
WO02084,2025-10,FWD223,产线-02,76,3,0.03947,杂质,False,QC-A
WO02084,2025-10,FWD223,产线-02,56,0,0.0,无,True,QC-A
WO02085,2025-04,BHC5518,产线-03,42,2,0.04762,色差,False,QC-A
WO02085,2025-04,BHC5518,产线-03,69,3,0.04348,无,False,QC-C
WO02086,2024-12,FWD5873A,产线-07,21,0,0.0,无,True,QC-A
WO02087,2025-06,FWD5873A,产线-06,63,1,0.01587,杂质,True,QC-C
WO02088,2024-10,FWD215WR,产线-08,73,0,0.0,粒径偏差,True,QC-C
WO02089,2025-04,BHC9233POH,产线-08,98,2,0.02041,无,True,QC-A
WO02090,2025-01,FWD421,产线-05,30,0,0.0,无,True,QC-C
WO02091,2025-11,FWDD27X,产线-04,39,1,0.02564,无,True,QC-A
WO02091,2025-11,FWDD27X,产线-04,73,0,0.0,无,True,QC-C
WO02092,2024-10,FWD215WR,产线-03,85,1,0.01176,色差,True,QC-A
WO02093,2025-01,FWD7305WR,产线-08,72,0,0.0,无,True,QC-C
WO02093,2025-01,FWD7305WR,产线-08,73,1,0.0137,无,True,QC-A
WO02094,2025-06,FWDD23L,产线-02,78,2,0.02564,色差,True,QC-B
WO02095,2024-10,FWD410,产线-04,67,0,0.0,粒径偏差,True,QC-C
WO02096,2025-03,FWD524WR,产线-07,91,3,0.03297,无,False,QC-B
WO02096,2025-03,FWD524WR,产线-07,86,2,0.02326,无,True,QC-A
WO02097,2024-12,BHC9325BR,产线-03,92,4,0.04348,无,False,QC-B
WO02097,2024-12,BHC9325BR,产线-03,45,1,0.02222,色差,True,QC-A
WO02098,2025-01,FWD306,产线-07,45,0,0.0,无,True,QC-A
WO02099,2025-06,BHC89235G,产线-04,39,1,0.02564,粒径偏差,True,QC-A
WO02100,2025-03,FWD355,产线-03,45,2,0.04444,无,False,QC-C
WO02101,2025-11,FWDV095B,产线-02,58,2,0.03448,无,False,QC-A
WO02101,2025-11,FWDV095B,产线-02,22,1,0.04545,杂质,False,QC-B
WO02102,2025-09,FWDD27L,产线-04,33,0,0.0,杂质,True,QC-A
WO02103,2025-10,FWD163,产线-01,73,3,0.0411,无,False,QC-B
WO02104,2024-12,FWD5893,产线-08,31,1,0.03226,无,False,QC-B
WO02105,2025-08,FWD5874A,产线-04,91,1,0.01099,无,True,QC-A
WO02106,2024-12,FWD323WR,产线-05,72,2,0.02778,无,True,QC-B
WO02106,2024-12,FWD323WR,产线-05,31,1,0.03226,色差,False,QC-B
WO02107,2025-01,FWD6224,产线-05,77,0,0.0,无,True,QC-B
WO02107,2025-01,FWD6224,产线-05,46,1,0.02174,杂质,True,QC-C
WO02108,2025-02,FWD7331,产线-05,31,0,0.0,色差,True,QC-C
WO02109,2025-07,BHC9327GP,产线-08,37,1,0.02703,粒径偏差,True,QC-C
WO02109,2025-07,BHC9327GP,产线-08,69,3,0.04348,杂质,False,QC-C
WO02110,2025-04,FWD300WR,产线-03,79,2,0.02532,色差,True,QC-C
WO02110,2025-04,FWD300WR,产线-03,71,1,0.01408,杂质,True,QC-C
WO02111,2025-07,FWD249,产线-04,29,0,0.0,无,True,QC-B
WO02112,2025-10,BHC9326BM ,产线-03,82,0,0.0,色差,True,QC-A
WO02112,2025-10,BHC9326BM ,产线-03,75,2,0.02667,无,True,QC-B
WO02113,2025-02,FWD355,产线-05,46,0,0.0,无,True,QC-C
WO02114,2024-10,BHC9225BMTH,产线-04,35,1,0.02857,无,True,QC-B
WO02115,2025-11,BHC9323PG,产线-06,81,3,0.03704,无,False,QC-C
WO02116,2025-01,FWD520,产线-08,61,2,0.03279,无,False,QC-A
WO02117,2025-04,FWD522,产线-01,21,0,0.0,无,True,QC-A
WO02117,2025-04,FWD522,产线-01,55,1,0.01818,无,True,QC-B
WO02118,2025-09,FWD4012,产线-07,59,1,0.01695,色差,True,QC-B
WO02118,2025-09,FWD4012,产线-07,96,0,0.0,色差,True,QC-B
WO02119,2025-09,FWD4012,产线-04,67,3,0.04478,杂质,False,QC-C
WO02120,2025-07,FWD211,产线-05,88,0,0.0,无,True,QC-B
WO02121,2025-09,FWD289,产线-03,44,2,0.04545,无,False,QC-C
WO02121,2025-09,FWD289,产线-03,26,0,0.0,杂质,True,QC-A
WO02122,2024-10,FWD6002T,产线-08,44,2,0.04545,色差,False,QC-C
WO02122,2024-10,FWD6002T,产线-08,80,2,0.025,无,True,QC-B
WO02123,2024-10,FWD5519,产线-08,41,2,0.04878,粒径偏差,False,QC-B
WO02123,2024-10,FWD5519,产线-08,37,1,0.02703,无,True,QC-B
WO02124,2025-05,FWD3504,产线-07,48,2,0.04167,色差,False,QC-B
WO02125,2025-05,BHC9326BM ,产线-07,48,0,0.0,无,True,QC-B
WO02126,2025-05,FWD6860,产线-01,27,0,0.0,无,True,QC-B
WO02127,2024-12,FWD123TS,产线-03,35,1,0.02857,色差,True,QC-A
WO02127,2024-12,FWD123TS,产线-03,63,1,0.01587,色差,True,QC-B
WO02128,2025-07,FWD6005T,产线-06,88,0,0.0,无,True,QC-B
WO02128,2025-07,FWD6005T,产线-06,67,2,0.02985,粒径偏差,True,QC-B
WO02129,2025-06,FWDD23L,产线-02,32,0,0.0,色差,True,QC-B
WO02130,2025-09,FWDV015,产线-05,22,1,0.04545,无,False,QC-A
WO02130,2025-09,FWDV015,产线-05,53,0,0.0,无,True,QC-A
WO02131,2025-02,FWD8205WR,产线-04,87,3,0.03448,无,False,QC-C
WO02131,2025-02,FWD8205WR,产线-04,54,1,0.01852,无,True,QC-C
WO02132,2025-06,FWD429,产线-01,86,2,0.02326,粒径偏差,True,QC-B
WO02132,2025-06,FWD429,产线-01,96,0,0.0,杂质,True,QC-B
WO02133,2024-11,FWD6501,产线-08,89,0,0.0,无,True,QC-A
WO02133,2024-11,FWD6501,产线-08,92,3,0.03261,杂质,False,QC-C
WO02134,2025-10,FWD524,产线-05,47,2,0.04255,色差,False,QC-B
WO02134,2025-10,FWD524,产线-05,63,0,0.0,粒径偏差,True,QC-B
WO02135,2025-08,FWDV155,产线-04,66,0,0.0,色差,True,QC-C
WO02135,2025-08,FWDV155,产线-04,39,0,0.0,无,True,QC-A
WO02136,2025-06,FWD6850,产线-05,63,3,0.04762,粒径偏差,False,QC-A
WO02136,2025-06,FWD6850,产线-05,64,1,0.01562,粒径偏差,True,QC-B
WO02137,2025-03,FWD534,产线-03,93,3,0.03226,无,False,QC-C
WO02138,2025-02,FWDV060,产线-07,81,2,0.02469,杂质,True,QC-A
